Name: bar-n10-m4-c2-OD1.0
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 2
CapacityOD: 50
VehicleODs: 1
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.3684347,2.0991589,[7, 2, 1, 16],67,187,10,6
2,41.3189186,2.1017005,[14, 6, 2, 7],0,240,10,7
3,41.4166572,2.1910521,[14, 6, 2, 10],112,232,10,8
4,41.4368981,2.2348379,[14, 6, 2, 19],127,240,10,9
5,41.4250776,2.2272202,[14, 6, 2, 34],0,240,10,10
6,41.4505409,2.2368208,[-7, -2, -1, -16],105,223,10,1
7,41.4269596,2.2253214,[-14, -6, -2, -7],0,240,10,2
8,41.386186,2.1769304,[-14, -6, -2, -10],133,234,10,3
9,41.4303138,2.1855012,[-14, -6, -2, -19],149,225,10,4
10,41.4251356,2.0984945,[-14, -6, -2, -34],0,240,10,5
StartID EndID StartX StartY EndX EndY StartT EndT
11,21,41.4577076,2.2032435,41.4290784,2.2093427,0,411
12,22,41.3736968,2.1209403,41.4077817,2.1493673,66,486
13,23,41.4425434,2.213546,41.376977,2.1712554,59,506
14,24,41.4493212,2.210935,41.389356,2.1592813,25,484
15,25,41.452299,2.2327227,41.444196,2.2231824,128,464
16,26,41.4465068,2.237916,41.4190316,2.182984,0,720
17,27,41.4490281,2.2108257,41.376514,2.1375849,66,531
18,28,41.4512399,2.215386,41.4217479,2.1417851,0,426
19,29,41.3551318,2.1338972,41.4645297,2.0827599,0,456
20,30,41.4558747,2.2072483,41.4295296,2.1805525,0,720
edge
0,14,15,12,15,13,16,13,7,16,19,18,10,16,17,18,17,16,17,9,16,15,10,7,6,19,13,8,15,23,15
12,0,12,18,24,23,24,23,15,19,16,20,6,20,20,24,25,20,20,10,18,20,13,14,12,24,18,9,13,20,18
14,12,0,21,23,21,24,20,16,25,23,25,14,24,24,25,24,24,25,10,24,22,18,16,15,26,22,13,20,27,24
14,19,22,0,10,9,11,9,10,5,20,11,15,10,10,12,11,10,10,17,9,7,7,13,9,13,3,13,10,23,5
16,23,24,11,0,4,6,4,14,11,24,11,22,8,9,6,5,9,8,20,9,7,16,19,15,7,11,20,15,25,13
14,22,22,9,5,0,7,2,12,9,23,9,21,6,7,8,7,7,8,18,7,5,14,17,14,9,10,18,14,23,11
17,24,25,11,6,8,0,8,14,12,25,10,23,8,8,3,3,8,7,21,9,8,16,19,16,7,12,20,16,25,14
14,22,22,9,4,1,7,0,11,9,23,9,21,6,7,8,6,6,7,18,7,4,14,17,14,8,9,18,14,23,11
6,16,15,8,12,10,13,10,0,11,18,15,11,13,14,15,14,13,14,11,13,12,7,7,4,16,8,9,11,22,11
15,18,24,4,11,10,12,10,12,0,19,8,16,8,8,11,13,8,7,18,6,6,8,14,10,11,3,14,9,21,2
19,15,22,20,25,24,25,24,18,20,0,21,15,21,21,24,26,21,21,18,19,21,13,18,15,25,19,17,14,14,19
17,18,25,10,9,10,9,9,15,8,19,0,18,5,4,7,9,4,4,21,2,6,13,20,16,7,9,20,10,19,8
9,6,14,14,21,21,22,20,12,18,17,21,0,21,21,23,22,21,21,8,19,19,10,10,8,24,14,5,14,20,17
16,20,24,10,7,7,8,7,14,8,21,7,20,0,3,7,8,3,4,20,5,5,14,19,15,5,10,19,12,21,10
17,21,25,12,8,9,8,9,15,9,22,6,21,4,0,6,8,2,3,21,4,7,15,20,17,6,11,21,13,22,10
16,23,24,11,5,8,3,8,14,12,24,9,22,8,7,0,3,7,6,20,8,7,16,19,16,7,12,20,15,24,13
16,23,24,10,4,7,3,7,13,11,24,10,22,7,9,3,0,8,7,20,9,7,15,18,15,6,11,19,15,24,13
17,20,25,11,7,9,8,9,14,9,21,6,20,4,2,6,7,0,2,21,4,6,15,19,16,6,10,20,12,21,9
17,20,25,11,6,9,7,9,15,8,21,5,20,4,3,5,6,3,0,21,3,6,14,20,17,5,10,21,12,21,9
8,10,10,15,18,16,19,16,12,19,18,21,8,19,20,21,20,19,20,0,19,18,12,11,9,22,16,8,15,22,18
18,19,26,11,8,10,7,10,15,8,20,3,19,6,5,7,9,5,3,22,0,7,13,20,17,7,10,20,10,20,9
13,20,21,6,6,5,7,5,10,6,21,7,18,5,6,8,7,6,7,17,6,0,11,15,12,8,7,16,12,21,7
10,12,18,8,15,15,16,15,8,10,13,13,9,14,14,17,16,14,14,12,12,12,0,9,6,17,7,10,5,17,8
5,15,14,11,14,12,15,12,6,15,19,17,11,15,15,16,16,15,16,10,15,14,10,0,6,17,12,9,14,23,14
6,13,16,6,13,13,14,13,4,10,16,15,9,14,14,15,14,14,15,10,14,11,5,5,0,16,7,6,9,20,9
17,24,25,11,5,7,5,7,14,10,25,9,23,4,6,6,5,6,6,21,7,6,16,19,16,0,11,20,15,25,12
12,17,21,2,10,9,11,9,9,5,18,11,14,10,10,12,11,10,10,16,9,7,6,11,8,13,0,12,8,22,4
6,9,13,12,18,18,19,17,9,15,16,21,5,19,20,21,20,19,20,7,19,16,9,7,6,22,12,0,13,20,15
13,11,18,10,15,14,16,14,11,9,12,11,11,12,12,15,17,12,11,14,9,11,5,12,9,15,9,12,0,16,8
25,21,28,23,24,23,24,23,24,22,13,20,21,20,20,24,25,20,20,24,18,20,19,24,20,24,22,22,19,0,21
15,19,24,4,11,10,12,10,12,3,20,9,16,9,9,12,13,9,8,19,7,7,8,14,10,12,3,14,9,22,0
