Name: bar-n45-m4-c2-OD0.2
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 10
CapacityOD: 50
VehicleODs: 0
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.3671296,2.0692367,[3, 1, 0, 8],2,122,10,23
2,41.3812716,2.1648239,[14, 6, 2, 25],0,240,10,24
3,41.354318,2.0671293,[14, 6, 2, 22],0,240,10,25
4,41.4427396,2.2253295,[14, 6, 2, 28],0,79,10,26
5,41.3297511,2.0991478,[14, 6, 2, 28],127,240,10,27
6,41.3328466,2.0921043,[14, 6, 2, 21],104,224,10,28
7,41.4479353,2.2194344,[3, 6, 1, 4],19,139,10,29
8,41.352645,2.110783,[14, 6, 2, 24],66,186,10,30
9,41.3830452,2.0762528,[14, 6, 2, 34],56,176,10,31
10,41.4160758,2.1764666,[14, 6, 2, 13],0,110,10,32
11,41.4119643,2.1535583,[7, 2, 1, 12],53,173,10,33
12,41.4442047,2.218796,[14, 6, 2, 20],0,84,10,34
13,41.4548986,2.2100092,[14, 6, 2, 29],129,240,10,35
14,41.4407077,2.2267254,[3, 6, 1, 4],97,217,10,36
15,41.3941327,2.1224947,[14, 6, 2, 23],52,172,10,37
16,41.4490414,2.2067515,[14, 6, 2, 23],92,212,10,38
17,41.3544296,2.0735694,[14, 6, 2, 16],25,145,10,39
18,41.4558747,2.2072483,[14, 6, 2, 12],0,240,10,40
19,41.4436929,2.2246727,[14, 6, 2, 23],0,240,10,41
20,41.3597275,2.0909717,[7, 2, 1, 8],114,234,10,42
21,41.4042244,2.1494187,[14, 6, 2, 22],0,240,10,43
22,41.3375512,2.1083287,[14, 6, 2, 11],0,98,10,44
23,41.3520481,2.0742798,[-3, -1, 0, -8],19,139,10,1
24,41.3746145,2.1643053,[-14, -6, -2, -25],0,240,10,2
25,41.4514197,2.2251463,[-14, -6, -2, -22],0,240,10,3
26,41.450472,2.2086465,[-14, -6, -2, -28],18,138,10,4
27,41.4146917,2.162891,[-14, -6, -2, -28],155,228,10,5
28,41.3745313,2.1450922,[-14, -6, -2, -21],125,235,10,6
29,41.3835998,2.1734228,[-3, -6, -1, -4],48,168,10,7
30,41.3701104,2.1271576,[-14, -6, -2, -24],84,204,10,8
31,41.4008741,2.1610253,[-14, -6, -2, -34],88,208,10,9
32,41.4112566,2.1908185,[-14, -6, -2, -13],15,135,10,10
33,41.4368711,2.234578,[-7, -2, -1, -12],78,198,10,11
34,41.3825888,2.1646439,[-14, -6, -2, -20],30,150,10,12
35,41.4525037,2.2152076,[-14, -6, -2, -29],141,222,10,13
36,41.3937005,2.1506405,[-3, -6, -1, -4],128,233,10,14
37,41.4459384,2.0660805,[-14, -6, -2, -23],78,198,10,15
38,41.3798821,2.0507836,[-14, -6, -2, -23],132,222,10,16
39,41.3906531,2.0730443,[-14, -6, -2, -16],48,168,10,17
40,41.4295296,2.1805525,[-14, -6, -2, -12],0,240,10,18
41,41.4349816,2.1930256,[-14, -6, -2, -23],0,240,10,19
42,41.4530228,2.2052872,[-7, -2, -1, -8],144,223,10,20
43,41.4237267,2.1660094,[-14, -6, -2, -22],0,240,10,21
44,41.4080448,2.2096487,[-14, -6, -2, -11],34,154,10,22
StartID EndID StartX StartY EndX EndY StartT EndT
45,54,41.4441413,2.1803301,41.4394681,2.2171632,130,460
46,55,41.4316293,2.1786367,41.4183301,2.1435178,61,484
47,56,41.3995238,2.1961495,41.3857565,2.0988148,83,512
48,57,41.4512399,2.215386,41.4217479,2.1417851,0,426
49,58,41.4062484,2.1650543,41.4201793,2.2027689,122,476
50,59,41.437641,2.2298148,41.4692218,2.0813928,0,468
51,60,41.4406203,2.2241249,41.4354096,2.171624,0,720
52,61,41.4096189,2.1393877,41.409968,2.2022377,15,444
53,62,41.469147,2.2341853,41.4105332,2.208314,95,494
edge
0,19,5,15,17,15,16,17,12,17,13,12,18,17,17,10,17,16,16,19,15,14,12,15,2,18,17,12,6,8,10,10,12,15,6,18,8,19,19,19,15,17,17,15,12,18,15,9,17,11,15,16,12,19,17,14,14,15,14,24,16,12,13
17,0,17,6,27,13,14,24,11,7,19,18,24,22,27,12,22,7,21,26,7,18,11,7,17,25,23,18,14,20,13,18,21,27,18,23,15,19,7,9,20,23,21,20,23,19,20,22,23,18,26,26,16,25,25,15,9,16,22,23,19,23,24
6,19,0,16,18,16,17,17,13,17,12,11,18,17,18,11,17,17,16,19,16,13,13,16,5,18,17,11,7,8,11,9,11,16,4,18,7,19,19,19,14,16,17,14,12,17,13,10,17,10,15,16,11,19,17,13,15,14,13,24,15,12,13
15,6,18,0,26,11,10,25,9,9,20,19,25,22,26,13,22,3,22,27,6,19,9,3,16,25,24,18,15,18,14,19,22,24,18,24,16,19,8,11,21,23,22,21,21,20,21,19,24,19,23,24,16,26,25,15,11,16,22,24,20,20,21
17,26,19,26,0,25,27,5,23,25,13,17,4,6,3,20,7,27,7,3,25,21,23,25,17,4,7,15,21,19,23,16,11,4,18,5,17,25,26,27,12,10,7,16,10,10,12,13,6,16,4,3,19,8,5,17,22,16,8,25,12,10,10
12,14,14,9,23,0,4,23,7,14,20,18,23,23,23,13,23,10,22,25,9,18,4,9,13,24,22,18,11,16,10,17,19,21,15,24,15,21,14,16,22,24,23,22,18,22,22,17,23,18,21,22,16,25,22,17,13,18,20,26,22,18,19
12,13,13,9,22,3,0,22,6,13,19,18,23,22,22,12,22,10,21,24,8,17,4,8,12,23,22,17,11,15,10,17,18,20,14,23,14,20,13,15,22,23,22,21,17,21,21,16,22,17,20,21,16,24,22,17,12,17,19,25,21,17,18
17,23,19,25,6,25,27,0,23,21,13,15,3,4,6,17,4,25,4,5,22,18,23,24,17,3,3,13,21,19,22,15,11,7,18,4,17,22,23,23,10,8,4,14,10,8,10,13,3,15,6,6,16,8,4,13,19,13,8,21,9,11,10
11,11,12,8,24,6,8,24,0,11,18,17,24,22,24,11,22,9,21,25,5,16,6,7,11,25,23,16,10,15,8,16,17,22,13,24,13,19,14,13,20,22,21,20,19,20,20,18,23,16,22,23,14,25,23,15,10,16,19,24,19,19,20
16,7,16,11,27,14,16,23,12,0,19,17,24,21,26,11,21,11,20,26,10,17,12,11,15,24,23,17,12,19,11,17,20,26,17,23,14,18,6,4,20,22,21,19,23,19,20,21,22,17,26,26,15,24,24,14,6,15,22,23,18,22,23
12,19,10,21,13,20,21,12,17,17,0,6,12,11,13,11,10,21,10,15,18,10,19,20,11,13,11,4,12,11,14,5,5,12,10,12,8,18,19,19,5,8,10,4,7,8,5,8,11,4,11,12,8,14,11,9,15,8,6,23,6,7,7
12,16,9,18,17,17,18,15,14,14,5,0,16,14,17,8,13,18,13,18,15,7,17,17,10,16,14,4,11,11,12,6,8,15,9,15,7,15,16,16,8,12,13,8,11,11,8,10,14,4,14,15,5,17,15,6,12,7,10,20,9,10,11
18,23,19,25,6,26,27,3,24,22,12,16,0,5,4,17,5,25,5,3,22,18,23,24,18,4,4,14,21,19,23,15,11,6,18,5,17,22,23,23,11,8,5,14,11,8,10,13,4,14,5,4,16,9,4,14,19,13,8,22,10,11,10
18,21,19,23,7,25,26,3,22,19,11,14,5,0,7,15,3,23,2,6,20,16,23,22,18,4,4,12,21,20,21,14,12,7,19,2,17,20,21,21,9,8,3,12,11,7,9,13,2,14,7,7,14,6,6,12,17,11,9,20,8,11,11
16,26,17,24,4,24,25,6,22,24,12,15,4,8,0,19,8,25,9,5,24,19,21,24,16,5,7,14,19,18,21,14,10,4,17,7,16,24,25,26,11,9,9,14,9,11,11,11,7,14,4,2,18,8,5,16,21,15,7,24,12,9,8
