Name: bar-n10-m4-c2-OD1.2
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 2
CapacityOD: 50
VehicleODs: 1
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.3684347,2.0991589,[7, 2, 1, 16],67,187,10,6
2,41.3189186,2.1017005,[14, 6, 2, 7],0,240,10,7
3,41.4166572,2.1910521,[14, 6, 2, 10],112,232,10,8
4,41.4368981,2.2348379,[14, 6, 2, 19],127,240,10,9
5,41.4250776,2.2272202,[14, 6, 2, 34],0,240,10,10
6,41.4505409,2.2368208,[-7, -2, -1, -16],105,223,10,1
7,41.4269596,2.2253214,[-14, -6, -2, -7],0,240,10,2
8,41.386186,2.1769304,[-14, -6, -2, -10],133,234,10,3
9,41.4303138,2.1855012,[-14, -6, -2, -19],149,225,10,4
10,41.4251356,2.0984945,[-14, -6, -2, -34],0,240,10,5
StartID EndID StartX StartY EndX EndY StartT EndT
11,23,41.4516487,2.2359664,41.4345712,2.2231087,0,720
12,24,41.4531346,2.2269082,41.4114417,2.1724649,0,720
13,25,41.4493212,2.210935,41.389356,2.1592813,25,484
14,26,41.4490281,2.2108257,41.376514,2.1375849,66,531
15,27,41.452299,2.2327227,41.444196,2.2231824,128,464
16,28,41.4577076,2.2032435,41.4290784,2.2093427,0,411
17,29,41.4425434,2.213546,41.376977,2.1712554,59,506
18,30,41.3551318,2.1338972,41.4645297,2.0827599,0,456
19,31,41.3736968,2.1209403,41.4077817,2.1493673,66,486
20,32,41.4465068,2.237916,41.4190316,2.182984,0,720
21,33,41.4512399,2.215386,41.4217479,2.1417851,0,426
22,34,41.4558747,2.2072483,41.4295296,2.1805525,0,720
edge
0,14,15,12,15,13,16,13,7,16,19,17,18,17,16,18,18,16,9,10,17,17,16,15,12,6,8,19,15,7,23,10,13,15,15
12,0,12,18,24,23,24,23,15,19,16,24,22,20,20,24,20,20,10,6,25,20,18,22,17,12,9,24,20,14,20,13,18,13,18
14,12,0,21,23,21,24,20,16,25,23,25,26,24,24,25,25,24,10,14,24,25,24,22,21,15,13,26,22,16,27,18,22,20,24
14,19,22,0,10,9,11,9,10,5,20,12,12,10,10,12,11,10,17,15,11,10,9,9,4,9,13,13,7,13,23,7,3,10,5
16,23,24,11,0,4,6,4,14,11,24,6,6,9,9,6,11,8,20,22,5,8,9,4,13,15,20,7,7,19,25,16,11,15,13
14,22,22,9,5,0,7,2,12,9,23,8,8,7,7,8,9,6,18,21,7,8,7,4,11,14,18,9,5,17,23,14,10,14,11
17,24,25,11,6,8,0,8,14,12,25,1,5,8,8,3,10,8,21,23,3,7,9,5,14,16,20,7,8,19,25,16,12,16,14
14,22,22,9,4,1,7,0,11,9,23,8,8,7,6,8,9,6,18,21,6,7,7,4,11,14,18,8,4,17,23,14,9,14,11
6,16,15,8,12,10,13,10,0,11,18,14,15,14,13,15,15,13,11,11,14,14,13,12,7,4,9,16,12,7,22,7,8,11,11
15,18,24,4,11,10,12,10,12,0,19,12,9,8,8,11,8,8,18,16,13,7,6,9,5,10,14,11,6,14,21,8,3,9,2
19,15,22,20,25,24,25,24,18,20,0,25,23,21,21,24,21,21,18,15,26,21,19,23,18,15,17,25,21,18,14,13,19,14,19
18,23,26,12,7,9,2,9,15,12,24,0,4,8,7,3,9,8,22,23,4,6,8,7,15,17,21,7,9,20,25,17,13,15,13
18,22,26,12,6,8,4,8,15,10,23,4,0,5,5,2,7,6,22,22,5,4,5,6,14,17,21,4,8,20,23,16,12,14,11
17,21,25,12,8,9,8,9,15,9,22,7,5,0,2,6,6,4,21,21,8,3,4,8,13,17,21,6,7,20,22,15,11,13,10
17,20,25,11,7,9,8,9,14,9,21,7,4,2,0,6,6,4,21,20,7,2,4,7,12,16,20,6,6,19,21,15,10,12,9
16,23,24,11,5,8,3,8,14,12,24,2,4,7,7,0,9,8,20,22,3,6,8,5,13,16,20,7,7,19,24,16,12,15,13
17,18,25,10,9,10,9,9,15,8,19,9,6,4,4,7,0,5,21,18,9,4,2,9,12,16,20,7,6,20,19,13,9,10,8
16,20,24,10,7,7,8,7,14,8,21,8,6,3,3,7,7,0,20,20,8,4,5,5,11,15,19,5,5,19,21,14,10,12,10
8,10,10,15,18,16,19,16,12,19,18,20,21,20,19,21,21,19,0,8,20,20,19,18,15,9,8,22,18,11,22,12,16,15,18
9,6,14,14,21,21,22,20,12,18,17,22,23,21,21,23,21,21,8,0,22,21,19,20,14,8,5,24,19,10,20,10,14,14,17
16,23,24,10,4,7,3,7,13,11,24,3,5,9,8,3,10,7,20,22,0,7,9,5,13,15,19,6,7,18,24,15,11,15,13
17,20,25,11,6,9,7,9,15,8,21,6,3,3,3,5,5,4,21,20,6,0,3,7,12,17,21,5,6,20,21,14,10,12,9
18,19,26,11,8,10,7,10,15,8,20,7,5,5,5,7,3,6,22,19,9,3,0,9,12,17,20,7,7,20,20,13,10,10,9
15,22,23,9,5,3,7,3,13,8,23,7,7,6,6,7,10,5,19,21,6,7,8,0,11,14,18,7,4,18,23,14,9,14,10
11,15,20,5,12,12,13,11,8,7,16,14,14,12,12,14,12,12,14,12,13,12,10,11,0,7,11,15,9,10,20,4,4,7,6
6,13,16,6,13,13,14,13,4,10,16,15,16,14,14,15,15,14,10,9,14,15,14,12,6,0,6,16,11,5,20,5,7,9,9
6,9,13,12,18,18,19,17,9,15,16,20,21,20,19,21,21,19,7,5,20,20,19,18,11,6,0,22,16,7,20,9,12,13,15
17,24,25,11,5,7,5,7,14,10,25,6,4,6,6,6,9,4,21,23,5,6,7,4,13,16,20,0,6,19,25,16,11,15,12
13,20,21,6,6,5,7,5,10,6,21,8,8,6,6,8,7,5,17,18,7,7,6,4,9,12,16,8,0,15,21,11,7,12,7
5,15,14,11,14,12,15,12,6,15,19,16,17,15,15,16,17,15,10,11,16,16,15,14,11,6,9,17,14,0,23,10,12,14,14
25,21,28,23,24,23,24,23,24,22,13,24,22,20,20,24,20,20,24,21,25,20,18,22,24,20,22,24,20,24,0,19,22,19,21
10,12,18,8,15,15,16,15,8,10,13,17,16,14,14,17,13,14,12,9,16,14,12,14,6,6,10,17,12,9,17,0,7,5,8
12,17,21,2,10,9,11,9,9,5,18,12,12,10,10,12,11,10,16,14,11,10,9,9,3,8,12,13,7,11,22,6,0,8,4
13,11,18,10,15,14,16,14,11,9,12,16,13,12,12,15,11,12,14,11,17,11,9,14,8,9,12,15,11,12,16,5,9,0,8
15,19,24,4,11,10,12,10,12,3,20,13,10,9,9,12,9,9,19,16,13,8,7,10,6,10,14,12,7,14,22,8,3,9,0
