Name: bar-n45-m4-c2-OD0.4
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 10
CapacityOD: 50
VehicleODs: 0
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.3671296,2.0692367,[3, 1, 0, 8],2,122,10,23
2,41.3812716,2.1648239,[14, 6, 2, 25],0,240,10,24
3,41.354318,2.0671293,[14, 6, 2, 22],0,240,10,25
4,41.4427396,2.2253295,[14, 6, 2, 28],0,79,10,26
5,41.3297511,2.0991478,[14, 6, 2, 28],127,240,10,27
6,41.3328466,2.0921043,[14, 6, 2, 21],104,224,10,28
7,41.4479353,2.2194344,[3, 6, 1, 4],19,139,10,29
8,41.352645,2.110783,[14, 6, 2, 24],66,186,10,30
9,41.3830452,2.0762528,[14, 6, 2, 34],56,176,10,31
10,41.4160758,2.1764666,[14, 6, 2, 13],0,110,10,32
11,41.4119643,2.1535583,[7, 2, 1, 12],53,173,10,33
12,41.4442047,2.218796,[14, 6, 2, 20],0,84,10,34
13,41.4548986,2.2100092,[14, 6, 2, 29],129,240,10,35
14,41.4407077,2.2267254,[3, 6, 1, 4],97,217,10,36
15,41.3941327,2.1224947,[14, 6, 2, 23],52,172,10,37
16,41.4490414,2.2067515,[14, 6, 2, 23],92,212,10,38
17,41.3544296,2.0735694,[14, 6, 2, 16],25,145,10,39
18,41.4558747,2.2072483,[14, 6, 2, 12],0,240,10,40
19,41.4436929,2.2246727,[14, 6, 2, 23],0,240,10,41
20,41.3597275,2.0909717,[7, 2, 1, 8],114,234,10,42
21,41.4042244,2.1494187,[14, 6, 2, 22],0,240,10,43
22,41.3375512,2.1083287,[14, 6, 2, 11],0,98,10,44
23,41.3520481,2.0742798,[-3, -1, 0, -8],19,139,10,1
24,41.3746145,2.1643053,[-14, -6, -2, -25],0,240,10,2
25,41.4514197,2.2251463,[-14, -6, -2, -22],0,240,10,3
26,41.450472,2.2086465,[-14, -6, -2, -28],18,138,10,4
27,41.4146917,2.162891,[-14, -6, -2, -28],155,228,10,5
28,41.3745313,2.1450922,[-14, -6, -2, -21],125,235,10,6
29,41.3835998,2.1734228,[-3, -6, -1, -4],48,168,10,7
30,41.3701104,2.1271576,[-14, -6, -2, -24],84,204,10,8
31,41.4008741,2.1610253,[-14, -6, -2, -34],88,208,10,9
32,41.4112566,2.1908185,[-14, -6, -2, -13],15,135,10,10
33,41.4368711,2.234578,[-7, -2, -1, -12],78,198,10,11
34,41.3825888,2.1646439,[-14, -6, -2, -20],30,150,10,12
35,41.4525037,2.2152076,[-14, -6, -2, -29],141,222,10,13
36,41.3937005,2.1506405,[-3, -6, -1, -4],128,233,10,14
37,41.4459384,2.0660805,[-14, -6, -2, -23],78,198,10,15
38,41.3798821,2.0507836,[-14, -6, -2, -23],132,222,10,16
39,41.3906531,2.0730443,[-14, -6, -2, -16],48,168,10,17
40,41.4295296,2.1805525,[-14, -6, -2, -12],0,240,10,18
41,41.4349816,2.1930256,[-14, -6, -2, -23],0,240,10,19
42,41.4530228,2.2052872,[-7, -2, -1, -8],144,223,10,20
43,41.4237267,2.1660094,[-14, -6, -2, -22],0,240,10,21
44,41.4080448,2.2096487,[-14, -6, -2, -11],34,154,10,22
StartID EndID StartX StartY EndX EndY StartT EndT
45,63,41.4382502,2.2077829,41.4113198,2.1872084,38,461
46,64,41.3833251,2.0764792,41.4322033,2.1872315,0,477
47,65,41.4531346,2.2269082,41.4114417,2.1724649,0,720
48,66,41.3230732,2.0833273,41.4110871,2.1337089,0,720
49,67,41.4406203,2.2241249,41.4354096,2.171624,0,720
50,68,41.4446179,2.2398851,41.3182357,2.0824932,33,501
51,69,41.4625923,2.2045488,41.4082703,2.1708935,101,488
52,70,41.4298515,2.1820608,41.3849029,2.0854836,56,497
53,71,41.364272,2.0908178,41.4432,2.22515,49,523
54,72,41.4326536,2.2222507,41.3536974,2.0864987,55,520
55,73,41.4250776,2.2272202,41.4251356,2.0984945,0,720
56,74,41.4577076,2.2032435,41.4290784,2.2093427,0,411
57,75,41.4460569,2.2221081,41.4698459,2.1816529,42,468
58,76,41.3317926,2.0992391,41.3847151,2.066434,79,508
59,77,41.4404673,2.2378337,41.4449382,2.2241955,0,411
60,78,41.3271083,2.0868381,41.4499142,2.2135352,81,504
61,79,41.4096189,2.1393877,41.409968,2.2022377,15,444
62,80,41.3904608,2.1457467,41.4463448,2.1763859,51,480
edge
0,19,5,15,17,15,16,17,12,17,13,12,18,17,17,10,17,16,16,19,15,14,12,15,2,18,17,12,6,8,10,10,12,15,6,18,8,19,19,19,15,17,17,15,12,16,17,18,16,16,17,19,14,16,15,13,18,18,14,16,16,12,7,11,16,12,12,16,16,11,15,17,15,19,15,21,19,19,17,12,19
17,0,17,6,27,13,14,24,11,7,19,18,24,22,27,12,22,7,21,26,7,18,11,7,17,25,23,18,14,20,13,18,21,27,18,23,15,19,7,9,20,23,21,20,23,22,7,25,14,26,28,23,20,7,25,25,23,26,12,27,14,16,14,19,22,20,14,19,13,18,8,26,8,19,23,24,9,26,22,23,18
6,19,0,16,18,16,17,17,13,17,12,11,18,17,18,11,17,17,16,19,16,13,13,16,5,18,17,11,7,8,11,9,11,16,4,18,7,19,19,19,14,16,17,14,12,16,17,19,18,16,17,19,13,17,15,14,18,19,15,16,17,11,7,10,15,11,11,15,17,10,16,17,16,19,15,20,19,19,17,12,18
15,6,18,0,26,11,10,25,9,9,20,19,25,22,26,13,22,3,22,27,6,19,9,3,16,25,24,18,15,18,14,19,22,24,18,24,16,19,8,11,21,23,22,21,21,23,9,26,10,24,26,24,21,8,23,22,23,27,10,25,10,16,15,20,23,20,15,20,11,19,10,25,6,19,23,24,11,27,23,20,19
17,26,19,26,0,25,27,5,23,25,13,17,4,6,3,20,7,27,7,3,25,21,23,25,17,4,7,15,21,19,23,16,11,4,18,5,17,25,26,27,12,10,7,16,10,7,25,4,27,3,5,9,11,25,5,7,9,4,25,5,27,19,18,11,12,14,17,12,26,14,23,2,24,25,7,13,26,3,5,10,11
12,14,14,9,23,0,4,23,7,14,20,18,23,23,23,13,23,10,22,25,9,18,4,9,13,24,22,18,11,16,10,17,19,21,15,24,15,21,14,16,22,24,23,22,18,22,14,24,4,22,23,24,22,11,20,19,24,24,2,22,3,16,14,18,23,19,16,22,5,18,14,23,9,21,21,26,16,24,22,18,21
12,13,13,9,22,3,0,22,6,13,19,18,23,22,22,12,22,10,21,24,8,17,4,8,12,23,22,17,11,15,10,17,18,20,14,23,14,20,13,15,22,23,22,21,17,21,13,23,5,21,22,23,21,10,20,18,23,23,3,21,5,16,13,17,23,18,15,21,6,17,13,22,8,21,20,25,15,23,22,17,20
17,23,19,25,6,25,27,0,23,21,13,15,3,4,6,17,4,25,4,5,22,18,23,24,17,3,3,13,21,19,22,15,11,7,18,4,17,22,23,23,10,8,4,14,10,6,21,4,27,6,7,6,9,21,7,9,6,4,25,7,27,16,18,11,10,13,14,9,26,13,20,5,21,22,7,10,23,5,2,11,8
11,11,12,8,24,6,8,24,0,11,18,17,24,22,24,11,22,9,21,25,5,16,6,7,11,25,23,16,10,15,8,16,17,22,13,24,13,19,14,13,20,22,21,20,19,23,11,25,9,23,24,23,20,7,21,20,23,25,6,23,8,14,12,16,22,17,14,19,8,16,11,24,6,19,22,24,13,25,23,19,19
16,7,16,11,27,14,16,23,12,0,19,17,24,21,26,11,21,11,20,26,10,17,12,11,15,24,23,17,12,19,11,17,20,26,17,23,14,18,6,4,20,22,21,19,23,22,1,24,15,26,28,22,20,9,24,25,22,25,14,27,16,15,13,19,22,19,13,18,14,18,4,26,9,18,22,23,4,26,22,22,18
12,19,10,21,13,20,21,12,17,17,0,6,12,11,13,11,10,21,10,15,18,10,19,20,11,13,11,4,12,11,14,5,5,12,10,12,8,18,19,19,5,8,10,4,7,9,17,13,23,12,13,12,5,17,10,11,11,14,19,12,22,8,9,4,7,2,9,6,22,2,16,12,17,18,9,11,19,14,11,7,9
12,16,9,18,17,17,18,15,14,14,5,0,16,14,17,8,13,18,13,18,15,7,17,17,10,16,14,4,11,11,12,6,8,15,9,15,7,15,16,16,8,12,13,8,11,13,14,16,20,15,17,15,8,14,14,15,15,17,16,16,19,5,7,7,10,6,6,9,19,4,13,16,14,15,13,14,16,17,14,10,11
18,23,19,25,6,26,27,3,24,22,12,16,0,5,4,17,5,25,5,3,22,18,23,24,18,4,4,14,21,19,23,15,11,6,18,5,17,22,23,23,11,8,5,14,11,6,22,4,27,4,7,7,9,22,5,8,7,3,25,7,27,16,18,11,11,13,14,10,26,12,20,4,21,22,6,11,23,3,3,11,9
