Name: bar-n30-m4-c2-OD0.8
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 8
CapacityOD: 50
VehicleODs: 0
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.4520396,2.2128935,[14, 6, 2, 35],0,117,10,16
2,41.4250776,2.2272202,[14, 6, 2, 34],0,240,10,17
3,41.364272,2.0908178,[14, 6, 2, 30],49,169,10,18
4,41.3216326,2.0964703,[7, 2, 1, 18],0,240,10,19
5,41.3783978,2.1277763,[14, 6, 2, 7],42,162,10,20
6,41.4446179,2.2398851,[7, 2, 1, 12],33,153,10,21
7,41.3544296,2.0735694,[14, 6, 2, 16],25,145,10,22
8,41.4480155,2.2171536,[7, 2, 1, 12],128,240,10,23
9,41.4623355,2.2014148,[14, 6, 2, 15],75,195,10,24
10,41.3742058,2.1417345,[14, 6, 2, 27],0,98,10,25
11,41.4184792,2.143728,[14, 6, 2, 31],81,201,10,26
12,41.4470474,2.2197586,[3, 1, 0, 8],0,113,10,27
13,41.4119643,2.1535583,[7, 2, 1, 12],53,173,10,28
14,41.4345354,2.2361466,[7, 2, 1, 9],73,193,10,29
15,41.3609936,2.0825021,[14, 6, 2, 28],4,124,10,30
16,41.4046304,2.2047496,[-14, -6, -2, -35],22,142,10,1
17,41.4251356,2.0984945,[-14, -6, -2, -34],0,240,10,2
18,41.4432,2.22515,[-14, -6, -2, -30],87,207,10,3
19,41.3991212,2.1567492,[-7, -2, -1, -18],0,240,10,4
20,41.441527,2.2275919,[-14, -6, -2, -7],73,193,10,5
21,41.3182357,2.0824932,[-7, -2, -1, -12],69,189,10,6
22,41.3906531,2.0730443,[-14, -6, -2, -16],48,168,10,7
23,41.3949328,2.12944,[-7, -2, -1, -12],158,231,10,8
24,41.3832447,2.074934,[-14, -6, -2, -15],105,224,10,9
25,41.3764913,2.085174,[-14, -6, -2, -27],20,140,10,10
26,41.3181394,2.0751992,[-14, -6, -2, -31],110,225,10,11
27,41.4076473,2.1545724,[-3, -1, 0, -8],27,147,10,12
28,41.4368711,2.234578,[-7, -2, -1, -12],78,198,10,13
29,41.4669218,2.2381001,[-7, -2, -1, -9],93,213,10,14
30,41.4496721,2.2373738,[-14, -6, -2, -28],48,168,10,15
StartID EndID StartX StartY EndX EndY StartT EndT
31,55,41.4072565,2.1217426,41.4415796,2.2192121,0,456
32,56,41.4166572,2.1910521,41.386186,2.1769304,112,478
33,57,41.4460569,2.2221081,41.4698459,2.1816529,42,468
34,58,41.3819329,2.0795768,41.3238794,2.0912046,0,438
35,59,41.3636997,2.095824,41.4504896,2.2198529,73,520
36,60,41.3857728,2.091363,41.3613405,2.0847183,70,493
37,61,41.440759,2.2378881,41.4533651,2.2357165,0,408
38,62,41.441985,2.2115016,41.4033864,2.1443981,43,475
39,63,41.4474967,2.2216705,41.3908214,2.1745486,104,491
40,64,41.4436929,2.2246727,41.4349816,2.1930256,0,720
41,65,41.3857246,2.0845426,41.454215,2.2130729,36,492
42,66,41.3627279,2.0988052,41.3765834,2.1454686,73,499
43,67,41.4382502,2.2077829,41.4113198,2.1872084,38,461
44,68,41.4552567,2.2151101,41.3626952,2.0778621,85,502
45,69,41.4578645,2.0511169,41.3993734,2.1576859,0,453
46,70,41.4573762,2.2175219,41.4615268,2.2010703,64,472
47,71,41.4414417,2.2264754,41.4044977,2.1688326,128,464
48,72,41.3741969,2.1245221,41.4012738,2.1441641,140,440
49,73,41.4326536,2.2222507,41.3536974,2.0864987,55,520
50,74,41.4425434,2.213546,41.376977,2.1712554,59,506
51,75,41.3608153,2.0761441,41.4485571,2.1827231,72,516
52,76,41.4441413,2.1803301,41.4394681,2.2171632,130,460
53,77,41.4442047,2.218796,41.3825888,2.1646439,0,450
54,78,41.4407077,2.2267254,41.3937005,2.1506405,97,505
edge
0,17,13,16,14,8,17,16,17,18,6,14,18,12,16,16,11,19,17,10,17,16,19,10,17,15,16,12,15,19,16,12,12,18,16,16,14,16,18,18,19,18,14,16,19,22,19,17,9,15,16,17,18,18,17,18,7,21,16,18,17,17,11,8,17,18,6,11,17,10,18,10,9,15,7,18,17,6,8
18,0,10,21,25,19,8,24,2,5,21,14,4,15,9,20,12,21,6,17,6,25,23,17,20,19,25,15,7,7,7,13,11,5,20,21,18,8,6,5,6,22,21,6,2,24,4,6,21,8,5,21,7,4,6,6,15,10,27,3,20,7,15,16,8,2,20,12,21,17,4,14,16,20,20,7,6,19,18
14,8,0,23,22,19,7,24,8,9,18,16,8,14,5,22,7,23,6,16,7,23,25,19,22,21,24,15,5,10,7,15,9,8,22,23,20,6,7,8,9,24,23,7,9,26,10,7,20,3,6,23,10,7,7,6,12,12,24,8,22,8,16,13,8,9,17,9,23,16,9,12,16,22,17,9,5,15,15
15,21,23,0,12,9,26,8,21,21,11,13,23,16,26,4,21,17,24,15,25,10,10,12,8,6,11,15,25,23,25,10,19,24,8,2,8,26,22,23,24,10,3,20,21,20,22,25,9,23,21,6,18,22,25,24,17,22,13,22,5,25,13,17,21,21,12,18,5,16,20,16,13,6,16,17,23,16,13
14,25,21,12,0,13,25,12,25,26,12,19,26,20,24,12,19,23,25,19,25,3,17,15,15,14,4,19,23,27,24,16,21,26,15,12,15,24,25,26,27,18,12,24,26,26,27,25,13,22,24,13,24,25,25,25,16,28,3,26,12,25,17,17,26,26,13,20,13,19,25,19,17,10,17,23,24,17,17
7,20,19,11,13,0,21,13,21,20,4,12,22,11,20,11,15,15,21,9,21,13,12,6,10,9,13,10,19,22,20,9,13,22,10,11,8,20,21,22,23,12,9,18,21,19,21,21,3,18,20,12,17,21,21,20,10,21,14,21,11,21,8,11,17,21,4,11,12,10,20,10,8,11,9,16,19,9,7
17,7,7,25,24,21,0,26,7,10,20,18,5,16,5,24,11,25,4,17,4,26,26,20,24,23,26,17,4,6,3,17,11,6,24,25,22,5,8,6,6,26,25,9,7,28,8,5,22,5,7,25,12,6,5,6,14,14,26,6,24,4,18,15,11,7,19,11,25,17,10,14,18,24,19,11,7,18,17
16,22,23,7,12,11,27,0,23,22,14,15,25,18,25,5,21,18,26,17,26,11,12,13,10,8,11,16,25,25,25,11,21,25,10,7,11,26,24,25,26,13,6,22,23,22,23,27,12,24,23,4,19,24,27,25,18,23,13,23,8,26,15,19,22,23,14,19,5,17,22,18,15,5,18,18,24,18,15
17,2,9,21,25,19,8,25,0,6,21,14,3,15,9,20,11,21,6,17,7,25,23,17,21,20,26,16,7,8,8,13,11,5,20,21,18,8,5,4,5,22,21,5,4,24,5,6,21,7,4,22,7,4,6,5,14,10,26,3,21,7,15,16,7,3,20,11,21,17,6,14,16,21,19,7,5,18,17
18,5,11,20,26,18,10,24,5,0,21,13,7,14,11,19,13,20,8,17,9,24,22,16,20,19,24,15,10,8,10,12,12,8,19,20,17,11,8,8,9,21,20,7,5,23,5,9,20,10,7,21,7,7,9,9,16,9,27,6,20,9,14,17,8,5,20,12,20,17,1,14,15,20,21,6,8,19,17
5,19,17,12,12,4,20,14,20,20,0,13,20,11,19,12,13,16,19,9,19,12,14,7,12,10,12,11,18,21,18,9,11,21,11,12,10,19,19,20,21,14,10,17,21,20,21,20,4,17,19,14,17,19,20,19,8,20,14,21,13,20,8,9,16,20,2,10,13,9,20,9,8,12,7,17,18,6,7
13,13,16,13,20,10,18,17,13,13,12,0,15,7,18,13,13,14,16,7,17,18,15,8,13,12,18,6,17,15,17,6,11,16,13,13,11,18,14,16,17,14,14,13,13,17,14,17,12,15,13,14,10,15,17,16,10,14,20,14,13,17,6,10,12,13,11,10,14,9,12,9,6,13,12,9,15,10,8
18,4,9,22,26,20,8,25,3,7,21,15,0,16,9,21,12,22,6,18,7,26,24,18,22,21,26,17,8,10,8,14,12,4,21,22,19,9,4,4,5,23,22,6,5,25,7,6,22,7,3,22,9,3,6,5,15,11,27,5,22,7,16,16,8,5,20,12,22,18,7,15,17,22,20,8,5,19,18
12,14,15,14,18,9,17,18,14,15,11,6,16,0,16,14,10,15,16,6,16,19,16,7,14,13,19,3,15,17,15,7,8,17,14,14,12,16,16,17,18,16,15,13,15,18,16,17,11,14,15,15,11,16,17,16,9,14,20,15,14,17,5,8,12,15,10,7,15,8,14,5,5,14,11,11,15,9,7
