Name: bar-n15-m4-c2-OD0.4
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 4
CapacityOD: 50
VehicleODs: 0
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.4493932,2.2198353,[14, 6, 2, 19],43,163,10,8
2,41.4487614,2.2160931,[7, 2, 1, 10],117,237,10,9
3,41.3597275,2.0909717,[7, 2, 1, 8],114,234,10,10
4,41.4480155,2.2171536,[7, 2, 1, 12],128,240,10,11
5,41.3783978,2.1277763,[14, 6, 2, 7],42,162,10,12
6,41.3328466,2.0921043,[14, 6, 2, 21],104,224,10,13
7,41.3638313,2.0926901,[14, 6, 2, 18],23,143,10,14
8,41.4477782,2.2093682,[-14, -6, -2, -19],57,177,10,1
9,41.4029761,2.1475665,[-7, -2, -1, -10],142,231,10,2
10,41.4530228,2.2052872,[-7, -2, -1, -8],144,223,10,3
11,41.3949328,2.12944,[-7, -2, -1, -12],158,231,10,4
12,41.441527,2.2275919,[-14, -6, -2, -7],73,193,10,5
13,41.3745313,2.1450922,[-14, -6, -2, -21],125,235,10,6
14,41.4026572,2.1572714,[-14, -6, -2, -18],50,170,10,7
StartID EndID StartX StartY EndX EndY StartT EndT
15,21,41.4305053,2.2299845,41.4392121,2.1883898,123,474
16,22,41.3741969,2.1245221,41.4012738,2.1441641,140,440
17,23,41.4436929,2.2246727,41.4349816,2.1930256,0,720
18,24,41.322348,2.0923512,41.4401413,2.1478097,89,491
19,25,41.388833,2.0858048,41.3914257,2.1634969,89,521
20,26,41.3608153,2.0761441,41.4485571,2.1827231,72,516
edge
0,18,17,15,17,8,16,16,16,10,17,10,17,6,11,14,9,19,15,18,17,17,9,17,19,7,18
18,0,3,22,2,20,27,22,4,16,5,18,7,22,17,9,22,6,26,23,23,8,17,8,13,16,8
16,2,0,21,1,19,26,20,3,15,3,17,6,20,16,9,20,5,25,22,21,6,16,7,12,15,7
15,23,21,0,21,10,12,5,21,14,20,12,25,13,16,23,10,25,12,12,6,19,13,21,17,15,17
17,3,2,21,0,19,26,21,3,16,4,17,7,21,17,9,21,5,26,22,22,7,16,7,12,15,7
7,22,20,10,21,0,13,11,20,8,19,6,21,4,11,19,3,23,13,12,12,18,8,17,16,8,16
12,23,22,8,22,11,0,10,21,15,22,13,22,11,17,19,10,24,5,16,11,22,14,23,21,14,20
15,23,21,4,22,10,13,0,21,14,20,12,25,12,17,24,10,25,13,11,6,19,14,21,17,15,17
16,3,2,21,2,19,26,20,0,15,3,17,6,20,15,9,20,6,25,21,21,6,15,7,11,15,6
9,17,15,14,16,7,17,14,15,0,14,5,17,9,5,16,10,19,18,15,15,13,2,14,11,4,11
17,4,3,19,3,17,25,18,3,13,0,15,7,20,15,10,19,7,25,20,19,5,14,6,10,15,5
9,18,16,11,17,4,14,11,16,6,15,0,20,7,9,18,6,20,14,12,12,14,5,16,12,7,12
17,5,5,25,6,21,26,24,7,17,7,20,0,20,17,5,22,4,25,26,25,10,18,9,16,15,11
5,20,19,10,19,4,12,11,18,9,19,7,19,0,10,17,5,21,12,14,14,16,8,16,17,6,17
10,16,14,15,15,9,19,15,14,3,14,7,16,9,0,14,11,18,19,16,16,11,4,11,12,4,12
15,7,8,23,8,19,24,23,7,16,8,19,5,19,16,0,20,7,23,24,24,10,16,9,14,13,9
8,22,20,8,21,2,12,9,20,9,19,7,21,4,11,20,0,23,13,12,11,18,8,18,16,8,16
17,4,5,24,5,21,26,24,7,17,6,20,3,20,17,6,22,0,25,25,25,9,18,9,15,15,10
14,25,24,10,24,13,5,12,23,17,24,15,24,13,20,21,12,26,0,18,13,24,16,26,22,16,22
16,24,22,11,22,11,16,9,22,15,20,13,26,13,17,26,11,26,17,0,9,20,14,22,18,15,18
16,24,22,5,22,11,12,6,22,15,21,13,26,13,17,24,11,26,13,11,0,20,14,22,18,16,18
19,9,7,19,8,18,25,19,7,13,7,16,12,19,13,11,19,11,26,20,20,0,14,5,10,14,6
9,17,15,14,15,7,17,14,15,2,13,5,17,9,5,16,9,19,18,15,15,12,0,13,11,5,11
16,8,7,20,7,17,26,19,6,13,6,15,10,17,12,9,19,10,25,21,20,4,13,0,11,12,5
17,14,12,15,12,13,21,14,12,9,10,11,16,16,11,16,14,16,21,16,15,9,10,11,0,12,8
7,15,14,14,14,7,16,14,13,5,14,7,14,7,5,13,8,16,17,16,15,11,5,11,13,0,13
17,8,6,17,7,15,23,16,6,11,5,13,10,18,13,10,17,10,23,18,17,4,12,6,8,13,0
