Name: bar-n15-m4-c2-OD1.0
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 4
CapacityOD: 50
VehicleODs: 1
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.4493932,2.2198353,[14, 6, 2, 19],43,163,10,8
2,41.4487614,2.2160931,[7, 2, 1, 10],117,237,10,9
3,41.3597275,2.0909717,[7, 2, 1, 8],114,234,10,10
4,41.4480155,2.2171536,[7, 2, 1, 12],128,240,10,11
5,41.3783978,2.1277763,[14, 6, 2, 7],42,162,10,12
6,41.3328466,2.0921043,[14, 6, 2, 21],104,224,10,13
7,41.3638313,2.0926901,[14, 6, 2, 18],23,143,10,14
8,41.4477782,2.2093682,[-14, -6, -2, -19],57,177,10,1
9,41.4029761,2.1475665,[-7, -2, -1, -10],142,231,10,2
10,41.4530228,2.2052872,[-7, -2, -1, -8],144,223,10,3
11,41.3949328,2.12944,[-7, -2, -1, -12],158,231,10,4
12,41.441527,2.2275919,[-14, -6, -2, -7],73,193,10,5
13,41.3745313,2.1450922,[-14, -6, -2, -21],125,235,10,6
14,41.4026572,2.1572714,[-14, -6, -2, -18],50,170,10,7
StartID EndID StartX StartY EndX EndY StartT EndT
15,30,41.351608,2.0737941,41.3672918,2.1148142,37,454
16,31,41.4520396,2.2128935,41.4046304,2.2047496,0,426
17,32,41.4381564,2.219303,41.4048157,2.139768,66,501
18,33,41.3741969,2.1245221,41.4012738,2.1441641,140,440
19,34,41.3904608,2.1457467,41.4463448,2.1763859,51,480
20,35,41.4305053,2.2299845,41.4392121,2.1883898,123,474
21,36,41.4625923,2.2045488,41.4082703,2.1708935,101,488
22,37,41.4436929,2.2246727,41.4349816,2.1930256,0,720
23,38,41.3818532,2.0520024,41.4399253,2.2379168,74,521
24,39,41.3941327,2.1224947,41.4459384,2.0660805,52,490
25,40,41.44524,2.2213186,41.3734167,2.0916796,42,495
26,41,41.4474967,2.2216705,41.3908214,2.1745486,104,491
27,42,41.388833,2.0858048,41.3914257,2.1634969,89,521
28,43,41.322348,2.0923512,41.4401413,2.1478097,89,491
29,44,41.4397456,2.225673,41.4676564,2.0622343,0,486
edge
0,18,17,15,17,8,16,16,16,10,17,10,17,6,11,15,17,16,9,7,14,19,19,19,10,18,18,18,15,16,12,11,11,9,19,17,11,17,16,19,15,8,7,19,20
18,0,3,22,2,20,27,22,4,16,5,18,7,22,17,25,3,6,22,19,9,7,6,24,17,7,5,23,26,7,24,12,15,17,9,8,13,8,8,22,20,17,16,13,23
16,2,0,21,1,19,26,20,3,15,3,17,6,20,16,23,2,5,20,17,9,5,5,22,16,5,3,22,25,6,22,11,14,16,8,6,12,7,8,21,19,15,15,12,22
15,23,21,0,21,10,12,5,21,14,20,12,25,13,16,5,21,23,10,12,23,21,25,12,10,25,24,12,12,25,8,21,12,13,17,19,16,21,26,17,7,17,15,17,18
17,3,2,21,0,19,26,21,3,16,4,17,7,21,17,24,2,6,21,18,9,6,5,23,16,6,4,22,26,6,23,11,14,16,8,7,12,7,8,21,19,16,15,12,23
7,22,20,10,21,0,13,11,20,8,19,6,21,4,11,12,20,19,3,6,19,21,23,13,6,22,22,12,13,20,6,15,8,8,16,18,11,17,20,15,8,11,8,16,17
12,23,22,8,22,11,0,10,21,15,22,13,22,11,17,8,22,21,10,13,19,23,24,14,12,23,23,16,5,21,9,16,14,14,20,22,17,23,21,20,10,15,14,21,22
15,23,21,4,22,10,13,0,21,14,20,12,25,12,17,7,21,23,10,13,24,22,25,11,11,25,24,11,13,25,7,22,13,14,17,19,17,21,26,17,6,17,15,17,18
16,3,2,21,2,19,26,20,0,15,3,17,6,20,15,23,2,6,20,17,9,5,6,22,16,6,4,21,25,7,22,11,13,15,7,6,11,7,8,21,19,15,15,11,22
9,17,15,14,16,7,17,14,15,0,14,5,17,9,5,17,15,16,10,5,16,16,19,16,7,18,18,15,18,16,12,11,2,2,11,13,6,14,17,14,12,7,4,11,15
17,4,3,19,3,17,25,18,3,13,0,15,7,20,15,21,3,7,19,16,10,4,7,20,14,7,6,20,25,7,21,11,12,14,6,5,11,6,9,19,17,15,15,10,20
9,18,16,11,17,4,14,11,16,6,15,0,20,7,9,14,16,18,6,5,18,17,20,13,4,20,19,12,14,19,9,14,5,5,12,14,9,16,19,11,10,10,7,12,13
