Name: bar-n60-m4-c2-OD0.0
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 14
CapacityOD: 50
VehicleODs: 0
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.462595,2.2032144,[14, 6, 2, 22],0,86,10,31
2,41.3242511,2.0918881,[3, 1, 0, 7],62,182,10,32
3,41.3584274,2.1049355,[7, 2, 1, 15],111,231,10,33
4,41.4259211,2.1671663,[14, 6, 2, 19],13,133,10,34
5,41.3830452,2.0762528,[14, 6, 2, 34],56,176,10,35
6,41.3189186,2.1017005,[14, 6, 2, 7],0,240,10,36
7,41.352645,2.110783,[14, 6, 2, 24],66,186,10,37
8,41.357915,2.0903896,[3, 1, 0, 8],33,153,10,38
9,41.364272,2.0908178,[14, 6, 2, 30],49,169,10,39
10,41.3995238,2.1961495,[14, 6, 2, 30],83,203,10,40
11,41.3284942,2.086668,[7, 2, 1, 15],0,76,10,41
12,41.3544296,2.0735694,[14, 6, 2, 16],25,145,10,42
13,41.4493212,2.210935,[7, 2, 1, 5],25,145,10,43
14,41.4072565,2.1217426,[14, 6, 2, 18],0,102,10,44
15,41.4512399,2.215386,[7, 2, 1, 14],0,99,10,45
16,41.429631,2.2253478,[7, 2, 1, 6],70,190,10,46
17,41.4502702,2.2114644,[14, 6, 2, 23],0,108,10,47
18,41.4436929,2.2246727,[14, 6, 2, 23],0,240,10,48
19,41.4404673,2.2378337,[14, 6, 2, 29],0,82,10,49
20,41.3282617,2.0916566,[14, 6, 2, 22],0,94,10,50
21,41.4368981,2.2348379,[14, 6, 2, 19],127,240,10,51
22,41.401785,2.1156419,[14, 6, 2, 13],43,163,10,52
23,41.3812716,2.1648239,[14, 6, 2, 25],0,240,10,53
24,41.448413,2.2080373,[14, 6, 2, 24],94,214,10,54
25,41.4425434,2.213546,[14, 6, 2, 9],59,179,10,55
26,41.4449641,2.2128698,[14, 6, 2, 11],105,225,10,56
27,41.4573762,2.2175219,[3, 6, 1, 4],64,184,10,57
28,41.4548986,2.2100092,[14, 6, 2, 29],129,240,10,58
29,41.4520389,2.2273956,[14, 6, 2, 33],93,213,10,59
30,41.4503532,2.2250068,[3, 6, 1, 4],95,215,10,60
31,41.4351116,2.1668645,[-14, -6, -2, -22],19,139,10,1
32,41.4381083,2.20708,[-3, -1, 0, -7],95,215,10,2
33,41.4311022,2.1876125,[-7, -2, -1, -15],151,224,10,3
34,41.4691634,2.0755153,[-14, -6, -2, -19],44,164,10,4
35,41.4008741,2.1610253,[-14, -6, -2, -34],88,208,10,5
36,41.4269596,2.2253214,[-14, -6, -2, -7],0,240,10,6
37,41.3701104,2.1271576,[-14, -6, -2, -24],84,204,10,7
38,41.4207853,2.1543114,[-3, -1, 0, -8],59,179,10,8
39,41.4432,2.22515,[-14, -6, -2, -30],87,207,10,9
40,41.3857565,2.0988148,[-14, -6, -2, -30],112,226,10,10
41,41.4604654,2.2089974,[-7, -2, -1, -15],33,153,10,11
42,41.3906531,2.0730443,[-14, -6, -2, -16],48,168,10,12
43,41.389356,2.1592813,[-7, -2, -1, -5],58,178,10,13
44,41.4415796,2.2192121,[-14, -6, -2, -18],32,152,10,14
45,41.4217479,2.1417851,[-7, -2, -1, -14],22,142,10,15
46,41.3755228,2.1409372,[-7, -2, -1, -6],98,218,10,16
47,41.4373567,2.2074204,[-14, -6, -2, -23],16,136,10,17
48,41.4349816,2.1930256,[-14, -6, -2, -23],0,240,10,18
49,41.4449382,2.2241955,[-14, -6, -2, -29],17,137,10,19
50,41.445594,2.223019,[-14, -6, -2, -22],35,155,10,20
51,41.4303138,2.1855012,[-14, -6, -2, -19],149,225,10,21
52,41.3723636,2.1601655,[-14, -6, -2, -13],68,188,10,22
53,41.3746145,2.1643053,[-14, -6, -2, -25],0,240,10,23
54,41.3169437,2.0759705,[-14, -6, -2, -24],129,226,10,24
55,41.376977,2.1712554,[-14, -6, -2, -9],88,208,10,25
56,41.372823,2.0600052,[-14, -6, -2, -11],139,222,10,26
57,41.4615268,2.2010703,[-3, -6, -1, -4],80,200,10,27
58,41.4525037,2.2152076,[-14, -6, -2, -29],141,222,10,28
59,41.4168684,2.179132,[-14, -6, -2, -33],117,228,10,29
60,41.4623983,2.0504567,[-3, -6, -1, -4],130,217,10,30
StartID EndID StartX StartY EndX EndY StartT EndT
edge
0,18,15,13,15,17,15,12,14,16,9,16,16,17,12,17,14,17,19,16,16,15,12,5,17,16,16,19,17,18,18,17,16,16,21,10,13,10,14,17,14,18,19,6,18,15,6,16,17,19,18,16,3,2,16,7,19,18,18,13,23
19,0,27,21,12,20,27,23,20,20,14,27,24,6,13,5,11,4,9,11,27,10,14,20,4,7,6,5,3,8,7,9,8,10,21,15,11,21,13,9,18,3,22,18,9,12,20,8,9,9,8,10,21,19,25,21,23,2,5,12,23
14,26,0,9,23,15,3,9,10,12,18,3,12,24,16,25,21,25,26,23,3,23,14,15,24,24,23,26,24,25,25,23,23,25,25,19,20,12,20,24,14,25,17,15,25,20,12,24,25,26,25,25,14,14,5,16,14,25,25,21,26
11,22,9,0,17,9,9,3,3,5,17,9,7,22,10,21,22,20,25,24,9,23,9,11,21,22,21,22,20,24,23,17,21,22,19,15,21,7,15,25,9,21,11,11,24,14,8,21,21,25,24,21,10,11,9,13,12,21,22,17,21
15,12,23,18,0,17,23,19,17,17,11,23,21,11,9,11,13,10,14,15,24,14,11,13,10,12,11,12,10,13,12,6,10,7,19,8,13,16,6,14,14,11,19,10,13,7,14,9,8,14,14,6,15,14,22,14,20,11,12,5,21
16,22,16,10,18,0,16,12,9,9,21,16,11,23,11,22,26,21,26,27,16,26,10,16,21,22,22,23,21,24,24,18,22,23,20,17,25,11,15,26,6,22,4,15,25,15,11,22,22,26,25,22,15,15,14,17,8,22,23,19,21
14,26,3,9,23,15,0,8,10,12,18,4,12,24,16,25,22,25,26,24,4,23,14,15,24,24,23,26,24,26,25,23,24,25,25,19,20,12,20,24,15,25,17,15,25,20,13,24,26,26,25,25,14,14,4,16,15,25,26,21,26
11,23,8,2,19,11,8,0,5,7,18,8,9,23,12,23,21,22,25,23,8,22,10,12,22,23,23,24,22,25,25,19,23,22,21,16,20,8,16,24,10,23,13,12,24,16,9,23,22,25,25,21,10,11,8,13,13,22,24,18,23
14,20,11,3,15,8,11,5,0,4,19,11,4,20,8,20,22,19,23,24,11,23,7,14,19,20,19,20,18,22,21,15,19,20,17,15,21,10,13,23,7,19,10,12,22,12,10,19,19,23,23,19,13,13,9,15,9,19,20,16,19
15,21,13,5,17,8,12,7,4,0,20,12,8,21,10,21,24,20,24,25,13,25,8,15,20,21,21,22,20,23,22,17,21,21,18,16,23,10,14,24,8,21,10,14,24,14,11,21,21,24,24,20,14,14,10,16,10,20,21,18,21
10,13,19,17,10,21,19,17,18,21,0,20,20,12,14,12,10,12,14,11,20,10,15,9,12,11,11,14,12,13,13,11,11,10,24,8,9,15,11,12,18,13,22,8,13,12,11,10,10,13,13,9,11,10,20,10,23,13,13,7,26
12,24,2,7,21,13,4,7,8,10,16,0,10,22,14,23,19,23,24,21,4,21,12,13,22,22,21,24,22,23,23,21,21,23,23,17,18,10,18,22,12,23,15,13,23,18,10,22,23,24,23,23,12,12,5,14,12,23,23,19,24
16,23,13,7,18,10,13,8,4,7,20,12,0,23,11,22,24,22,26,26,13,25,10,17,22,23,22,23,21,25,24,18,22,23,20,18,22,13,16,26,10,22,12,15,25,15,13,22,22,26,26,22,16,17,11,18,9,22,23,19,22
17,6,26,23,12,21,25,23,21,21,13,27,25,0,14,3,10,3,6,8,27,8,15,19,3,4,4,5,3,5,4,10,6,9,22,15,9,22,14,6,19,5,23,17,6,13,20,6,8,6,6,9,19,17,26,20,25,6,4,12,24
12,14,16,11,10,9,16,12,9,9,15,16,13,14,0,14,17,13,18,19,16,18,3,10,13,14,14,15,13,16,15,10,14,15,11,10,17,10,7,17,7,14,11,8,17,7,9,14,14,17,17,13,12,11,14,12,13,13,15,11,13
17,5,26,22,11,21,25,23,21,21,13,27,24,3,13,0,8,2,5,7,27,6,14,19,3,4,3,4,2,4,3,9,6,8,22,14,9,22,14,5,18,4,22,17,5,12,20,6,7,5,4,8,19,17,25,20,24,5,2,11,23
15,10,24,22,12,23,23,21,23,23,11,25,25,6,15,7,0,7,7,5,25,4,17,16,7,5,6,9,8,7,7,12,6,9,24,13,3,20,16,5,20,10,25,14,5,14,18,6,8,7,7,8,17,15,25,17,26,9,8,10,26
17,5,26,22,11,20,25,23,20,20,13,26,24,2,13,1,8,0,5,7,27,6,14,18,3,4,3,4,2,4,3,9,5,8,22,14,9,22,14,5,18,4,22,16,5,12,20,6,7,5,4,8,19,17,25,19,24,4,2,11,23
