Name: bar-n30-m4-c2-OD0.6
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 8
CapacityOD: 50
VehicleODs: 0
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.4520396,2.2128935,[14, 6, 2, 35],0,117,10,16
2,41.4250776,2.2272202,[14, 6, 2, 34],0,240,10,17
3,41.364272,2.0908178,[14, 6, 2, 30],49,169,10,18
4,41.3216326,2.0964703,[7, 2, 1, 18],0,240,10,19
5,41.3783978,2.1277763,[14, 6, 2, 7],42,162,10,20
6,41.4446179,2.2398851,[7, 2, 1, 12],33,153,10,21
7,41.3544296,2.0735694,[14, 6, 2, 16],25,145,10,22
8,41.4480155,2.2171536,[7, 2, 1, 12],128,240,10,23
9,41.4623355,2.2014148,[14, 6, 2, 15],75,195,10,24
10,41.3742058,2.1417345,[14, 6, 2, 27],0,98,10,25
11,41.4184792,2.143728,[14, 6, 2, 31],81,201,10,26
12,41.4470474,2.2197586,[3, 1, 0, 8],0,113,10,27
13,41.4119643,2.1535583,[7, 2, 1, 12],53,173,10,28
14,41.4345354,2.2361466,[7, 2, 1, 9],73,193,10,29
15,41.3609936,2.0825021,[14, 6, 2, 28],4,124,10,30
16,41.4046304,2.2047496,[-14, -6, -2, -35],22,142,10,1
17,41.4251356,2.0984945,[-14, -6, -2, -34],0,240,10,2
18,41.4432,2.22515,[-14, -6, -2, -30],87,207,10,3
19,41.3991212,2.1567492,[-7, -2, -1, -18],0,240,10,4
20,41.441527,2.2275919,[-14, -6, -2, -7],73,193,10,5
21,41.3182357,2.0824932,[-7, -2, -1, -12],69,189,10,6
22,41.3906531,2.0730443,[-14, -6, -2, -16],48,168,10,7
23,41.3949328,2.12944,[-7, -2, -1, -12],158,231,10,8
24,41.3832447,2.074934,[-14, -6, -2, -15],105,224,10,9
25,41.3764913,2.085174,[-14, -6, -2, -27],20,140,10,10
26,41.3181394,2.0751992,[-14, -6, -2, -31],110,225,10,11
27,41.4076473,2.1545724,[-3, -1, 0, -8],27,147,10,12
28,41.4368711,2.234578,[-7, -2, -1, -12],78,198,10,13
29,41.4669218,2.2381001,[-7, -2, -1, -9],93,213,10,14
30,41.4496721,2.2373738,[-14, -6, -2, -28],48,168,10,15
StartID EndID StartX StartY EndX EndY StartT EndT
31,49,41.4326536,2.2222507,41.3536974,2.0864987,55,520
32,50,41.440759,2.2378881,41.4533651,2.2357165,0,408
33,51,41.4401388,2.2264488,41.4176378,2.1351566,114,474
34,52,41.4474967,2.2216705,41.3908214,2.1745486,104,491
35,53,41.4460569,2.2221081,41.4698459,2.1816529,42,468
36,54,41.3741969,2.1245221,41.4012738,2.1441641,140,440
37,55,41.411396,2.1370889,41.4394006,2.1672105,111,471
38,56,41.4072565,2.1217426,41.4415796,2.2192121,0,456
39,57,41.3627279,2.0988052,41.3765834,2.1454686,73,499
40,58,41.4407077,2.2267254,41.3937005,2.1506405,97,505
41,59,41.401785,2.1156419,41.3723636,2.1601655,43,478
42,60,41.4441413,2.1803301,41.4394681,2.2171632,130,460
43,61,41.4573762,2.2175219,41.4615268,2.2010703,64,472
44,62,41.3819329,2.0795768,41.3238794,2.0912046,0,438
45,63,41.4578645,2.0511169,41.3993734,2.1576859,0,453
46,64,41.4322631,2.2139613,41.4301121,2.1404225,48,474
47,65,41.3840488,2.0995541,41.4003173,2.1546363,78,507
48,66,41.4442047,2.218796,41.3825888,2.1646439,0,450
edge
0,17,13,16,14,8,17,16,17,18,6,14,18,12,16,16,11,19,17,10,17,16,19,10,17,15,16,12,15,19,16,15,16,16,18,18,9,12,12,14,17,12,18,19,16,22,15,14,18,15,17,13,8,21,9,17,18,6,8,3,17,18,16,10,16,10,6
18,0,10,21,25,19,8,24,2,5,21,14,4,15,9,20,12,21,6,17,6,25,23,17,20,19,25,15,7,7,7,8,8,6,5,5,21,13,13,21,6,14,7,4,20,24,7,18,4,20,7,12,16,10,16,8,6,20,18,20,6,4,27,17,10,17,19
14,8,0,23,22,19,7,24,8,9,18,16,8,14,5,22,7,23,6,16,7,23,25,19,22,21,24,15,5,10,7,3,6,6,8,8,20,15,15,23,7,16,10,10,22,26,4,20,7,22,8,14,13,12,16,11,6,17,15,16,5,9,24,16,12,16,15
15,21,23,0,12,9,26,8,21,21,11,13,23,16,26,4,21,17,24,15,25,10,10,12,8,6,11,15,25,23,25,23,26,25,23,24,9,11,10,3,25,8,18,22,8,20,22,8,22,6,25,12,17,22,13,15,24,12,13,14,23,20,13,16,13,15,16
14,25,21,12,0,13,25,12,25,26,12,19,26,20,24,12,19,23,25,19,25,3,17,15,15,14,4,19,23,27,24,22,24,24,26,26,13,18,16,12,25,14,24,27,15,26,23,14,25,10,25,18,17,28,17,22,25,13,17,14,24,25,3,19,19,19,17
7,20,19,11,13,0,21,13,21,20,4,12,22,11,20,11,15,15,21,9,21,13,12,6,10,9,13,10,19,22,20,18,20,20,22,22,3,9,9,9,21,7,17,21,10,19,17,8,21,11,21,11,11,21,8,15,20,4,7,6,19,20,14,10,12,9,9
17,7,7,25,24,21,0,26,7,10,20,18,5,16,5,24,11,25,4,17,4,26,26,20,24,23,26,17,4,6,3,5,5,5,6,6,22,17,17,25,5,18,12,8,24,28,6,22,6,24,4,16,15,14,18,13,6,19,17,19,7,10,26,17,14,17,18
16,22,23,7,12,11,27,0,23,22,14,15,25,18,25,5,21,18,26,17,26,11,12,13,10,8,11,16,25,25,25,24,26,26,25,25,12,13,11,6,27,10,19,23,10,22,23,10,24,5,26,13,19,23,15,17,25,14,15,16,24,22,13,17,15,17,18
17,2,9,21,25,19,8,25,0,6,21,14,3,15,9,20,11,21,6,17,7,25,23,17,21,20,26,16,7,8,8,7,8,6,4,5,21,13,13,21,6,15,7,5,20,24,6,18,4,21,7,12,16,10,16,9,5,20,17,19,5,6,26,17,11,18,18
18,5,11,20,26,18,10,24,5,0,21,13,7,14,11,19,13,20,8,17,9,24,22,16,20,19,24,15,10,8,10,10,11,9,8,8,20,12,12,20,9,14,7,5,19,23,8,17,7,20,9,11,17,9,15,8,9,20,17,20,8,1,27,17,10,17,19
5,19,17,12,12,4,20,14,20,20,0,13,20,11,19,12,13,16,19,9,19,12,14,7,12,10,12,11,18,21,18,17,19,19,20,21,4,10,9,10,20,8,17,21,11,20,15,9,19,12,20,11,9,20,8,15,19,2,7,4,18,20,14,9,13,9,6
13,13,16,13,20,10,18,17,13,13,12,0,15,7,18,13,13,14,16,7,17,18,15,8,13,12,18,6,17,15,17,15,18,17,16,16,12,4,6,14,17,7,10,14,13,17,14,10,15,13,17,4,10,14,6,8,16,11,8,12,15,12,20,9,5,7,10
18,4,9,22,26,20,8,25,3,7,21,15,0,16,9,21,12,22,6,18,7,26,24,18,22,21,26,17,8,10,8,7,9,6,4,4,22,14,14,22,6,15,9,7,21,25,6,19,3,22,7,13,16,11,17,10,5,20,18,20,5,7,27,18,12,18,19
12,14,15,14,18,9,17,18,14,15,11,6,16,0,16,14,10,15,16,6,16,19,16,7,14,13,19,3,15,17,15,14,16,16,17,17,11,5,7,15,17,8,11,16,14,18,13,11,16,14,17,5,8,14,5,10,16,10,7,11,15,14,20,8,8,6,9
16,7,4,24,24,20,4,25,8,10,20,17,6,16,0,23,10,24,5,17,5,25,26,20,24,23,26,16,2,8,5,4,3,4,6,6,21,16,16,24,5,18,11,8,23,27,6,21,6,24,6,15,14,13,17,12,6,18,16,18,7,10,25,17,14,17,17
15,20,23,5,12,10,26,6,21,20,12,13,23,16,25,0,21,16,24,15,25,10,9,11,7,6,10,15,24,23,25,23,25,25,23,24,10,11,10,5,25,8,17,21,7,20,22,8,22,5,25,11,17,21,13,15,23,12,13,14,22,20,12,15,13,15,16
10,12,8,20,18,16,12,20,12,13,14,13,12,11,11,20,0,23,11,12,11,19,24,15,22,21,20,11,10,13,10,9,11,11,13,13,16,13,15,20,12,16,12,13,21,26,9,19,12,18,12,13,8,15,12,11,12,13,11,12,11,12,20,12,14,12,10
19,21,24,16,22,14,26,19,21,21,17,13,23,16,26,15,22,0,24,15,25,20,18,12,16,14,20,15,25,23,25,23,26,25,24,24,16,11,9,16,25,9,18,22,15,14,22,13,23,15,25,12,18,22,13,16,24,16,14,18,23,20,22,17,13,15,17
17,5,6,24,24,21,4,26,5,8,20,17,3,16,5,23,11,24,0,17,3,26,26,20,24,23,26,16,4,7,4,5,4,2,3,3,22,16,16,24,2,18,10,6,23,27,5,21,3,24,5,15,15,12,18,11,3,19,17,19,4,8,26,17,14,17,18
10,14,14,15,18,9,16,18,15,15,10,6,17,5,15,14,10,15,16,0,16,19,17,7,15,14,19,4,14,17,15,13,15,15,17,17,11,5,7,15,16,8,11,16,14,18,12,12,16,14,16,6,6,15,4,10,15,8,6,10,14,15,20,5,8,5,7
