Name: bar-n15-m5-c2-OD1.0
Type: GPDPOD-IMC
Commodity type: 5
Compartment num: 2
CapacityHD: 100
VehicleHDs: 6
CapacityOD: 50
VehicleODs: 1
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0, 0],0,240,0,0
1,41.4316293,2.1786367,[5, 1, 2, 1, 16],61,181,10,8
2,41.4480155,2.2171536,[5, 1, 2, 1, 18],128,240,10,9
3,41.4534576,2.2083022,[10, 3, 6, 2, 24],0,240,10,10
4,41.4520389,2.2273956,[21, 7, 12, 5, 24],93,213,10,11
5,41.4337282,2.2172295,[10, 3, 6, 2, 26],44,164,10,12
6,41.4322631,2.2139613,[2, 0, 1, 6, 3],48,168,10,13
7,41.4623355,2.2014148,[10, 3, 6, 2, 25],75,195,10,14
8,41.4183301,2.1435178,[-5, -1, -2, -1, -16],82,202,10,1
9,41.3949328,2.12944,[-5, -1, -2, -1, -18],158,231,10,2
10,41.3928679,2.1517648,[-10, -3, -6, -2, -24],0,240,10,3
11,41.4168684,2.179132,[-21, -7, -12, -5, -24],117,228,10,4
12,41.4382381,2.22407,[-10, -3, -6, -2, -26],57,177,10,5
13,41.4301121,2.1404225,[-2, 0, -1, -6, -3],70,190,10,6
14,41.3832447,2.074934,[-10, -3, -6, -2, -25],105,224,10,7
StartID EndID StartX StartY EndX EndY StartT EndT
15,30,41.4659771,2.051335,41.3844065,2.1627032,64,508
16,31,41.3375512,2.1083287,41.4080448,2.2096487,0,462
17,32,41.4298515,2.1820608,41.3849029,2.0854836,56,497
18,33,41.4567419,2.2083613,41.3853736,2.1685885,100,502
19,34,41.4130442,2.1544329,41.3769211,2.1677816,140,440
20,35,41.4548604,2.234691,41.3746212,2.0992452,21,495
21,36,41.4381564,2.219303,41.4048157,2.139768,66,501
22,37,41.445783,2.2219608,41.4064027,2.1558441,0,447
23,38,41.3769361,2.105641,41.435607,2.1179232,49,517
24,39,41.4258103,2.2260865,41.374596,2.116264,112,472
25,40,41.4377659,2.2303137,41.3931826,2.1079653,0,441
26,41,41.455319,2.2086932,41.4173957,2.2100637,0,720
27,42,41.437641,2.2298148,41.4692218,2.0813928,0,468
28,43,41.4184792,2.143728,41.3181394,2.0751992,81,513
29,44,41.388833,2.0858048,41.3914257,2.1634969,89,521
edge
0,15,17,18,18,15,15,18,14,10,8,13,16,16,17,21,12,14,16,13,17,16,19,12,13,15,17,15,14,18,6,12,15,6,3,13,11,12,25,10,12,13,24,16,7
15,0,8,9,10,9,9,9,9,12,12,5,11,8,18,21,22,2,7,8,12,10,11,17,11,11,8,12,9,20,11,8,17,12,16,17,9,9,21,15,14,8,21,23,10
17,9,0,4,5,7,6,6,13,17,17,12,5,11,21,23,22,8,4,15,7,6,5,19,9,7,4,7,14,22,17,10,19,17,16,19,14,16,24,20,16,8,21,26,15
18,8,4,0,6,8,7,4,12,17,17,11,7,10,20,23,23,7,3,15,8,7,6,18,10,8,3,8,13,21,17,11,18,17,17,18,13,16,23,20,15,9,20,25,16
18,11,4,5,0,6,7,7,15,19,19,13,5,13,23,25,24,10,6,17,3,5,3,21,8,5,5,5,16,24,18,11,21,18,17,21,16,18,26,22,18,9,23,27,17
14,8,5,6,6,0,1,8,13,17,13,9,3,11,21,24,19,7,6,13,7,3,6,19,3,4,7,4,14,22,13,7,19,13,13,19,13,14,24,19,16,5,21,23,11
14,8,6,7,8,2,0,8,14,17,13,9,4,11,21,24,19,7,6,13,8,4,7,20,4,5,7,5,15,23,13,7,20,13,13,20,14,14,25,19,17,5,22,24,11
18,9,5,5,7,8,8,0,12,16,16,12,9,10,20,22,23,8,3,15,9,9,8,18,10,9,4,9,13,21,18,11,18,18,17,18,13,15,23,19,15,10,20,24,17
13,9,13,13,15,14,14,12,0,8,8,9,16,4,13,16,16,9,11,8,16,15,16,11,16,16,12,16,2,14,9,14,11,9,13,11,5,6,14,12,8,14,18,17,8
9,12,17,16,19,16,16,16,8,0,5,10,18,8,11,14,12,13,14,9,20,18,19,7,18,18,15,18,9,12,7,14,9,8,10,8,5,8,18,5,5,15,16,14,7
8,9,16,16,17,12,12,16,7,6,0,7,14,9,13,17,15,10,15,7,16,14,18,9,14,14,15,14,7,14,3,10,11,4,8,10,4,6,19,8,8,11,19,17,3
12,4,11,11,13,8,8,11,9,10,8,0,10,9,17,20,19,4,9,6,12,10,13,15,10,10,10,10,8,19,8,6,16,8,12,16,7,7,20,13,13,7,23,22,7
15,10,6,8,5,3,4,10,15,19,15,11,0,13,23,26,21,9,8,15,6,3,4,22,5,3,8,3,16,24,15,8,22,15,14,22,16,16,26,21,18,6,23,25,13
