Name: ber-n60-m4-c2-OD-large
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 19
CapacityOD: 50
VehicleODs: 72
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,52.4517877,13.3258861,[0, 0, 0, 0],0,240,0,0
1,52.481499,13.2905647,[3, 1, 0, 6],12,132,5,31
2,52.4465095,13.2917093,[14, 6, 2, 26],92,212,5,32
3,52.4870209,13.5320217,[14, 6, 2, 32],103,223,5,33
4,52.5023344,13.4496642,[14, 6, 2, 27],0,113,5,34
5,52.5890467,13.3741401,[7, 2, 1, 8],0,99,5,35
6,52.6169806,13.2285353,[3, 1, 0, 6],47,167,5,36
7,52.4217253,13.5388728,[14, 6, 2, 24],0,110,5,37
8,52.5131901,13.5953788,[3, 1, 0, 7],90,210,5,38
9,52.43691,13.4962049,[7, 2, 1, 5],0,99,5,39
10,52.6228276,13.234315,[14, 6, 2, 28],10,130,5,40
11,52.5215931,13.2562716,[14, 6, 2, 33],64,184,5,41
12,52.5073026,13.3748606,[14, 6, 2, 33],59,179,5,42
13,52.4574222,13.5182205,[3, 1, 0, 7],102,222,5,43
14,52.5062198,13.1838641,[7, 2, 1, 13],12,132,5,44
15,52.5342816,13.3496463,[14, 6, 2, 35],90,210,5,45
16,52.5045443,13.4905095,[14, 6, 2, 19],70,190,5,46
17,52.5257578,13.5875732,[14, 6, 2, 12],85,205,5,47
18,52.6049144,13.2453924,[14, 6, 2, 18],0,240,5,48
19,52.576313,13.2248422,[14, 6, 2, 18],11,131,5,49
20,52.4334632,13.4886692,[7, 2, 1, 10],0,240,5,50
21,52.6167231,13.2297019,[14, 6, 2, 34],3,123,5,51
22,52.5962372,13.3884412,[14, 6, 2, 32],0,112,5,52
23,52.6004651,13.2417933,[7, 2, 1, 5],77,197,5,53
24,52.5855199,13.4073566,[7, 2, 1, 5],84,204,5,54
25,52.4436468,13.4973469,[14, 6, 2, 25],0,119,5,55
26,52.5041733,13.4497759,[14, 6, 2, 24],5,125,5,56
27,52.5605323,13.3806755,[14, 6, 2, 19],80,200,5,57
28,52.4983444,13.5128148,[14, 6, 2, 7],4,124,5,58
29,52.4843541,13.522605,[14, 6, 2, 11],0,100,5,59
30,52.4371318,13.4877766,[14, 6, 2, 21],38,158,5,60
31,52.6457986,13.3023966,[-3, -1, 0, -6],51,171,5,1
32,52.4616545,13.1247583,[-14, -6, -2, -26],132,205,5,2
33,52.537683,13.5869203,[-14, -6, -2, -32],126,200,5,3
34,52.5124345,13.1770357,[-14, -6, -2, -27],40,160,5,4
35,52.5412079,13.6254838,[-7, -2, -1, -8],41,161,5,5
36,52.5467829,13.2363721,[-3, -1, 0, -6],75,195,5,6
37,52.4221335,13.3417295,[-14, -6, -2, -24],40,160,5,7
38,52.3989915,13.5712189,[-3, -1, 0, -7],124,208,5,8
39,52.4094959,13.5241,[-7, -2, -1, -5],15,135,5,9
40,52.5086601,13.5056608,[-14, -6, -2, -28],57,177,5,10
41,52.5470126,13.5694664,[-14, -6, -2, -33],107,202,5,11
42,52.4638208,13.3749834,[-14, -6, -2, -33],77,197,5,12
43,52.4845529,13.5242616,[-3, -1, 0, -7],118,212,5,13
44,52.5722915,13.2802809,[-7, -2, -1, -13],46,166,5,14
45,52.6477343,13.5020246,[-14, -6, -2, -35],130,194,5,15
46,52.5637878,13.390152,[-14, -6, -2, -19],104,214,5,16
47,52.4036492,13.4151511,[-14, -6, -2, -12],130,222,5,17
48,52.5291393,13.1627468,[-14, -6, -2, -18],0,240,5,18
49,52.4484795,13.3729598,[-14, -6, -2, -18],52,172,5,19
50,52.5757263,13.4456462,[-7, -2, -1, -10],0,240,5,20
51,52.4162703,13.3556408,[-14, -6, -2, -34],62,182,5,21
52,52.4878073,13.5958536,[-14, -6, -2, -32],57,177,5,22
53,52.5845909,13.3340929,[-7, -2, -1, -5],99,216,5,23
54,52.526416,13.1948665,[-7, -2, -1, -5],119,216,5,24
55,52.613281,13.221128,[-14, -6, -2, -25],53,173,5,25
56,52.5714697,13.3435558,[-14, -6, -2, -24],32,152,5,26
57,52.6087489,13.3300724,[-14, -6, -2, -19],101,212,5,27
58,52.4379012,13.4644458,[-14, -6, -2, -7],33,153,5,28
59,52.6254697,13.3067828,[-14, -6, -2, -11],49,169,5,29
60,52.4397338,13.696855,[-14, -6, -2, -21],86,196,5,30
StartID EndID StartX StartY EndX EndY StartT EndT
61,133,52.5209813,13.6461983,52.4334743,13.3707506,0,507
62,134,52.4366284,13.4836962,52.445142,13.5635491,118,478
63,135,52.431731,13.4874223,52.5501478,13.2684209,0,498
64,136,52.4317501,13.2879485,52.4800251,13.4343746,83,500
65,137,52.6025949,13.2410771,52.584138,13.3926011,49,490
66,138,52.4354195,13.4733428,52.607578,13.2383568,0,720
67,139,52.5696014,13.4691577,52.5486789,13.2242375,27,531
68,140,52.4213016,13.1575329,52.5536897,13.3722206,64,520
69,141,52.5656642,13.5574775,52.4232751,13.4018251,2,506
70,142,52.4320784,13.5042273,52.5423419,13.5553642,64,484
71,143,52.4946293,13.3602715,52.533719,13.5927058,54,486
72,144,52.4804206,13.5219344,52.4389535,13.4466995,76,514
73,145,52.5090707,13.5007129,52.4351044,13.5125438,55,493
74,146,52.5073389,13.5182123,52.5005844,13.5240143,0,387
75,147,52.4354935,13.4803357,52.6166839,13.2287476,5,527
76,148,52.4326493,13.4969351,52.5707958,13.4425,5,470
77,149,52.4925644,13.5090673,52.5548837,13.1606257,0,522
78,150,52.4000124,13.559954,52.4061823,13.3884865,61,526
79,151,52.625354,13.2420837,52.6050842,13.2375804,0,411
80,152,52.6079581,13.4151594,52.5744059,13.2204185,91,451
81,153,52.4688722,13.5107503,52.4370552,13.3267241,5,458
82,154,52.4340564,13.4818135,52.4825632,13.5747617,61,490
83,155,52.4336297,13.4857423,52.5075509,13.5457173,51,513
84,156,52.5762826,13.4334327,52.554923,13.417146,90,459
85,157,52.4399829,13.5670271,52.4046754,13.572533,129,462
86,158,52.6222012,13.2418927,52.532919,13.555719,0,507
87,159,52.4905608,13.5364526,52.5741403,13.5151341,96,456
88,160,52.6161155,13.2284906,52.5085312,13.235683,122,476
89,161,52.4911239,13.4800456,52.476681,13.5092996,48,459
90,162,52.4852061,13.5578268,52.6238655,13.3107912,75,480
91,163,52.4176378,13.4772922,52.4895023,13.5802481,28,478
92,164,52.4835609,13.5003318,52.510713,13.4533062,86,476
93,165,52.4761791,13.5219246,52.4851616,13.6168526,1,439
94,166,52.4897434,13.5560655,52.6187365,13.2328042,20,560
95,167,52.4371772,13.4658802,52.4864565,13.5158714,20,449
96,168,52.5827796,13.4203959,52.5364996,13.1954952,45,516
97,169,52.488621,13.5159467,52.4398017,13.4648817,0,432
98,170,52.450453,13.4470665,52.4556379,13.5817774,56,509
99,171,52.5113082,13.5208665,52.6358787,13.2730891,4,511
100,172,52.495953,13.5107692,52.4268701,13.4602077,58,499
101,173,52.439686,13.5028879,52.5200301,13.3026896,19,469
102,174,52.4041088,13.4955498,52.6307245,13.2953941,0,537
103,175,52.4721013,13.2973022,52.586391,13.304001,85,481
104,176,52.545092,13.1906944,52.5162192,13.6364342,12,552
105,177,52.5397424,13.5002961,52.5257847,13.2382346,40,541
106,178,52.5838936,13.3333935,52.5695624,13.3260515,65,452
107,179,52.573885,13.2213694,52.4750367,13.548083,8,548
108,180,52.4471834,13.4529372,52.6350995,13.2966483,0,498
109,181,52.4360677,13.4894009,52.4369434,13.7128454,41,500
110,182,52.4866147,13.5354853,52.4378443,13.487082,0,720
111,183,52.6011431,13.244155,52.4945874,13.3972483,57,528
112,184,52.4478418,13.4766442,52.4757545,13.1286745,0,516
113,185,52.6094959,13.4228584,52.5671999,13.5184297,0,429
114,186,52.4342392,13.4627541,52.5049554,13.4751741,113,473
115,187,52.4907049,13.524218,52.4835717,13.5179176,121,478
116,188,52.4397369,13.4144039,52.4230351,13.485175,81,489
117,189,52.4912853,13.5263029,52.5493431,13.4544507,11,440
118,190,52.5763944,13.278284,52.4543636,13.3710025,0,468
119,191,52.4957737,13.2623807,52.4231686,13.5409597,76,496
120,192,52.4575206,13.4991186,52.4070929,13.6528362,48,489
121,193,52.417581,13.4009207,52.5561123,13.3908413,51,519
122,194,52.4353736,13.4814957,52.6070266,13.2990105,82,475
123,195,52.425336,13.5098535,52.4363722,13.2248835,41,509
124,196,52.546669,13.4211684,52.5162917,13.2627755,15,477
125,197,52.4280112,13.4940611,52.5834767,13.2965678,42,519
126,198,52.4818544,13.5250894,52.5528043,13.4701051,73,487
127,199,52.413744,13.2661427,52.4309904,13.3996006,0,444
128,200,52.4385038,13.5019654,52.4836084,13.58009,0,435
129,201,52.4293697,13.2811135,52.4510461,13.5258691,74,497
130,202,52.6118749,13.2366104,52.4932429,13.1813556,27,519
131,203,52.4626789,13.5239581,52.5072158,13.6102962,0,435
132,204,52.4953961,13.5103282,52.4997603,13.425228,131,458
edge
0,10,6,27,23,30,32,22,40,19,31,16,16,23,27,20,27,41,30,34,20,31,32,29,31,20,23,26,30,27,19,35,35,40,25,43,23,10,30,25,30,37,9,28,25,44,27,18,28,7,31,10,37,25,25,33,24,29,18,31,43,46,18,19,9,29,18,32,22,39,19,12,25,29,30,18,18,30,29,32,37,22,18,19,30,25,31,29,32,25,32,21,25,25,34,18,32,28,16,31,29,20,26,9,27,31,25,30,16,20,28,28,17,38,18,28,12,28,25,16,19,15,18,20,26,19,28,13,19,10,30,23,29,10,26,21,17,31,31,23,24,14,36,41,17,22,29,32,29,32,17,30,30,5,35,35,27,29,36,37,18,23,30,36,23,38,31,28,24,18,30,34,19,15,33,24,44,18,23,35,35,46,19,14,32,35,25,26,20,27,7,23,39,26,28,15,15,23,28,14,36,24,28,40,18
10,0,8,27,23,23,26,23,40,19,25,10,14,24,21,16,27,41,24,28,20,25,26,23,25,21,24,19,30,28,19,29,29,40,19,43,17,17,31,25,30,37,10,29,19,41,21,24,22,13,29,18,38,19,19,27,18,22,18,25,44,46,19,20,12,23,18,31,18,39,20,11,26,30,31,19,19,31,30,26,31,23,19,19,28,26,25,29,26,25,33,21,26,26,35,19,26,29,17,32,29,20,26,4,21,31,19,24,17,20,28,22,18,32,19,28,17,29,19,10,20,21,19,20,24,20,29,14,19,11,24,23,30,16,27,15,17,25,25,17,18,20,36,41,18,22,30,26,28,26,23,24,24,13,35,35,23,29,36,36,12,24,24,37,24,39,25,29,18,18,31,28,21,10,27,18,45,12,17,36,29,46,20,15,26,35,26,26,21,27,12,24,40,20,22,13,9,17,28,20,36,25,22,40,19
6,8,0,29,25,29,32,24,42,21,31,16,18,25,27,21,29,43,30,34,22,31,32,29,31,22,25,26,32,29,21,35,35,42,25,45,23,10,32,27,32,39,11,30,25,46,27,21,28,11,33,13,39,25,25,33,24,28,20,31,45,48,20,21,5,29,20,34,17,41,21,14,27,31,32,20,20,32,31,32,37,24,20,21,32,27,31,31,32,27,34,23,27,27,36,20,32,30,18,33,31,22,28,7,27,33,25,30,18,22,30,28,19,38,20,30,16,30,25,16,21,20,20,22,28,21,30,9,21,5,30,25,31,13,28,21,19,31,31,23,24,18,38,43,20,24,31,32,31,32,19,30,30,7,37,37,29,30,38,39,18,25,30,38,25,40,31,30,24,20,32,34,22,15,33,24,46,18,23,37,35,47,21,16,32,37,27,28,22,29,11,25,41,26,28,10,15,23,30,19,38,26,28,42,20
