Name: bar-n30-m4-c2-OD-medium
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 8
CapacityOD: 50
VehicleODs: 15
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.3608153,2.0761441,[14, 6, 2, 31],72,192,10,16
2,41.3584274,2.1049355,[7, 2, 1, 15],111,231,10,17
3,41.450718,2.19299,[14, 6, 2, 8],2,122,10,18
4,41.3857728,2.091363,[14, 6, 2, 7],70,190,10,19
5,41.3317926,2.0992391,[14, 6, 2, 31],79,199,10,20
6,41.3656084,2.0582814,[14, 6, 2, 29],0,240,10,21
7,41.4548986,2.2100092,[14, 6, 2, 29],129,240,10,22
8,41.3671296,2.0692367,[3, 1, 0, 8],2,122,10,23
9,41.4433485,2.1807613,[7, 2, 1, 15],15,135,10,24
10,41.3741082,2.1246055,[7, 2, 1, 13],0,74,10,25
11,41.3773527,2.1744796,[14, 6, 2, 36],115,235,10,26
12,41.4659771,2.051335,[7, 2, 1, 5],64,184,10,27
13,41.441985,2.2115016,[14, 6, 2, 19],43,163,10,28
14,41.3833251,2.0764792,[14, 6, 2, 14],0,99,10,29
15,41.4166572,2.1910521,[14, 6, 2, 10],112,232,10,30
16,41.4485571,2.1827231,[-14, -6, -2, -31],100,220,10,1
17,41.4311022,2.1876125,[-7, -2, -1, -15],151,224,10,2
18,41.3805892,2.1348004,[-14, -6, -2, -8],30,150,10,3
19,41.3613405,2.0847183,[-14, -6, -2, -7],91,211,10,4
20,41.3847151,2.066434,[-14, -6, -2, -31],108,222,10,5
21,41.3752067,2.0871221,[-14, -6, -2, -29],0,240,10,6
22,41.4525037,2.2152076,[-14, -6, -2, -29],141,222,10,7
23,41.3520481,2.0742798,[-3, -1, 0, -8],19,139,10,8
24,41.3737407,2.1591137,[-7, -2, -1, -15],44,164,10,9
25,41.4141762,2.1372591,[-7, -2, -1, -13],23,143,10,10
26,41.3601525,2.1023202,[-14, -6, -2, -36],141,229,10,11
27,41.3844065,2.1627032,[-7, -2, -1, -5],92,212,10,12
28,41.4033864,2.1443981,[-14, -6, -2, -19],67,187,10,13
29,41.4322033,2.1872315,[-14, -6, -2, -14],39,159,10,14
30,41.386186,2.1769304,[-14, -6, -2, -10],133,234,10,15
StartID EndID StartX StartY EndX EndY StartT EndT
31,46,41.3622657,2.1282718,41.3727858,2.1291242,0,405
32,47,41.3941327,2.1224947,41.4459384,2.0660805,52,490
33,48,41.4520389,2.2273956,41.4168684,2.179132,93,498
34,49,41.3769361,2.105641,41.435607,2.1179232,49,517
35,50,41.4277157,2.134492,41.3781464,2.1438984,91,523
36,51,41.3550009,2.1001943,41.4292184,2.219643,107,467
37,52,41.354318,2.0671293,41.4514197,2.2251463,0,720
38,53,41.4427396,2.2253295,41.450472,2.2086465,0,414
39,54,41.3297511,2.0991478,41.4146917,2.162891,127,466
40,55,41.3328466,2.0921043,41.3745313,2.1450922,104,497
41,56,41.4479353,2.2194344,41.3835998,2.1734228,19,466
42,57,41.352645,2.110783,41.3701104,2.1271576,66,480
43,58,41.3830452,2.0762528,41.4008741,2.1610253,56,512
44,59,41.4160758,2.1764666,41.4112566,2.1908185,0,405
45,60,41.4119643,2.1535583,41.4368711,2.234578,53,488
edge
0,17,13,18,14,14,17,17,19,18,9,3,21,18,17,12,18,16,8,17,19,14,18,15,3,13,13,6,11,16,7,9,10,18,12,16,13,15,17,15,16,17,12,17,13,12,8,19,13,25,6,15,18,17,12,6,8,10,10,12,15
16,0,7,20,9,11,6,21,4,19,11,16,20,23,7,21,18,23,12,6,9,5,23,5,16,12,8,15,14,22,18,12,11,24,8,15,8,5,27,12,12,23,9,7,19,17,12,18,19,24,14,24,24,22,17,13,19,12,17,20,26
11,7,0,20,9,7,10,20,9,18,7,13,20,23,10,17,17,22,9,6,12,7,22,6,10,11,1,11,12,21,14,5,11,24,6,15,2,8,25,7,9,22,3,9,17,16,6,17,17,23,10,22,23,22,15,9,15,7,15,17,23
18,19,20,0,16,23,22,6,20,5,19,16,21,8,19,9,4,8,18,18,20,16,8,21,19,10,20,16,13,9,15,20,14,9,17,11,20,22,12,24,25,8,21,18,10,13,18,19,10,22,18,9,9,7,11,20,19,20,13,11,11
14,9,9,18,0,13,11,18,8,16,9,16,18,21,5,17,15,20,9,9,7,5,20,12,14,9,9,12,11,19,15,11,9,22,6,13,10,11,24,14,15,20,11,5,16,15,10,15,16,21,11,21,21,20,14,11,16,10,14,17,23
12,11,8,24,14,0,11,23,14,22,11,11,24,23,14,19,21,24,12,11,16,11,24,8,12,15,8,14,15,23,14,7,13,24,12,19,8,9,23,1,4,23,7,14,19,18,10,21,20,27,12,20,23,22,18,11,15,10,17,19,21
17,7,11,23,11,13,0,24,5,21,14,16,20,26,8,23,20,25,15,11,8,10,25,7,18,14,11,18,17,24,19,14,14,27,11,18,12,6,28,14,13,26,13,8,21,20,15,20,22,27,17,25,26,25,19,16,20,15,19,23,26
18,20,21,6,17,24,23,0,21,6,19,16,22,6,20,11,6,9,19,19,21,17,2,22,19,11,21,18,14,10,15,21,15,5,18,12,21,23,7,25,26,3,22,19,11,14,19,20,12,23,20,8,4,4,12,21,20,21,14,12,7
17,4,9,21,9,12,5,22,0,19,12,18,21,24,7,21,19,23,13,7,9,5,23,7,17,12,9,16,15,22,19,13,12,25,9,16,9,6,27,13,14,24,11,7,19,18,13,19,20,25,15,24,25,23,18,14,20,13,18,21,27
18,17,18,5,14,21,20,6,18,0,16,16,19,8,16,9,2,8,16,16,18,14,7,19,19,8,18,14,11,8,15,18,12,9,15,9,18,20,11,21,23,8,19,16,8,10,16,17,8,20,17,8,9,7,8,18,18,18,11,10,11
8,11,6,19,8,10,14,19,12,17,0,10,18,21,10,13,16,17,4,11,12,8,21,10,7,10,7,8,8,17,11,6,6,23,5,14,7,13,22,11,12,21,8,10,13,12,3,16,13,22,5,18,22,21,11,4,11,3,11,13,20
6,17,13,17,17,14,17,16,20,17,12,0,24,17,19,12,17,16,11,17,21,17,17,15,7,13,14,7,11,16,6,11,13,17,15,16,14,15,16,15,16,16,13,19,12,12,11,21,12,25,9,14,17,16,12,9,7,12,10,11,14
22,19,20,22,16,23,21,22,20,20,18,21,0,24,18,23,19,24,18,18,20,16,24,21,21,13,20,18,15,23,21,20,14,25,17,17,20,21,28,23,25,24,21,18,20,19,18,8,21,19,19,24,25,23,18,20,22,19,19,23,27
