Name: ber-n45-m4-c2-OD-medium
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 14
CapacityOD: 50
VehicleODs: 23
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,52.4517877,13.3258861,[0, 0, 0, 0],0,240,0,0
1,52.4366284,13.4836962,[14, 6, 2, 13],118,238,5,23
2,52.4202075,13.5428073,[14, 6, 2, 28],45,165,5,24
3,52.4266618,13.6889283,[7, 2, 1, 9],22,142,5,25
4,52.4911239,13.4800456,[14, 6, 2, 17],48,168,5,26
5,52.4353195,13.1966406,[7, 2, 1, 10],48,168,5,27
6,52.4235133,13.5065682,[14, 6, 2, 13],132,240,5,28
7,52.5912597,13.474295,[14, 6, 2, 24],63,183,5,29
8,52.495953,13.5107692,[7, 2, 1, 17],58,178,5,30
9,52.4626789,13.5239581,[14, 6, 2, 7],0,90,5,31
10,52.4041088,13.4955498,[7, 2, 1, 17],0,110,5,32
11,52.6087709,13.4335265,[3, 1, 0, 5],76,196,5,33
12,52.4251663,13.5033985,[14, 6, 2, 25],61,181,5,34
13,52.5838936,13.3333935,[7, 2, 1, 11],65,185,5,35
14,52.417581,13.4009207,[7, 2, 1, 12],51,171,5,36
15,52.6032737,13.2222716,[14, 6, 2, 11],116,236,5,37
16,52.4326493,13.4969351,[3, 1, 6, 3],5,125,5,38
17,52.4280112,13.4940611,[14, 6, 2, 36],42,162,5,39
18,52.4761791,13.5219246,[7, 2, 1, 9],1,121,5,40
19,52.450453,13.4470665,[14, 6, 2, 34],56,176,5,41
20,52.5187586,13.4887459,[14, 6, 2, 29],37,157,5,42
21,52.6060969,13.2363266,[14, 6, 2, 18],0,103,5,43
22,52.4308234,13.4770584,[14, 6, 2, 25],10,130,5,44
23,52.445142,13.5635491,[-14, -6, -2, -13],136,212,5,1
24,52.592479,13.4688003,[-14, -6, -2, -28],92,203,5,2
25,52.4340296,13.5057526,[-7, -2, -1, -9],56,176,5,3
26,52.476681,13.5092996,[-14, -6, -2, -17],65,185,5,4
27,52.4991757,13.6194518,[-7, -2, -1, -10],103,199,5,5
28,52.4975848,13.3165477,[-14, -6, -2, -13],166,229,5,6
29,52.4097978,13.5304868,[-14, -6, -2, -24],113,215,5,7
30,52.4268701,13.4602077,[-7, -2, -1, -17],85,205,5,8
31,52.5072158,13.6102962,[-14, -6, -2, -7],25,145,5,9
32,52.6307245,13.2953941,[-7, -2, -1, -17],59,179,5,10
33,52.4522848,13.1454437,[-3, -1, 0, -5],131,205,5,11
34,52.6080153,13.2359782,[-14, -6, -2, -25],107,210,5,12
35,52.5695624,13.3260515,[-7, -2, -1, -11],74,194,5,13
36,52.5561123,13.3908413,[-7, -2, -1, -12],87,207,5,14
37,52.5433147,13.2422928,[-14, -6, -2, -11],141,220,5,15
38,52.5707958,13.4425,[-3, -1, -6, -3],40,160,5,16
39,52.5834767,13.2965678,[-14, -6, -2, -36],81,201,5,17
40,52.4851616,13.6168526,[-7, -2, -1, -9],27,147,5,18
41,52.4556379,13.5817774,[-14, -6, -2, -34],87,207,5,19
42,52.4560076,13.363978,[-14, -6, -2, -29],67,187,5,20
43,52.5283892,13.4024879,[-14, -6, -2, -18],30,150,5,21
44,52.4951925,13.5548604,[-14, -6, -2, -25],40,160,5,22
StartID EndID StartX StartY EndX EndY StartT EndT
45,68,52.5890467,13.3741401,52.5412079,13.6254838,0,483
46,69,52.6128083,13.2200872,52.4877495,13.5667269,83,449
47,70,52.4296473,13.5105551,52.4554727,13.447447,140,440
48,71,52.4478418,13.4766442,52.4757545,13.1286745,0,516
49,72,52.422847,13.422781,52.4295421,13.3413099,114,474
50,73,52.4575206,13.4991186,52.4070929,13.6528362,48,489
51,74,52.4372729,13.4717877,52.4030611,13.5267823,0,420
52,75,52.602186,13.2441879,52.5420988,13.1303154,47,527
53,76,52.6162206,13.2296805,52.4257713,13.4866372,39,534
54,77,52.5962372,13.3884412,52.4878073,13.5958536,0,531
55,78,52.6025727,13.4088858,52.5973753,13.3798194,20,422
56,79,52.6010981,13.2444559,52.4961426,13.5731579,0,510
57,80,52.431731,13.4874223,52.5501478,13.2684209,0,498
58,81,52.573885,13.2213694,52.4750367,13.548083,8,548
59,82,52.43691,13.4962049,52.4094959,13.5241,0,405
60,83,52.4200918,13.492152,52.4825644,13.5193375,0,423
61,84,52.4870209,13.5320217,52.537683,13.5869203,103,463
62,85,52.4335833,13.4898091,52.5096045,13.5495112,0,459
63,86,52.5257578,13.5875732,52.4036492,13.4151511,85,496
64,87,52.4875569,13.5408136,52.4841437,13.5698957,0,417
65,88,52.4957737,13.2623807,52.4231686,13.5409597,76,496
66,89,52.4905608,13.5364526,52.5741403,13.5151341,96,456
67,90,52.4371772,13.4658802,52.4864565,13.5158714,20,449
edge
0,18,23,42,25,19,20,37,29,23,26,37,20,25,15,32,18,19,25,16,28,31,19,26,36,19,23,40,11,24,19,40,33,36,31,23,26,21,29,23,38,30,7,21,35,30,33,20,17,18,19,17,29,32,32,36,28,19,30,19,21,27,19,41,30,16,29,18,43,34,14,32,8,39,26,33,19,37,32,36,21,35,25,26,40,33,18,34,23,37,28
19,0,9,29,19,28,5,39,19,12,11,38,5,33,13,40,3,5,15,8,24,39,4,13,38,5,14,29,20,11,7,29,42,45,39,31,30,30,31,32,26,18,16,23,24,36,41,6,5,11,9,3,37,40,37,39,37,3,39,5,6,16,2,30,19,25,18,4,36,22,7,40,20,26,13,42,4,26,38,25,29,24,11,16,32,23,13,22,10,33,18
24,10,0,23,22,33,7,43,20,12,12,43,7,38,21,45,7,9,15,13,26,44,10,8,42,7,15,23,25,5,13,24,47,49,44,36,35,35,35,37,21,12,20,28,18,41,46,6,13,18,10,12,42,45,42,44,42,9,44,8,9,17,8,26,20,30,19,13,31,16,12,45,26,20,6,47,9,20,43,19,34,23,5,16,27,20,21,17,2,34,18
44,29,25,0,36,53,28,55,32,24,33,56,28,58,40,65,27,29,27,33,38,64,30,18,54,26,27,30,45,28,33,32,66,69,64,56,49,54,47,56,28,19,40,43,28,55,66,25,29,37,25,30,62,65,56,58,62,29,63,28,30,28,28,36,30,49,29,31,39,27,32,65,45,8,29,66,28,27,57,29,54,33,28,28,38,31,40,26,24,46,30
25,18,21,35,0,34,20,28,9,15,26,27,20,28,25,39,18,20,14,17,11,38,19,19,27,17,12,23,23,23,20,21,39,50,38,26,20,33,20,30,26,22,21,13,19,26,39,19,15,23,12,17,36,39,26,29,35,19,42,18,21,14,19,22,17,30,15,18,27,20,14,45,27,32,26,46,19,24,28,20,32,22,24,12,23,14,25,21,20,23,13
19,28,33,52,34,0,30,40,39,33,36,37,30,24,30,31,28,29,35,26,37,30,29,36,39,29,33,50,15,34,30,49,32,35,30,22,25,20,33,22,48,40,21,27,45,29,32,30,27,31,29,27,28,31,31,35,28,29,29,29,31,37,29,50,40,15,39,28,52,44,24,31,21,49,36,32,29,47,31,46,20,45,35,36,48,42,33,44,33,42,38
21,5,7,28,21,30,0,41,19,12,9,40,1,35,17,43,3,4,15,11,25,41,6,12,40,5,15,28,22,8,9,29,44,47,42,33,33,32,33,34,26,17,18,25,23,38,43,6,10,14,9,8,40,42,39,41,39,5,41,5,4,16,4,30,19,27,18,9,36,21,9,43,23,25,11,44,5,25,41,24,32,24,9,16,32,23,17,22,8,34,18
38,40,43,56,27,39,42,0,28,35,47,10,42,22,44,36,40,41,32,37,21,34,40,40,1,39,31,37,33,45,41,35,31,54,35,22,18,32,9,26,40,41,35,20,33,17,36,41,37,41,34,38,33,35,14,12,32,41,42,40,43,30,41,30,33,35,31,39,30,35,35,50,40,54,47,48,41,38,17,34,29,38,46,31,27,28,44,35,42,14,32
30,20,21,31,11,39,20,28,0,10,25,28,19,31,29,42,18,19,7,20,10,41,20,15,27,17,10,16,29,23,22,14,42,54,41,29,22,37,20,33,19,16,27,16,12,28,43,18,17,26,12,19,39,42,28,30,38,19,46,17,20,5,18,15,8,36,6,20,20,14,19,50,32,29,25,50,19,17,30,13,35,13,23,8,16,7,29,14,20,18,5
24,13,14,23,15,33,13,33,10,0,19,34,13,36,23,46,11,13,6,14,16,44,14,7,32,10,5,19,25,16,16,20,47,50,45,35,27,35,25,37,17,9,21,22,14,34,46,12,11,20,5,12,42,45,34,36,42,12,44,11,14,7,12,21,10,30,9,14,27,13,12,45,26,21,18,47,12,16,35,15,34,15,17,7,23,14,23,13,13,25,9
27,11,12,32,26,36,9,46,24,17,0,45,9,41,19,48,9,9,20,14,30,47,8,16,45,11,20,32,28,13,11,34,49,52,47,39,38,37,38,39,30,22,23,31,27,44,49,11,13,16,14,10,45,48,44,47,44,9,46,10,6,21,10,35,24,32,23,11,41,26,14,48,26,30,15,49,8,29,46,28,37,30,14,21,37,28,19,26,12,39,23
36,38,42,56,26,36,40,10,27,35,45,0,40,19,42,31,38,39,31,35,21,29,38,40,9,38,31,37,30,44,39,35,26,50,30,18,14,28,10,22,39,40,33,18,33,13,31,40,36,39,33,37,28,31,9,6,27,39,38,38,41,30,39,31,33,31,31,37,32,34,33,46,38,53,46,45,39,37,12,33,26,38,45,31,28,28,42,35,41,16,31
21,5,7,27,21,30,1,40,19,11,9,40,0,35,16,42,3,3,14,10,24,41,6,11,40,5,14,27,22,8,9,29,44,47,41,33,32,32,33,34,25,17,17,25,22,38,43,6,9,14,8,7,39,42,39,41,39,4,41,5,5,16,4,30,19,27,18,8,35,21,9,42,23,25,10,44,4,24,40,23,31,24,9,15,31,22,16,21,7,33,17
