Name: bar-n15-m4-c3-OD-large
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 3
CapacityHD: 100
VehicleHDs: 4
CapacityOD: 50
VehicleODs: 18
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.3216326,2.0964703,[7, 2, 1, 18],0,240,10,8
2,41.400532,2.2047232,[14, 6, 2, 20],119,239,10,9
3,41.4465068,2.237916,[14, 6, 2, 29],0,240,10,10
4,41.3741969,2.1245221,[14, 6, 2, 10],140,240,10,11
5,41.4582638,2.0713341,[14, 6, 2, 28],0,99,10,12
6,41.4242744,2.1855493,[14, 6, 2, 18],0,115,10,13
7,41.4433485,2.1807613,[7, 2, 1, 15],15,135,10,14
8,41.3991212,2.1567492,[-7, -2, -1, -18],0,240,10,1
9,41.3577256,2.0985119,[-14, -6, -2, -20],147,227,10,2
10,41.4190316,2.182984,[-14, -6, -2, -29],0,240,10,3
11,41.4012738,2.1441641,[-14, -6, -2, -10],158,231,10,4
12,41.4065696,2.1451119,[-14, -6, -2, -28],27,147,10,5
13,41.4573228,2.2032651,[-14, -6, -2, -18],18,138,10,6
14,41.3737407,2.1591137,[-7, -2, -1, -15],44,164,10,7
StartID EndID StartX StartY EndX EndY StartT EndT
15,33,41.3742058,2.1417345,41.3764913,2.085174,0,420
16,34,41.4659771,2.051335,41.3844065,2.1627032,64,508
17,35,41.3728922,2.081481,41.4406968,2.2181021,13,475
18,36,41.4184792,2.143728,41.3181394,2.0751992,81,513
19,37,41.4470474,2.2197586,41.4076473,2.1545724,0,441
20,38,41.440759,2.2378881,41.4533651,2.2357165,0,408
21,39,41.3532624,2.095218,41.3681459,2.1014342,85,493
22,40,41.3941327,2.1224947,41.4459384,2.0660805,52,490
23,41,41.3638313,2.0926901,41.4026572,2.1572714,23,464
24,42,41.4448559,2.1718679,41.3887837,2.1773587,72,504
25,43,41.3774977,2.1176535,41.375952,2.1157719,103,490
26,44,41.441985,2.2115016,41.4033864,2.1443981,43,475
27,45,41.4567419,2.2083613,41.3853736,2.1685885,100,502
28,46,41.4407077,2.2267254,41.3937005,2.1506405,97,505
29,47,41.4345354,2.2361466,41.4669218,2.2381001,73,493
30,48,41.4490281,2.2108257,41.376514,2.1375849,66,531
31,49,41.4322631,2.2139613,41.4301121,2.1404225,48,474
32,50,41.4404673,2.2378337,41.4449382,2.2241955,0,411
edge
0,14,11,17,9,22,13,18,10,14,13,9,12,17,3,6,21,16,14,18,16,13,10,16,18,11,18,16,17,16,16,15,16,15,6,18,16,12,17,14,19,11,7,10,11,6,8,19,8,16,19
14,0,19,25,13,26,22,24,19,10,22,17,18,24,15,12,25,14,19,26,24,9,15,12,22,15,25,24,25,24,24,23,24,14,16,25,4,19,25,12,23,20,16,14,17,16,17,27,14,19,26
11,18,0,12,16,26,8,13,12,18,9,13,12,12,12,14,26,22,14,13,11,18,16,20,14,18,13,12,12,11,12,10,11,22,10,13,20,11,12,21,23,12,8,17,13,9,11,14,15,14,13
16,24,10,0,21,27,11,11,17,24,11,17,17,9,17,20,26,23,17,5,5,23,19,24,11,22,8,9,5,6,8,6,5,23,16,7,26,16,3,24,24,17,14,22,17,16,16,5,19,14,6
8,12,15,21,0,18,14,17,10,8,13,8,10,19,7,4,18,9,12,22,21,8,6,9,15,4,21,19,22,21,21,17,20,8,8,20,13,10,22,7,16,11,10,3,8,8,8,23,4,13,23
22,25,26,26,19,0,22,20,18,20,22,16,17,20,22,20,5,18,17,24,26,19,14,19,19,19,23,20,26,26,21,22,26,18,18,24,23,18,25,19,6,20,21,18,16,20,18,24,20,16,25
14,22,6,12,15,22,0,6,9,20,3,10,8,8,14,13,22,18,10,11,11,19,13,19,7,15,10,7,11,11,8,7,11,18,10,9,23,8,12,19,20,8,9,15,10,10,10,11,13,10,12
18,23,11,12,16,20,7,0,13,17,7,12,11,5,19,18,19,16,10,9,12,16,12,16,3,16,8,5,11,12,7,8,11,15,14,9,21,11,11,17,17,13,15,16,11,15,14,9,17,6,10
10,18,10,16,11,18,7,11,0,16,7,4,5,14,10,10,17,14,6,17,15,15,8,14,11,11,16,13,16,15,14,12,15,14,6,15,19,4,16,14,15,3,6,10,4,6,6,17,9,8,17
13,10,20,25,9,19,19,17,15,0,19,13,13,19,12,9,19,7,13,23,24,2,10,4,16,8,22,19,25,24,21,22,24,8,13,23,9,15,25,5,16,16,15,7,13,13,13,23,11,13,24
12,21,5,11,14,21,2,7,8,19,0,9,7,9,13,12,21,17,9,12,11,18,12,18,8,14,11,9,11,11,10,7,11,17,8,10,22,6,12,18,18,7,8,13,8,9,9,13,12,9,13
9,17,12,17,9,16,9,11,4,14,8,0,3,13,9,9,16,13,6,17,17,14,7,14,10,9,16,13,18,17,15,14,17,13,5,17,17,5,18,13,13,5,7,8,2,5,5,17,8,7,18
11,17,12,17,10,17,8,11,5,14,8,4,0,13,11,10,17,13,4,17,17,14,7,13,10,10,16,13,18,17,15,14,17,13,7,17,18,4,18,13,14,5,8,9,4,7,6,17,10,7,18
17,25,12,9,19,21,9,6,16,20,9,14,13,0,18,20,21,18,12,6,10,19,14,18,6,18,7,2,8,10,4,7,9,18,17,8,23,14,8,19,19,15,15,18,13,17,16,7,20,8,7
3,14,13,19,8,20,12,17,9,12,12,8,11,19,0,5,20,14,13,20,18,13,9,14,17,9,19,18,19,18,18,15,18,14,5,19,15,11,19,13,17,10,7,9,9,5,7,21,6,14,20
5,12,13,19,4,19,12,17,9,10,12,8,10,19,4,0,19,11,13,20,19,10,7,11,16,6,19,19,20,19,19,15,19,10,6,19,12,11,20,9,16,10,7,5,8,6,7,21,3,13,21
22,25,25,28,18,5,22,20,18,19,22,15,16,22,21,20,0,18,16,25,27,18,14,18,19,18,24,21,27,28,23,24,27,17,18,25,23,18,27,19,8,19,20,17,15,19,17,25,19,16,26
14,13,22,27,9,20,20,18,15,8,19,13,14,20,14,11,20,0,14,24,26,7,11,5,16,8,23,20,26,26,22,22,26,3,14,24,12,15,25,7,17,16,17,7,14,15,14,23,11,14,25
13,20,14,18,12,16,9,9,7,14,9,6,5,11,13,12,16,13,0,15,18,13,9,13,8,12,14,11,17,18,13,14,18,12,9,16,18,6,17,14,14,7,10,11,6,9,8,15,12,5,16
18,26,12,8,22,24,11,9,18,23,11,17,16,6,19,21,24,21,15,0,9,22,17,21,9,21,4,6,6,9,4,6,9,21,18,5,26,17,7,22,22,17,16,21,16,18,18,10,21,12,5
17,25,11,3,22,28,12,12,18,25,12,18,18,9,18,21,27,24,18,5,0,24,20,25,12,23,8,9,5,4,8,6,3,24,17,7,27,17,5,25,25,18,15,23,18,17,17,7,20,15,6
13,9,19,25,9,20,19,18,15,3,19,13,14,19,12,10,19,8,13,23,24,0,10,5,16,9,22,19,25,24,21,22,24,8,14,24,8,15,25,6,17,16,16,7,13,14,13,23,11,13,24
10,15,15,21,7,15,13,13,9,12,13,6,8,15,9,8,15,10,9,18,20,10,0,10,11,6,18,15,21,21,17,17,20,9,8,19,15,9,20,9,12,10,10,6,6,9,7,18,7,8,20
15,13,22,26,10,20,20,18,16,5,19,14,14,20,14,12,20,5,14,23,26,5,11,0,16,9,23,19,25,26,22,22,26,6,15,24,11,15,25,6,17,17,17,8,14,16,14,23,12,13,25
18,22,12,13,16,19,7,4,13,17,8,11,10,6,18,17,19,15,9,9,12,16,11,16,0,16,9,6,12,12,8,8,12,15,14,10,21,11,11,16,16,13,14,15,10,14,13,9,17,6,11
9,14,17,23,4,19,15,17,11,9,15,9,10,19,9,6,19,8,13,22,22,9,6,9,15,0,22,18,23,22,21,19,22,7,9,22,15,11,23,6,16,12,12,2,9,10,9,22,6,12,24
16,23,10,8,20,22,9,7,15,21,9,15,14,5,17,19,22,19,13,5,8,19,15,19,7,19,0,4,6,9,2,4,8,18,15,4,24,14,8,20,20,14,14,19,14,15,15,9,18,9,5
17,25,12,8,19,22,9,6,16,20,9,14,13,2,19,20,21,18,12,5,9,19,14,19,6,19,7,0,7,10,4,7,9,18,17,8,23,14,7,19,19,16,16,18,13,17,16,5,20,9,6
16,24,10,5,21,27,10,11,16,24,10,17,16,9,17,19,26,23,17,5,5,23,19,24,11,22,6,9,0,5,7,4,5,23,16,5,26,15,6,24,24,16,14,21,17,16,16,8,19,14,5
16,24,10,5,21,27,11,11,17,24,11,17,17,9,17,20,26,23,17,6,3,23,19,24,11,22,8,9,5,0,9,6,3,23,16,7,26,16,6,24,24,17,14,22,17,16,16,8,19,14,6
17,25,11,7,21,24,10,7,17,22,10,16,15,4,18,21,23,20,14,4,8,21,16,21,8,21,5,4,6,9,0,6,8,20,17,6,26,16,7,21,21,16,15,20,15,17,17,8,20,11,6
14,22,8,7,19,24,8,8,14,22,8,15,14,7,15,17,24,21,15,7,7,21,17,21,9,20,5,6,6,7,5,0,7,20,13,5,24,13,8,22,22,13,12,19,15,13,13,10,17,11,8
17,25,12,3,22,28,12,12,18,25,12,18,18,9,18,21,27,24,18,5,1,24,20,25,12,23,8,9,5,4,8,6,0,24,17,7,27,17,5,25,25,18,15,23,18,17,17,8,20,15,6
13,13,21,26,8,19,19,17,15,8,18,13,13,19,13,10,19,2,13,23,25,7,10,5,15,7,22,19,25,25,21,21,25,0,13,23,11,14,24,6,16,16,16,6,13,14,13,23,10,13,24
5,14,10,16,8,19,9,14,6,12,9,5,8,16,5,5,19,14,10,17,15,13,8,14,14,9,16,16,16,15,16,12,15,14,0,16,15,8,16,13,17,7,3,8,7,2,4,18,6,12,17
17,24,11,7,21,26,10,10,16,24,10,17,16,8,18,20,25,22,16,5,7,23,18,23,10,22,4,8,4,7,6,4,7,22,16,0,26,15,8,23,23,16,15,21,17,16,16,10,19,13,5
15,5,20,25,13,25,23,23,20,10,23,17,19,25,15,13,25,13,19,26,25,9,16,11,21,15,26,25,26,24,25,23,24,13,16,26,0,20,26,13,22,21,17,13,17,17,18,27,14,19,27
11,19,11,17,11,17,8,12,5,15,8,5,4,14,11,11,17,13,5,17,17,14,9,14,10,11,17,13,18,17,15,13,17,13,7,16,19,0,18,15,15,4,8,10,5,7,6,17,10,7,18
18,26,12,4,23,27,13,11,19,25,13,19,18,8,19,22,27,23,17,6,7,24,20,24,11,24,9,8,7,8,7,8,7,23,18,9,28,18,0,24,24,19,16,23,18,18,18,5,21,14,7
12,11,19,25,6,18,18,16,13,5,17,12,13,18,11,8,18,6,12,22,24,5,9,5,15,5,21,18,24,24,20,21,24,6,11,22,12,14,24,0,16,15,14,4,12,12,11,22,8,12,23
19,22,23,27,16,7,20,18,16,17,20,13,14,20,19,18,8,15,14,24,26,16,12,16,17,16,23,20,26,26,22,22,26,15,16,24,21,15,25,17,0,17,18,15,13,17,15,24,17,14,25
10,19,10,16,11,18,7,11,3,16,7,4,5,14,10,9,18,14,6,16,15,15,9,15,11,11,16,13,16,15,14,12,15,14,6,15,19,4,16,14,15,0,6,10,4,6,6,17,9,8,17
8,17,7,14,11,21,8,13,6,15,8,7,9,14,8,8,21,17,10,15,13,16,10,17,14,12,15,14,14,13,14,12,13,16,4,15,18,7,14,16,18,7,0,11,7,3,6,16,9,12,15
8,13,16,22,3,18,14,16,10,7,14,9,10,18,8,5,18,6,12,21,21,8,6,8,14,2,21,17,22,21,20,18,21,6,8,21,13,11,22,5,15,11,11,0,9,9,8,21,5,11,23
9,16,12,18,9,16,9,11,4,14,8,2,3,13,10,9,16,13,6,17,17,13,6,13,9,9,16,13,18,17,15,14,17,12,5,17,17,4,18,12,13,5,7,8,0,6,5,17,9,7,18
6,16,9,15,10,20,9,14,6,14,8,7,8,15,7,7,20,16,10,16,14,15,9,16,14,11,16,15,15,14,15,12,14,15,3,15,17,8,15,14,18,7,2,10,7,0,5,17,8,12,16
7,16,10,16,8,17,9,13,4,13,8,4,6,15,7,7,17,12,8,17,16,13,6,13,13,8,16,15,17,16,16,12,16,12,3,16,16,6,17,11,14,5,6,7,5,4,0,18,6,10,18
20,28,15,7,22,25,12,9,19,23,13,18,17,6,22,24,25,22,16,8,11,22,18,22,10,22,11,6,10,11,9,10,11,21,20,12,27,18,6,23,23,19,19,22,17,20,20,0,23,12,9
6,13,14,20,4,19,13,17,10,10,12,8,10,19,5,2,18,11,12,21,19,10,7,11,16,6,20,19,20,19,19,16,19,10,6,19,13,11,20,9,16,11,8,5,8,7,7,22,0,13,21
16,20,15,18,14,17,10,10,11,15,11,9,8,12,16,15,17,13,6,15,18,14,10,14,8,14,15,11,17,18,13,14,18,13,12,16,19,10,17,14,14,11,13,13,8,13,11,15,15,0,16
18,26,12,5,23,26,12,10,18,25,13,19,18,7,19,22,26,23,17,2,6,23,19,23,11,23,6,7,4,6,5,7,6,22,18,6,28,18,6,24,24,18,16,23,18,18,18,8,21,13,0
