Name: ber-n30-m4-c3-OD-small
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 3
CapacityHD: 100
VehicleHDs: 8
CapacityOD: 50
VehicleODs: 6
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,52.4517877,13.3258861,[0, 0, 0, 0],0,240,0,0
1,52.5962372,13.3884412,[14, 6, 2, 32],0,112,5,16
2,52.5113082,13.5208665,[7, 2, 1, 18],4,124,5,17
3,52.5090707,13.5007129,[14, 6, 2, 14],55,175,5,18
4,52.5131901,13.5953788,[3, 1, 0, 7],90,210,5,19
5,52.4314692,13.4864004,[14, 6, 2, 17],124,240,5,20
6,52.6115016,13.2447857,[14, 6, 2, 34],105,225,5,21
7,52.4818544,13.5250894,[14, 6, 2, 37],73,193,5,22
8,52.439686,13.5028879,[14, 6, 2, 31],19,139,5,23
9,52.4911239,13.4800456,[14, 6, 2, 17],48,168,5,24
10,52.4257025,13.494234,[14, 6, 2, 36],72,192,5,25
11,52.4317501,13.2879485,[7, 2, 1, 8],83,203,5,26
12,52.6099933,13.2396654,[3, 1, 0, 6],0,240,5,27
13,52.4336297,13.4857423,[14, 6, 2, 10],51,171,5,28
14,52.4202048,13.386066,[7, 2, 1, 16],24,144,5,29
15,52.4866147,13.5354853,[7, 2, 1, 17],0,240,5,30
16,52.4878073,13.5958536,[-14, -6, -2, -32],57,177,5,1
17,52.6358787,13.2730891,[-7, -2, -1, -18],53,173,5,2
18,52.4351044,13.5125438,[-14, -6, -2, -14],81,201,5,3
19,52.3989915,13.5712189,[-3, -1, 0, -7],124,208,5,4
20,52.4362532,13.4889261,[-14, -6, -2, -17],132,219,5,5
21,52.5283096,13.1967646,[-14, -6, -2, -34],135,216,5,6
22,52.5528043,13.4701051,[-14, -6, -2, -37],97,211,5,7
23,52.5200301,13.3026896,[-14, -6, -2, -31],49,169,5,8
24,52.476681,13.5092996,[-14, -6, -2, -17],65,185,5,9
25,52.4274721,13.4864184,[-14, -6, -2, -36],80,200,5,10
26,52.4800251,13.4343746,[-7, -2, -1, -8],110,222,5,11
27,52.5470411,13.1443436,[-3, -1, 0, -6],0,240,5,12
28,52.5075509,13.5457173,[-14, -6, -2, -10],88,205,5,13
29,52.5171348,13.2892916,[-7, -2, -1, -16],52,172,5,14
30,52.4378443,13.487082,[-7, -2, -1, -17],0,240,5,15
StartID EndID StartX StartY EndX EndY StartT EndT
31,37,52.5855199,13.4073566,52.526416,13.1948665,84,480
32,38,52.4353195,13.1966406,52.4991757,13.6194518,48,501
33,39,52.6025727,13.4088858,52.5973753,13.3798194,20,422
34,40,52.4575206,13.4991186,52.4070929,13.6528362,48,489
35,41,52.4326493,13.4969351,52.5707958,13.4425,5,470
36,42,52.4905608,13.5364526,52.5741403,13.5151341,96,456
edge
0,32,31,29,40,19,30,28,20,25,20,9,31,19,12,28,37,34,22,30,20,24,28,15,23,19,17,31,35,14,19,31,19,36,19,18,29,25,40,32,39,29,37
32,0,27,26,36,39,20,33,37,27,40,35,21,39,38,32,39,20,40,47,39,31,16,22,32,39,28,37,31,22,39,4,31,6,33,38,33,32,38,3,53,12,20
33,28,0,6,12,21,40,9,18,13,22,39,41,22,33,8,15,44,21,28,22,42,13,29,13,21,17,48,7,31,23,26,41,28,14,20,9,42,15,30,31,18,15
31,27,4,0,12,21,39,9,18,11,22,37,40,22,31,8,15,43,21,28,22,40,13,27,12,21,15,47,7,30,23,25,40,28,14,20,9,41,14,29,31,18,17
41,36,11,14,0,29,47,17,25,20,29,46,49,29,40,16,10,52,29,29,29,49,22,36,20,29,25,55,9,39,30,34,49,35,22,28,16,50,8,37,30,26,20
21,38,20,22,29,0,40,18,6,21,3,26,41,1,16,17,26,44,8,17,3,34,30,25,15,2,13,41,24,24,3,36,30,41,9,3,18,35,29,40,26,32,33
29,20,39,37,48,39,0,44,39,37,39,32,2,38,37,44,51,13,41,50,39,25,31,19,43,39,36,30,43,19,38,24,28,25,38,37,44,26,50,20,59,29,38
29,33,8,10,17,17,44,0,14,16,18,34,46,17,29,4,19,49,17,23,18,42,19,33,9,17,20,49,12,32,19,31,38,34,10,16,5,43,19,34,27,23,21
21,37,16,18,25,5,40,13,0,17,6,26,41,6,19,13,22,44,5,16,6,34,26,25,10,5,13,40,20,24,7,35,30,39,5,4,14,35,25,39,23,30,29
25,26,12,10,21,20,37,15,16,0,20,30,38,19,25,14,24,41,19,26,20,37,15,24,12,20,9,43,16,26,19,24,34,29,12,18,15,37,23,28,32,20,23
21,39,20,22,29,3,40,17,6,21,0,26,41,4,17,17,25,44,7,16,5,35,29,26,14,3,13,41,24,24,6,36,30,41,8,3,17,35,28,40,26,32,33
9,36,37,35,45,25,33,34,26,30,26,0,34,25,15,33,43,38,27,36,25,28,34,19,29,25,22,34,40,18,25,35,14,39,25,24,34,29,46,35,45,35,42
30,21,40,38,49,40,2,45,40,38,40,33,0,39,38,45,52,14,42,51,40,25,32,20,44,40,37,29,44,20,39,25,30,27,39,38,45,25,51,21,60,30,40
20,38,20,22,29,1,39,17,6,20,4,25,40,0,15,17,25,43,7,16,2,34,29,25,14,3,12,40,24,23,3,35,29,40,8,3,17,34,28,39,26,31,33
12,38,32,30,40,16,38,29,19,25,16,15,39,15,0,28,38,42,21,30,17,33,31,24,24,15,17,39,35,23,17,36,28,40,19,16,29,33,41,38,39,33,40
29,32,7,9,16,17,44,5,14,15,18,34,45,17,29,0,17,48,17,23,18,42,18,32,8,17,19,49,11,32,19,30,38,33,10,16,2,43,18,33,25,22,20
