Name: ber-n30-m4-c3-OD-medium
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 3
CapacityHD: 100
VehicleHDs: 8
CapacityOD: 50
VehicleODs: 15
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,52.4517877,13.3258861,[0, 0, 0, 0],0,240,0,0
1,52.4202048,13.386066,[7, 2, 1, 16],24,144,5,16
2,52.5023344,13.4496642,[14, 6, 2, 27],0,113,5,17
3,52.4192615,13.2755279,[14, 6, 2, 16],116,236,5,18
4,52.4478418,13.4766442,[7, 2, 1, 11],0,114,5,19
5,52.495953,13.5107692,[7, 2, 1, 17],58,178,5,20
6,52.4353736,13.4814957,[7, 2, 1, 15],82,202,5,21
7,52.4840666,13.5241062,[14, 6, 2, 18],111,231,5,22
8,52.6049144,13.2453924,[14, 6, 2, 18],0,240,5,23
9,52.6056468,13.241672,[7, 2, 1, 12],6,126,5,24
10,52.4761791,13.5219246,[7, 2, 1, 9],1,121,5,25
11,52.4352535,13.4622307,[14, 6, 2, 16],0,109,5,26
12,52.4469629,13.3080423,[14, 6, 2, 15],97,217,5,27
13,52.5305237,13.5420027,[14, 6, 2, 13],79,199,5,28
14,52.4168526,13.4908914,[14, 6, 2, 20],139,240,5,29
15,52.4255718,13.4717532,[3, 6, 1, 4],21,141,5,30
16,52.5171348,13.2892916,[-7, -2, -1, -16],52,172,5,1
17,52.5124345,13.1770357,[-14, -6, -2, -27],40,160,5,2
18,52.5196412,13.2606392,[-14, -6, -2, -16],142,225,5,3
19,52.4757545,13.1286745,[-7, -2, -1, -11],52,172,5,4
20,52.4268701,13.4602077,[-7, -2, -1, -17],85,205,5,5
21,52.6070266,13.2990105,[-7, -2, -1, -15],126,213,5,6
22,52.4197227,13.3478339,[-14, -6, -2, -18],147,231,5,7
23,52.5291393,13.1627468,[-14, -6, -2, -18],0,240,5,8
24,52.5077177,13.1871842,[-7, -2, -1, -12],40,160,5,9
25,52.4851616,13.6168526,[-7, -2, -1, -9],27,147,5,10
26,52.5697274,13.3219033,[-14, -6, -2, -16],41,161,5,11
27,52.4097711,13.3493197,[-14, -6, -2, -15],114,229,5,12
28,52.5807745,13.4036592,[-14, -6, -2, -13],117,211,5,13
29,52.4313708,13.4937962,[-14, -6, -2, -20],149,220,5,14
30,52.5523995,13.4351778,[-3, -6, -1, -4],55,175,5,15
StartID EndID StartX StartY EndX EndY StartT EndT
31,46,52.576313,13.2248422,52.4484795,13.3729598,11,494
32,47,52.6161155,13.2284906,52.5085312,13.235683,122,476
33,48,52.4351219,13.460394,52.6356544,13.297939,48,522
34,49,52.5397424,13.5002961,52.5257847,13.2382346,40,541
35,50,52.4340564,13.4818135,52.4825632,13.5747617,61,490
36,51,52.427733,13.4777046,52.5613011,13.4458964,83,464
37,52,52.4160947,13.4991712,52.5534562,13.4463303,0,720
38,53,52.609376,13.2310102,52.5033993,13.308511,0,444
39,54,52.6186288,13.4228084,52.4709148,13.5706322,0,501
40,55,52.4905608,13.5364526,52.5741403,13.5151341,96,456
41,56,52.488621,13.5159467,52.4398017,13.4648817,0,432
42,57,52.4317645,13.4885052,52.4879873,13.5408243,72,483
43,58,52.4308234,13.4770584,52.4951925,13.5548604,10,460
44,59,52.4360677,13.4894009,52.4369434,13.7128454,41,500
45,60,52.431731,13.4874223,52.5501478,13.2684209,0,498
edge
0,12,23,12,17,29,18,28,30,31,25,18,3,35,21,20,14,25,16,32,19,28,9,28,25,38,21,11,30,18,26,34,32,18,31,18,21,22,31,38,29,28,19,19,20,19,7,18,35,18,35,29,27,12,32,37,18,30,35,46,21
12,0,24,19,16,29,15,29,38,39,26,12,14,38,16,13,23,34,24,40,13,36,8,36,34,38,30,8,35,16,29,42,40,12,34,15,14,17,39,41,29,28,16,14,17,16,7,26,43,27,35,32,30,21,33,40,14,30,35,46,29
23,24,0,30,16,10,19,15,33,34,15,19,23,18,22,21,22,35,25,42,21,31,26,37,35,25,22,28,19,18,12,37,35,18,13,19,21,22,34,24,16,14,20,20,20,20,20,28,35,27,21,15,13,20,23,21,18,18,19,38,28
11,18,30,0,25,36,25,36,35,36,33,26,9,42,29,27,20,31,21,37,27,33,14,33,31,45,27,15,35,25,33,39,37,25,38,26,28,29,36,45,36,35,26,26,27,27,16,23,40,24,42,36,35,17,40,44,25,37,43,53,26
18,16,15,25,0,17,5,16,37,38,13,5,18,25,9,7,22,33,23,39,7,35,20,35,33,26,29,19,32,7,26,41,39,6,25,5,7,9,38,38,16,16,6,6,6,6,16,26,42,26,22,29,28,20,20,32,5,17,23,33,28
30,30,10,38,17,0,20,6,40,41,7,21,31,12,21,21,31,43,33,50,22,38,34,46,43,19,29,34,25,17,18,44,42,21,11,20,20,21,41,30,6,5,18,20,19,19,28,36,42,36,15,19,17,29,14,18,21,8,12,32,35
19,15,18,26,5,20,0,18,38,39,15,5,19,28,6,6,23,34,24,41,6,36,19,36,34,27,30,19,33,4,27,42,41,5,27,1,5,7,39,39,18,18,2,3,3,2,17,27,43,27,23,30,29,21,21,34,5,19,24,34,30
28,28,15,35,15,6,17,0,44,44,4,18,28,14,18,19,31,42,33,49,20,42,31,45,42,20,33,31,28,15,22,48,46,18,13,17,18,19,45,32,4,3,16,18,17,16,26,35,46,36,13,21,20,29,11,20,18,6,14,29,38
29,37,33,34,37,41,37,44,0,3,45,38,29,41,41,39,19,28,20,34,40,11,36,27,28,53,13,38,23,37,27,9,7,37,37,38,40,41,5,29,44,44,38,38,39,39,32,25,18,23,49,29,28,22,51,39,37,46,46,65,18
30,37,34,35,37,41,38,45,1,0,45,38,30,42,41,40,20,28,21,35,40,12,36,27,29,53,14,38,23,38,27,10,7,38,38,38,41,42,4,30,45,45,39,39,40,39,33,25,18,23,49,30,29,23,51,39,38,47,47,65,19
25,25,15,32,12,8,14,6,44,45,0,15,25,16,15,15,28,39,30,46,17,42,28,42,39,20,34,28,30,12,23,48,46,15,15,14,15,16,45,34,6,6,13,15,14,13,23,32,47,33,13,23,22,26,11,22,15,7,14,27,35
18,12,18,26,6,21,5,19,38,39,16,0,19,29,7,4,23,34,24,41,4,36,16,36,34,29,30,16,33,7,27,42,41,1,28,5,5,7,39,39,19,19,6,4,7,6,13,27,43,27,25,30,28,21,23,35,2,21,26,36,30
3,13,23,9,18,29,18,28,30,31,25,18,0,35,22,20,15,26,16,33,20,28,11,28,26,38,22,12,31,18,26,34,32,18,31,19,21,22,31,38,29,28,19,19,20,19,9,19,35,19,35,29,27,13,33,37,18,30,35,46,21
