Name: ber-n30-m4-c2-OD-large
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 10
CapacityOD: 50
VehicleODs: 36
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,52.4517877,13.3258861,[0, 0, 0, 0],0,240,0,0
1,52.4688722,13.5107503,[7, 2, 1, 5],5,125,5,16
2,52.6109019,13.241661,[7, 2, 1, 18],0,240,5,17
3,52.4623986,13.419665,[7, 2, 1, 9],82,202,5,18
4,52.4351219,13.460394,[14, 6, 2, 21],48,168,5,19
5,52.4436468,13.4973469,[14, 6, 2, 25],0,119,5,20
6,52.6118749,13.2366104,[14, 6, 2, 14],27,147,5,21
7,52.5041733,13.4497759,[14, 6, 2, 24],5,125,5,22
8,52.5855199,13.4073566,[7, 2, 1, 5],84,204,5,23
9,52.4870209,13.5320217,[14, 6, 2, 32],103,223,5,24
10,52.4929785,13.534346,[14, 6, 2, 36],104,224,5,25
11,52.4957737,13.2623807,[14, 6, 2, 14],76,196,5,26
12,52.525996,13.4929947,[7, 2, 1, 13],90,210,5,27
13,52.4946293,13.3602715,[7, 2, 1, 6],54,174,5,28
14,52.4905608,13.5364526,[14, 6, 2, 8],96,216,5,29
15,52.6010981,13.2444559,[14, 6, 2, 16],0,115,5,30
16,52.4370552,13.3267241,[-7, -2, -1, -5],36,156,5,1
17,52.5399943,13.4544275,[-7, -2, -1, -18],0,240,5,2
18,52.552494,13.4319103,[-7, -2, -1, -9],109,212,5,3
19,52.6356544,13.297939,[-14, -6, -2, -21],96,206,5,4
20,52.613281,13.221128,[-14, -6, -2, -25],53,173,5,5
21,52.4932429,13.1813556,[-14, -6, -2, -14],71,191,5,6
22,52.5714697,13.3435558,[-14, -6, -2, -24],32,152,5,7
23,52.526416,13.1948665,[-7, -2, -1, -5],119,216,5,8
24,52.537683,13.5869203,[-14, -6, -2, -32],126,200,5,9
25,52.5030946,13.552428,[-14, -6, -2, -36],119,204,5,10
26,52.4231686,13.5409597,[-14, -6, -2, -14],114,216,5,11
27,52.5189359,13.5480768,[-7, -2, -1, -13],106,205,5,12
28,52.533719,13.5927058,[-7, -2, -1, -6],95,198,5,13
29,52.5741403,13.5151341,[-14, -6, -2, -8],121,203,5,14
30,52.4961426,13.5731579,[-14, -6, -2, -16],50,170,5,15
StartID EndID StartX StartY EndX EndY StartT EndT
31,67,52.4925644,13.5090673,52.5548837,13.1606257,0,522
32,68,52.6115016,13.2447857,52.5283096,13.1967646,105,465
33,69,52.4911116,13.5129825,52.4335535,13.4860376,130,460
34,70,52.602186,13.2441879,52.5420988,13.1303154,47,527
35,71,52.4168526,13.4908914,52.4313708,13.4937962,139,442
36,72,52.6161155,13.2284906,52.5085312,13.235683,122,476
37,73,52.4931256,13.4746783,52.4524105,13.3534839,81,528
38,74,52.4843541,13.522605,52.6254697,13.3067828,0,507
39,75,52.4575206,13.4991186,52.4070929,13.6528362,48,489
40,76,52.413744,13.2661427,52.4309904,13.3996006,0,444
41,77,52.488621,13.5159467,52.4398017,13.4648817,0,432
42,78,52.4953961,13.5103282,52.4997603,13.425228,131,458
43,79,52.6087709,13.4335265,52.4522848,13.1454437,76,463
44,80,52.625354,13.2420837,52.6050842,13.2375804,0,411
45,81,52.495953,13.5107692,52.4268701,13.4602077,58,499
46,82,52.6045615,13.2383862,52.6113618,13.2440892,127,466
47,83,52.5045113,13.4724578,52.488703,13.4082139,93,483
48,84,52.4852061,13.5578268,52.6238655,13.3107912,75,480
49,85,52.425336,13.5098535,52.4363722,13.2248835,41,509
50,86,52.4985482,13.5481338,52.4229595,13.5620156,30,477
51,87,52.6112817,13.2399281,52.6025277,13.3139862,17,434
52,88,52.4273146,13.4919611,52.5687696,13.3779297,75,495
53,89,52.4177957,13.4272201,52.6442685,13.306422,30,558
54,90,52.4255718,13.4717532,52.5523995,13.4351778,21,483
55,91,52.6011431,13.244155,52.4945874,13.3972483,57,528
56,92,52.5156106,13.1766777,52.5140711,13.4303935,67,520
57,93,52.5497747,13.1712069,52.4400522,13.2393985,92,494
58,94,52.546669,13.4211684,52.5162917,13.2627755,15,477
59,95,52.4306507,13.478281,52.4799371,13.4810998,135,450
60,96,52.6105417,13.2394849,52.4260394,13.587318,42,537
61,97,52.6173252,13.4945523,52.618849,13.4942687,85,445
62,98,52.4266618,13.6889283,52.4340296,13.5057526,22,484
63,99,52.4366284,13.4836962,52.445142,13.5635491,118,478
64,100,52.4835609,13.5003318,52.510713,13.4533062,86,476
65,101,52.573885,13.2213694,52.4750367,13.548083,8,548
66,102,52.4397369,13.4144039,52.4230351,13.485175,81,489
edge
0,22,30,13,18,20,30,23,31,27,28,16,29,12,29,28,5,25,26,35,33,28,24,25,40,35,23,35,41,37,36,30,30,29,29,21,32,23,27,19,13,28,29,37,32,29,30,25,32,20,37,30,20,18,20,28,24,29,26,19,31,42,42,18,25,30,12,32,24,19,33,18,18,5,31,39,14,18,18,36,30,19,30,15,30,15,25,28,26,35,26,14,21,14,15,19,32,41,19,26,23,35,20
23,0,42,15,14,8,43,14,31,6,8,29,17,23,8,41,26,19,22,47,46,41,33,37,22,14,12,15,22,24,17,10,42,9,41,14,44,12,7,5,33,8,10,33,45,9,42,11,13,12,18,42,12,19,14,41,37,42,22,13,43,37,25,12,6,43,16,44,37,12,46,10,31,23,43,23,23,14,15,49,42,15,42,17,43,34,13,40,29,47,23,18,17,32,27,7,15,37,9,9,14,15,12
29,42,0,32,37,40,1,34,24,43,43,25,36,29,45,4,32,30,26,16,5,32,17,25,46,43,43,44,48,39,47,42,1,44,4,41,5,36,44,38,36,44,41,29,6,41,2,36,47,39,46,1,40,40,40,4,28,25,27,38,1,38,62,38,41,16,36,26,25,39,32,37,25,31,15,59,39,37,32,40,3,40,1,33,14,33,45,11,20,17,27,30,31,32,21,39,51,38,39,46,33,52,40
14,15,33,0,9,13,33,16,29,20,21,19,22,14,22,31,14,20,22,38,36,31,27,28,33,26,16,27,33,32,29,21,33,22,32,14,35,14,20,12,23,21,20,33,35,20,33,16,26,13,29,33,13,11,11,31,27,32,21,11,34,38,35,11,18,33,7,35,27,12,36,11,21,11,34,32,12,9,11,39,33,11,33,9,33,24,18,30,27,38,22,11,15,23,18,11,24,37,12,19,16,28,13
18,14,38,9,0,9,38,19,34,18,19,25,25,19,20,37,19,25,26,43,42,37,33,33,33,26,13,26,33,35,27,21,38,20,37,7,40,17,18,10,27,19,21,37,40,21,38,19,23,8,28,38,7,7,4,37,32,38,26,4,39,42,32,6,17,39,7,40,33,6,42,7,26,16,39,29,11,2,16,45,38,3,38,14,39,30,15,36,32,43,27,16,20,28,23,13,21,42,9,16,20,26,5
21,8,40,13,9,0,41,17,35,12,14,27,22,21,14,39,24,25,27,45,44,39,35,35,27,20,10,20,27,29,21,16,40,14,39,8,42,16,12,5,31,13,15,38,42,15,40,17,17,6,22,40,7,13,8,39,35,40,27,7,41,43,26,7,12,41,14,42,35,6,44,4,29,21,41,23,18,8,18,47,40,10,40,17,41,32,12,38,33,45,28,18,20,30,25,10,15,42,4,10,18,20,7
29,42,1,32,38,40,0,34,25,43,43,25,36,29,45,4,32,30,27,16,4,33,17,25,46,43,43,44,48,39,47,42,2,44,4,41,4,36,44,39,36,45,41,29,6,41,3,36,48,39,46,1,40,40,40,4,29,25,27,39,1,38,62,38,41,16,36,27,25,39,33,38,25,31,15,59,39,38,32,41,3,40,2,33,14,33,45,11,20,18,27,30,31,32,21,39,51,38,39,46,33,52,40
23,14,34,15,19,17,34,0,21,14,14,29,10,15,16,32,26,10,12,36,37,38,22,34,23,16,21,16,23,21,20,11,33,13,33,22,36,5,15,13,33,14,10,24,36,10,33,6,20,21,19,34,21,23,21,32,34,38,12,20,34,29,36,19,10,39,19,41,33,20,42,19,28,23,33,33,26,19,5,46,33,21,33,10,32,34,22,30,19,36,13,9,6,32,25,9,25,28,18,20,3,23,21
30,32,24,29,35,35,24,22,0,29,29,26,19,23,30,22,33,14,10,22,27,37,11,30,29,29,39,27,31,17,33,28,24,30,23,39,26,24,30,31,37,30,27,8,26,27,23,22,33,37,32,24,38,37,37,22,33,32,11,36,25,16,54,36,27,33,33,35,30,37,39,35,26,32,19,51,38,34,21,45,24,37,24,22,18,34,40,16,6,22,11,21,18,33,22,27,43,15,36,38,20,37,38
28,6,43,20,18,13,44,15,29,0,2,33,13,28,2,42,30,17,21,45,47,45,32,42,18,10,17,11,17,20,13,6,43,4,42,18,45,14,3,9,37,3,6,31,46,5,43,10,10,16,13,43,17,23,18,42,41,46,21,18,44,34,27,17,8,47,20,49,41,16,50,15,35,28,42,25,28,18,18,53,43,20,43,21,42,38,17,40,28,45,21,23,18,37,32,12,17,34,14,11,13,9,17
30,8,43,22,20,15,43,15,29,2,0,35,12,28,2,42,32,17,20,45,46,47,32,44,17,10,19,10,17,19,14,6,43,6,42,20,45,13,5,11,39,5,5,30,45,5,43,10,12,18,13,43,19,25,20,42,43,48,21,20,44,34,29,19,10,49,22,51,43,18,52,16,37,29,42,27,29,20,18,55,43,22,43,21,41,40,19,39,28,45,21,22,17,39,34,14,19,33,16,13,13,11,19
