Name: bar-n45-m4-c2-OD-medium
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 12
CapacityOD: 50
VehicleODs: 23
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.4448559,2.1718679,[3, 1, 6, 3],72,192,10,23
2,41.4520396,2.2128935,[14, 6, 2, 35],0,117,10,24
3,41.3857728,2.091363,[14, 6, 2, 7],70,190,10,25
4,41.4406203,2.2241249,[14, 6, 2, 30],0,240,10,26
5,41.3812716,2.1648239,[14, 6, 2, 25],0,240,10,27
6,41.4322631,2.2139613,[3, 1, 0, 6],48,168,10,28
7,41.3941327,2.1224947,[14, 6, 2, 23],52,172,10,29
8,41.452299,2.2327227,[7, 2, 1, 9],128,240,10,30
9,41.4439526,2.0660729,[3, 1, 0, 7],0,93,10,31
10,41.362527,2.1015406,[14, 6, 2, 14],0,240,10,32
11,41.4130442,2.1544329,[14, 6, 2, 8],140,240,10,33
12,41.4503532,2.2250068,[3, 6, 1, 4],95,215,10,34
13,41.3684347,2.0991589,[7, 2, 1, 16],67,187,10,35
14,41.3944368,2.108011,[3, 1, 0, 8],80,200,10,36
15,41.4578645,2.0511169,[7, 2, 1, 17],0,85,10,37
16,41.4403956,2.2184485,[14, 6, 2, 11],110,230,10,38
17,41.4242744,2.1855493,[14, 6, 2, 18],0,115,10,39
18,41.4166572,2.1910521,[14, 6, 2, 10],112,232,10,40
19,41.3282617,2.0916566,[14, 6, 2, 22],0,94,10,41
20,41.3532624,2.095218,[3, 1, 0, 7],85,205,10,42
21,41.3375512,2.1083287,[14, 6, 2, 11],0,98,10,43
22,41.4486016,2.2381093,[7, 2, 1, 17],95,215,10,44
23,41.3887837,2.1773587,[-3, -1, -6, -3],96,216,10,1
24,41.4046304,2.2047496,[-14, -6, -2, -35],22,142,10,2
25,41.3613405,2.0847183,[-14, -6, -2, -7],91,211,10,3
26,41.4354096,2.171624,[-14, -6, -2, -30],0,240,10,4
27,41.3746145,2.1643053,[-14, -6, -2, -25],0,240,10,5
28,41.4301121,2.1404225,[-3, -1, 0, -6],70,190,10,6
29,41.4459384,2.0660805,[-14, -6, -2, -23],78,198,10,7
30,41.444196,2.2231824,[-7, -2, -1, -9],145,223,10,8
31,41.4510034,2.1897076,[-3, -1, 0, -7],29,149,10,9
32,41.4016534,2.147641,[-14, -6, -2, -14],0,240,10,10
33,41.3769211,2.1677816,[-14, -6, -2, -8],162,237,10,11
34,41.4623983,2.0504567,[-3, -6, -1, -4],130,217,10,12
35,41.4505409,2.2368208,[-7, -2, -1, -16],105,223,10,13
36,41.4603961,2.2397338,[-3, -1, 0, -8],107,221,10,14
37,41.3993734,2.1576859,[-7, -2, -1, -17],31,151,10,15
38,41.4247627,2.1907999,[-14, -6, -2, -11],128,226,10,16
39,41.4573228,2.2032651,[-14, -6, -2, -18],18,138,10,17
40,41.386186,2.1769304,[-14, -6, -2, -10],133,234,10,18
41,41.445594,2.223019,[-14, -6, -2, -22],35,155,10,19
42,41.3681459,2.1014342,[-3, -1, 0, -7],101,221,10,20
43,41.4080448,2.2096487,[-14, -6, -2, -11],34,154,10,21
44,41.4073995,2.1365981,[-7, -2, -1, -17],123,229,10,22
StartID EndID StartX StartY EndX EndY StartT EndT
45,68,41.3742058,2.1417345,41.3764913,2.085174,0,420
46,69,41.3702964,2.0978402,41.4362326,2.1868822,59,506
47,70,41.4531346,2.2269082,41.4114417,2.1724649,0,720
48,71,41.3284942,2.086668,41.4604654,2.2089974,0,459
49,72,41.3717312,2.0889754,41.3599849,2.0740359,115,475
50,73,41.4590049,2.1968273,41.3740481,2.1087776,0,465
51,74,41.3216326,2.0964703,41.3991212,2.1567492,0,720
52,75,41.4486609,2.2045368,41.4229208,2.0880057,117,477
53,76,41.3819329,2.0795768,41.3238794,2.0912046,0,438
54,77,41.3622657,2.1282718,41.3727858,2.1291242,0,405
55,78,41.4062484,2.1650543,41.4201793,2.2027689,122,476
56,79,41.3271083,2.0868381,41.4499142,2.2135352,81,504
57,80,41.4480155,2.2171536,41.3949328,2.12944,128,464
58,81,41.4582638,2.0713341,41.4065696,2.1451119,0,441
59,82,41.4457797,2.2150333,41.3678151,2.0851413,98,482
60,83,41.451625,2.2341474,41.4495961,2.2180694,110,470
61,84,41.3745388,2.1254753,41.383981,2.0602456,81,501
62,85,41.4441413,2.1803301,41.4394681,2.2171632,130,460
63,86,41.450718,2.19299,41.3805892,2.1348004,2,446
64,87,41.4537473,2.2091072,41.3721633,2.0983271,124,472
65,88,41.4605327,2.2386997,41.392414,2.1395044,11,461
66,89,41.4446179,2.2398851,41.3182357,2.0824932,33,501
67,90,41.352645,2.110783,41.3701104,2.1271576,66,480
edge
0,18,17,14,16,5,15,10,18,18,13,13,18,14,12,22,17,13,12,16,13,12,17,7,11,17,16,2,16,19,19,19,10,3,23,16,18,10,14,17,7,18,14,12,12,6,15,18,16,15,18,14,17,16,9,11,16,17,22,17,17,9,18,18,18,18,17,12,15,17,12,18,17,12,10,20,16,8,14,17,10,12,15,18,19,17,8,14,8,16,10
18,0,7,13,11,16,8,11,11,16,18,11,9,15,12,20,9,7,9,23,16,19,13,14,12,16,4,17,6,16,11,5,10,17,20,12,9,14,8,6,15,10,16,11,10,17,15,9,22,14,7,22,7,15,17,10,23,8,19,8,12,16,4,5,7,10,13,19,15,8,9,7,17,16,13,17,23,16,9,7,12,10,14,9,18,9,15,15,14,20,17
18,8,0,18,7,19,7,16,6,20,23,15,4,20,17,24,6,9,11,28,20,23,8,16,12,20,8,18,10,21,6,7,15,17,23,7,6,17,9,4,15,5,21,11,14,21,20,4,27,18,5,25,4,20,22,14,27,2,23,3,7,21,7,7,2,7,8,24,19,8,12,4,22,20,17,22,27,21,9,2,17,15,19,3,22,6,20,20,18,25,22
14,14,19,0,23,14,20,9,23,14,9,15,21,7,7,19,21,17,17,16,9,12,25,15,19,9,15,14,11,15,23,17,12,16,19,24,21,14,18,18,15,22,7,20,11,11,7,21,16,6,19,15,19,3,11,14,16,20,18,20,24,8,16,18,19,22,25,11,4,19,16,19,9,7,13,16,16,10,19,19,10,12,7,21,8,21,9,6,9,14,10
17,11,5,21,0,18,5,19,6,23,25,16,4,23,20,27,3,11,10,26,23,22,5,15,11,23,12,17,13,24,4,11,17,16,26,5,7,17,9,8,14,3,24,9,17,20,23,4,26,21,9,24,7,23,21,15,26,5,26,4,5,22,11,10,7,7,5,23,22,11,13,9,25,23,17,25,26,21,7,5,20,17,22,5,25,4,20,23,18,26,22
6,17,17,15,16,0,15,11,18,19,14,12,18,15,13,23,17,12,11,18,15,13,17,6,12,18,15,5,15,19,19,19,9,4,23,17,18,9,13,17,7,18,15,12,11,7,16,19,17,16,18,15,17,17,10,10,17,17,22,17,17,10,17,18,18,18,17,13,16,15,11,18,18,13,9,20,17,9,13,17,10,11,16,19,19,17,9,15,8,17,11
14,9,6,19,5,15,0,17,8,21,22,13,7,21,18,25,4,8,7,24,21,19,7,12,8,21,10,14,11,22,8,8,14,13,24,7,9,14,6,7,11,7,22,7,15,17,21,8,23,19,8,22,6,21,19,11,24,6,24,6,7,18,9,8,8,9,7,20,20,8,9,8,23,21,14,23,23,18,4,6,17,14,20,7,23,4,17,21,14,23,19
10,11,16,8,20,9,17,0,20,11,11,10,18,10,5,16,19,13,13,15,10,13,21,10,15,10,12,9,8,12,20,14,7,11,16,21,18,9,14,15,11,19,9,15,7,8,10,18,15,8,16,15,16,10,8,10,15,17,15,17,21,7,13,15,16,19,21,11,9,16,12,16,12,8,9,13,16,6,15,16,4,8,9,18,12,18,6,10,5,15,7
16,11,6,21,4,18,6,19,0,23,25,16,4,23,20,27,7,11,11,26,23,22,3,15,11,24,12,16,14,24,7,11,17,15,27,3,5,17,10,8,14,6,24,9,18,20,23,4,26,22,9,24,8,23,21,15,26,6,27,7,3,22,11,10,7,4,4,22,23,12,13,7,25,24,17,25,26,21,8,6,20,17,22,6,25,7,20,23,18,26,22
19,16,20,13,24,17,22,11,24,0,17,16,22,15,11,7,23,19,20,22,15,18,26,17,22,15,17,18,13,1,24,19,13,19,8,25,22,16,20,19,18,24,16,22,12,17,15,23,22,13,20,22,20,15,17,16,22,21,6,22,26,15,17,19,20,23,26,18,14,21,18,21,17,15,15,10,22,15,22,20,11,14,14,22,17,22,15,15,13,20,17
14,16,21,10,25,14,22,11,25,16,0,17,23,5,9,21,24,20,19,13,6,10,27,16,21,7,18,13,14,17,25,19,14,15,21,26,23,16,20,20,17,24,5,22,13,10,5,23,12,5,21,12,21,9,8,17,13,22,20,22,26,9,18,20,21,24,27,6,8,21,18,21,8,6,16,18,14,9,21,21,12,14,6,23,13,23,10,6,11,12,9
12,11,14,12,16,10,13,9,18,14,15,0,16,14,10,19,15,8,8,20,15,17,17,9,11,15,9,11,8,15,18,13,4,12,19,16,17,8,9,14,9,17,14,11,6,12,14,16,19,13,15,19,13,14,12,5,20,15,18,16,17,11,11,13,15,18,17,15,14,11,6,15,16,12,7,16,21,11,10,14,7,4,13,16,16,15,10,14,8,19,12
17,10,3,20,4,19,6,18,3,22,25,17,0,22,19,26,5,11,12,27,23,23,5,16,12,23,10,17,12,23,3,9,17,16,25,5,6,18,11,6,15,3,23,10,16,21,22,2,27,20,7,25,5,22,22,16,27,4,25,4,5,23,9,9,5,6,5,23,22,10,14,6,24,22,18,24,27,22,9,3,19,17,21,4,24,6,21,22,19,27,23
