Name: bar-n10-m4-c2-OD-large
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 2
CapacityOD: 50
VehicleODs: 12
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.4397456,2.225673,[7, 2, 1, 12],0,96,10,6
2,41.3282617,2.0916566,[14, 6, 2, 22],0,94,10,7
3,41.4368981,2.2348379,[14, 6, 2, 19],127,240,10,8
4,41.3904608,2.1457467,[3, 1, 6, 3],51,171,10,9
5,41.4414417,2.2264754,[14, 6, 2, 31],128,240,10,10
6,41.4676564,2.0622343,[-7, -2, -1, -12],42,162,10,1
7,41.445594,2.223019,[-14, -6, -2, -22],35,155,10,2
8,41.4303138,2.1855012,[-14, -6, -2, -19],149,225,10,3
9,41.4463448,2.1763859,[-3, -1, -6, -3],74,194,10,4
10,41.4044977,2.1688326,[-14, -6, -2, -31],152,230,10,5
StartID EndID StartX StartY EndX EndY StartT EndT
11,23,41.4436929,2.2246727,41.4349816,2.1930256,0,720
12,24,41.3941327,2.1224947,41.4459384,2.0660805,52,490
13,25,41.351608,2.0737941,41.3672918,2.1148142,37,454
14,26,41.322348,2.0923512,41.4401413,2.1478097,89,491
15,27,41.3608153,2.0761441,41.4485571,2.1827231,72,516
16,28,41.4534576,2.2083022,41.3928679,2.1517648,0,720
17,29,41.4448559,2.1718679,41.3887837,2.1773587,72,504
18,30,41.448413,2.2080373,41.3169437,2.0759705,94,490
19,31,41.439989,2.2290181,41.3720005,2.100837,38,497
20,32,41.450718,2.19299,41.3805892,2.1348004,2,446
21,33,41.4068073,2.162526,41.413884,2.1832137,0,720
22,34,41.3584274,2.1049355,41.4311022,2.1876125,111,471
edge
0,16,16,15,7,17,20,18,16,19,10,19,10,15,15,17,18,18,17,15,18,10,13,17,19,12,19,18,8,7,16,15,8,12,16
16,0,26,4,16,3,25,4,9,11,13,5,19,24,24,24,8,11,7,2,10,14,23,9,24,24,15,10,16,14,25,24,19,11,10
13,22,0,22,15,24,23,24,24,22,18,25,14,9,4,12,24,21,23,21,24,18,8,24,22,11,22,22,15,15,6,12,13,20,24
16,4,26,0,17,6,26,6,11,11,14,7,20,24,25,25,9,11,9,3,11,15,23,11,24,24,15,11,16,14,26,24,20,12,12
7,16,16,16,0,18,15,19,12,13,6,19,5,15,16,13,17,13,16,16,16,6,11,14,13,10,13,13,2,7,15,10,5,8,13
16,2,26,4,17,0,26,4,10,11,13,5,20,24,25,25,8,11,7,3,11,14,23,9,24,24,15,11,16,14,26,24,20,11,10
20,26,24,26,15,27,0,25,22,18,18,26,12,20,23,18,22,17,21,26,21,17,18,22,6,19,18,18,15,19,21,17,16,21,23
17,3,27,4,18,2,25,0,10,11,14,1,19,25,26,25,6,11,6,3,10,15,24,9,24,25,15,10,17,15,27,24,20,12,11
15,10,25,11,12,11,21,10,0,7,7,11,14,22,24,20,8,6,7,10,6,7,20,5,19,19,10,6,11,11,23,19,15,5,3
17,10,22,10,13,11,17,10,7,0,10,10,11,18,22,16,6,2,6,10,5,10,16,6,16,17,6,2,12,14,20,15,15,10,8
10,12,20,12,7,14,18,15,8,11,0,15,10,19,20,18,13,10,12,12,11,3,16,9,17,15,10,10,7,6,20,16,10,4,9
17,3,26,4,17,2,25,2,10,11,14,0,19,25,25,25,6,11,6,3,10,15,23,9,24,24,15,10,17,15,26,24,20,12,10
10,20,15,20,6,21,13,19,16,12,10,20,0,13,15,11,16,11,15,19,15,10,11,16,12,10,12,12,6,10,15,10,6,12,17
16,25,13,24,14,26,19,25,22,18,18,26,12,0,12,5,22,17,21,24,21,17,6,22,18,9,18,18,14,18,10,8,13,20,23
14,23,3,23,16,25,24,25,25,22,19,26,15,10,0,13,25,22,24,23,25,19,10,26,22,12,22,22,16,16,4,13,14,21,25
16,26,14,26,13,26,19,25,21,18,17,26,11,5,13,0,22,17,21,26,20,17,7,22,18,10,18,18,14,18,11,8,12,19,23
18,8,27,8,18,8,22,6,8,7,13,7,16,23,27,21,0,7,3,7,7,13,21,7,21,22,11,7,17,16,25,20,20,12,8
18,11,23,11,14,12,18,10,8,2,10,11,11,19,22,17,7,0,6,11,5,10,17,7,16,18,7,3,12,14,20,16,15,10,8
16,7,26,8,17,7,22,6,8,7,13,6,16,23,25,21,4,7,0,7,7,13,21,6,20,22,11,7,16,14,25,20,19,11,8
15,2,25,2,16,3,25,4,9,10,13,5,19,23,24,24,7,10,7,0,10,13,22,8,24,23,14,10,16,14,25,23,19,11,9
18,11,26,11,16,11,20,10,7,5,12,11,14,21,25,19,7,5,6,10,0,12,20,7,19,21,10,4,15,16,23,18,18,10,8
10,14,20,13,7,15,17,15,8,11,3,16,10,18,20,16,13,10,12,13,11,0,16,10,16,15,10,10,7,6,20,16,10,5,9
11,24,9,23,11,25,18,24,21,17,15,25,11,6,9,7,21,16,21,23,20,15,0,21,17,4,17,17,12,13,9,4,9,17,22
16,9,26,9,14,9,21,10,3,6,9,10,15,22,25,20,7,6,6,8,5,10,21,0,20,22,11,5,14,13,24,19,17,8,4
19,25,23,25,14,26,7,25,21,17,18,25,12,19,23,17,21,17,21,25,20,17,17,21,0,18,17,17,14,18,21,16,16,20,22
11,24,12,23,10,25,19,25,20,17,14,25,9,8,12,9,22,17,21,23,20,14,4,21,18,0,18,18,10,14,12,6,7,16,21
17,16,21,16,12,16,16,15,11,8,10,16,10,17,21,15,12,7,11,15,10,11,16,11,15,16,0,8,11,14,19,14,14,12,13
17,10,24,10,14,11,18,9,7,3,11,10,12,19,23,17,6,3,5,10,4,11,18,6,17,19,8,0,13,15,21,17,16,9,7
8,15,17,15,3,16,15,17,11,13,5,18,6,16,17,14,16,12,15,14,14,4,12,13,14,11,13,13,0,5,16,12,6,7,12
8,13,18,12,7,14,20,15,11,14,5,16,10,17,17,18,15,14,14,12,14,5,14,12,18,14,14,14,6,0,18,16,9,7,12
14,24,6,23,16,25,23,26,25,21,19,26,15,11,4,12,26,21,25,23,24,20,9,26,22,12,22,22,16,16,0,12,14,21,26
