Name: bar-n15-m4-c3-OD-medium
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 3
CapacityHD: 100
VehicleHDs: 4
CapacityOD: 50
VehicleODs: 8
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.388833,2.0858048,[14, 6, 2, 11],89,209,10,8
2,41.3833251,2.0764792,[14, 6, 2, 14],0,99,10,9
3,41.4381564,2.219303,[7, 2, 1, 12],66,186,10,10
4,41.4427396,2.2253295,[14, 6, 2, 28],0,79,10,11
5,41.4493932,2.2198353,[14, 6, 2, 19],43,163,10,12
6,41.439989,2.2290181,[14, 6, 2, 33],38,158,10,13
7,41.3717312,2.0889754,[14, 6, 2, 37],115,235,10,14
8,41.3914257,2.1634969,[-14, -6, -2, -11],114,233,10,1
9,41.4322033,2.1872315,[-14, -6, -2, -14],39,159,10,2
10,41.4048157,2.139768,[-7, -2, -1, -12],91,211,10,3
11,41.450472,2.2086465,[-14, -6, -2, -28],18,138,10,4
12,41.4477782,2.2093682,[-14, -6, -2, -19],57,177,10,5
13,41.3720005,2.100837,[-14, -6, -2, -33],71,191,10,6
14,41.3599849,2.0740359,[-14, -6, -2, -37],131,223,10,7
StartID EndID StartX StartY EndX EndY StartT EndT
15,23,41.4605327,2.2386997,41.392414,2.1395044,11,461
16,24,41.4637349,2.2388505,41.4088045,2.1393822,126,468
17,25,41.4512399,2.215386,41.4217479,2.1417851,0,426
18,26,41.4368981,2.2348379,41.4303138,2.1855012,127,466
19,27,41.3857246,2.0845426,41.454215,2.2130729,36,492
20,28,41.3638313,2.0926901,41.4026572,2.1572714,23,464
21,29,41.3656084,2.0582814,41.3752067,2.0871221,0,720
22,30,41.441985,2.2115016,41.4033864,2.1443981,43,475
edge
0,18,17,16,17,18,15,15,7,16,11,17,16,15,17,18,18,17,15,18,16,17,18,8,12,15,16,18,11,14,11
16,0,4,24,27,24,25,7,15,22,13,22,22,9,10,24,23,22,26,2,9,12,23,12,15,15,21,22,17,6,14
15,7,0,24,27,24,26,6,16,22,14,22,22,8,9,25,24,22,26,4,8,9,24,12,15,15,21,23,17,5,14
16,23,22,0,6,6,4,20,13,9,15,5,5,22,23,9,9,6,6,23,22,26,4,16,16,13,8,6,15,20,16
17,26,25,3,0,4,3,22,16,12,18,7,7,25,26,7,7,6,4,26,24,28,6,19,19,16,11,6,18,23,19
18,23,22,6,7,0,7,20,16,11,15,4,4,22,23,9,8,3,8,23,22,26,6,19,16,13,10,4,17,20,16
15,24,23,3,3,5,0,21,14,10,16,7,7,23,24,5,6,6,2,24,23,26,6,17,17,15,9,6,16,21,17
13,10,7,21,23,20,22,0,12,18,10,19,18,4,6,21,20,18,22,9,4,10,20,8,11,11,18,19,14,3,11
7,16,15,13,15,15,13,13,0,10,5,14,13,13,16,15,15,15,13,15,14,18,14,5,6,9,10,15,5,13,5
16,21,20,8,12,10,10,18,11,0,10,8,8,20,21,12,11,8,11,21,20,24,9,13,11,10,2,9,11,18,12
10,14,12,16,18,15,16,10,5,11,0,14,13,12,14,16,15,13,16,14,12,16,15,5,2,5,11,14,6,10,2
17,21,19,6,7,4,6,17,15,8,12,0,2,19,21,7,6,2,7,21,19,23,5,17,14,11,7,3,14,17,14
16,21,20,6,7,3,6,18,15,9,13,1,0,20,21,8,7,2,7,21,20,24,5,17,14,11,7,3,15,18,14
12,10,7,22,24,21,23,4,12,19,11,20,19,0,8,22,21,19,23,10,5,11,21,9,12,12,19,20,15,5,12
