Name: ber-n45-m4-c3-OD-small
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 3
CapacityHD: 100
VehicleHDs: 14
CapacityOD: 50
VehicleODs: 9
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,52.4517877,13.3258861,[0, 0, 0, 0],0,240,0,0
1,52.439686,13.5028879,[14, 6, 2, 31],19,139,5,23
2,52.4308234,13.4770584,[14, 6, 2, 25],10,130,5,24
3,52.454363,13.6174176,[7, 2, 1, 13],56,176,5,25
4,52.6059082,13.2374783,[14, 6, 2, 10],28,148,5,26
5,52.4217253,13.5388728,[14, 6, 2, 24],0,110,5,27
6,52.4160947,13.4991712,[7, 2, 1, 11],0,240,5,28
7,52.4925644,13.5090673,[3, 1, 0, 5],0,120,5,29
8,52.4289105,13.4800376,[7, 2, 1, 6],81,201,5,30
9,52.4957737,13.2623807,[14, 6, 2, 14],76,196,5,31
10,52.4905608,13.5364526,[14, 6, 2, 8],96,216,5,32
11,52.498343,13.6234811,[14, 6, 2, 32],14,134,5,33
12,52.6079581,13.4151594,[3, 1, 0, 6],91,211,5,34
13,52.602186,13.2441879,[3, 1, 0, 6],47,167,5,35
14,52.4852061,13.5578268,[7, 2, 1, 9],75,195,5,36
15,52.5868618,13.2766924,[14, 6, 2, 16],7,127,5,37
16,52.6130445,13.4920954,[14, 6, 2, 8],63,183,5,38
17,52.5931358,13.2742196,[14, 6, 2, 17],0,119,5,39
18,52.4306507,13.478281,[14, 6, 2, 34],135,240,5,40
19,52.6112817,13.2399281,[14, 6, 2, 8],17,137,5,41
20,52.4623986,13.419665,[7, 2, 1, 9],82,202,5,42
21,52.4176378,13.4772922,[3, 6, 1, 4],28,148,5,43
22,52.4878607,13.5201731,[7, 2, 1, 16],17,137,5,44
23,52.5200301,13.3026896,[-14, -6, -2, -31],49,169,5,1
24,52.4951925,13.5548604,[-14, -6, -2, -25],40,160,5,2
25,52.6207961,13.2223992,[-7, -2, -1, -13],119,208,5,3
26,52.6300921,13.2879298,[-14, -6, -2, -10],49,169,5,4
27,52.4221335,13.3417295,[-14, -6, -2, -24],40,160,5,5
28,52.5534562,13.4463303,[-7, -2, -1, -11],0,240,5,6
29,52.5548837,13.1606257,[-3, -1, 0, -5],54,174,5,7
30,52.6073611,13.2580825,[-7, -2, -1, -6],130,211,5,8
31,52.4231686,13.5409597,[-14, -6, -2, -14],114,216,5,9
32,52.5741403,13.5151341,[-14, -6, -2, -8],121,203,5,10
33,52.45099,13.4469987,[-14, -6, -2, -32],58,178,5,11
34,52.5744059,13.2204185,[-3, -1, 0, -6],132,210,5,12
35,52.5420988,13.1303154,[-3, -1, 0, -6],93,207,5,13
36,52.6238655,13.3107912,[-7, -2, -1, -9],137,210,5,14
37,52.4650081,13.4905421,[-14, -6, -2, -16],46,166,5,15
38,52.4626888,13.3098822,[-14, -6, -2, -8],108,228,5,16
39,52.6304672,13.2890824,[-14, -6, -2, -17],17,137,5,17
40,52.4799371,13.4810998,[-14, -6, -2, -34],153,220,5,18
41,52.6025277,13.3139862,[-14, -6, -2, -8],36,156,5,19
42,52.552494,13.4319103,[-7, -2, -1, -9],109,212,5,20
43,52.4895023,13.5802481,[-3, -6, -1, -4],58,178,5,21
44,52.6117818,13.2371153,[-7, -2, -1, -16],70,190,5,22
StartID EndID StartX StartY EndX EndY StartT EndT
45,54,52.4266618,13.6889283,52.4340296,13.5057526,22,484
46,55,52.5397424,13.5002961,52.5257847,13.2382346,40,541
47,56,52.525996,13.4929947,52.5189359,13.5480768,90,450
48,57,52.5656642,13.5574775,52.4232751,13.4018251,2,506
49,58,52.6060969,13.2363266,52.5283892,13.4024879,0,450
50,59,52.488621,13.5159467,52.4398017,13.4648817,0,432
51,60,52.6056468,13.241672,52.5077177,13.1871842,6,468
52,61,52.6011431,13.244155,52.4945874,13.3972483,57,528
53,62,52.4840666,13.5241062,52.4197227,13.3478339,111,471
edge
0,20,19,38,30,22,22,30,19,16,29,41,37,29,32,25,41,26,19,30,13,21,27,15,35,33,32,10,27,32,31,23,37,16,30,33,30,19,5,32,19,28,26,36,30,42,31,29,39,31,28,31,28,28,19,18,35,14,21,18,25,14,9
21,0,7,23,40,9,8,15,6,26,14,25,39,39,17,35,42,36,7,40,13,7,12,25,20,43,42,24,28,42,40,9,29,10,40,43,40,7,21,42,10,38,27,21,40,26,22,22,28,41,13,41,38,13,3,28,20,18,23,9,35,18,23
20,7,0,27,39,10,5,21,2,25,19,30,39,38,22,34,42,35,1,39,10,4,18,24,25,42,41,19,29,41,39,11,34,7,39,42,39,10,20,41,13,36,27,25,39,30,27,26,33,39,18,39,37,18,6,27,25,12,24,3,34,17,18
36,20,24,0,55,18,22,21,23,41,18,18,47,54,14,50,48,51,24,55,28,23,18,40,17,58,57,39,35,57,55,17,35,25,55,58,55,18,36,57,20,52,35,15,55,20,28,28,31,55,19,55,53,19,19,43,22,34,33,25,50,31,39
30,40,39,58,0,43,42,43,39,25,45,50,28,3,48,9,37,8,39,3,33,41,44,20,47,7,16,37,29,25,8,43,39,37,15,31,14,39,26,16,39,11,27,48,3,62,38,36,44,1,45,2,3,45,39,23,44,39,25,38,29,31,37
24,9,10,20,43,0,7,20,10,29,19,23,43,42,15,38,47,39,10,43,16,10,17,28,18,46,45,27,33,45,43,1,34,13,43,46,43,12,24,45,15,41,31,18,43,23,27,27,31,44,18,44,41,18,7,31,23,22,28,13,38,21,27
24,8,5,25,43,7,0,22,5,29,20,29,43,42,20,38,47,39,5,43,15,5,19,28,23,46,45,23,33,45,43,8,36,11,43,46,43,13,24,45,17,40,31,24,43,28,29,29,35,44,19,43,41,20,7,31,27,17,28,8,38,21,22
32,17,21,25,42,21,22,0,21,37,7,17,31,40,14,36,33,37,21,41,22,21,5,30,13,44,43,36,19,49,42,21,20,21,47,52,39,14,32,43,15,38,19,15,41,32,13,13,18,42,4,42,40,6,18,37,11,31,17,22,45,20,35
20,7,1,27,40,10,5,21,0,26,19,30,40,38,22,35,43,35,1,39,11,4,18,25,24,42,42,20,29,41,40,11,34,7,40,43,40,10,21,42,13,37,28,25,39,30,27,26,33,40,18,40,38,18,6,28,25,13,24,4,35,18,18
15,25,24,43,25,28,27,35,25,0,34,45,32,23,38,19,38,20,24,24,18,26,33,10,40,27,27,22,27,24,25,28,37,22,24,25,25,24,11,27,24,22,25,41,24,47,34,32,41,25,33,25,23,33,24,10,39,24,22,23,16,19,22
30,15,19,22,45,19,21,7,19,35,0,18,32,43,12,39,34,40,20,44,22,19,5,33,14,47,46,34,20,51,45,19,20,19,49,52,42,12,30,46,14,41,22,15,44,29,13,14,19,45,5,45,43,6,16,38,11,30,21,20,44,24,33
42,26,30,21,50,24,29,17,30,46,18,0,37,48,12,45,39,45,30,49,32,30,17,38,12,52,52,45,26,57,50,24,24,31,55,60,48,24,42,51,26,46,27,9,49,31,19,19,20,50,18,50,48,18,26,45,11,41,26,31,53,29,45
36,38,39,49,27,43,42,29,39,32,32,37,0,26,34,22,13,23,39,27,32,41,30,26,33,30,25,42,13,41,27,42,16,36,36,45,21,32,33,24,30,19,12,35,27,57,22,20,23,27,31,27,25,32,39,30,28,41,18,37,40,24,41
28,38,37,57,3,41,40,41,38,24,44,49,26,0,46,8,36,7,37,4,31,39,42,18,45,7,15,36,27,24,8,42,38,35,13,30,13,37,24,15,38,10,25,47,4,61,36,35,42,3,43,3,1,44,38,22,43,38,24,36,28,29,35
33,17,22,18,48,16,21,15,22,39,11,12,35,47,0,43,37,43,22,48,26,22,11,36,4,51,50,37,24,55,48,16,22,23,53,56,46,16,34,49,18,44,25,5,48,25,17,17,18,48,12,48,46,12,18,41,9,32,24,23,48,27,37
