Name: ber-n15-m4-c3-OD-medium
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 3
CapacityHD: 100
VehicleHDs: 4
CapacityOD: 50
VehicleODs: 8
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,52.4517877,13.3258861,[0, 0, 0, 0],0,240,0,0
1,52.4335833,13.4898091,[7, 2, 1, 8],0,96,5,8
2,52.6228276,13.234315,[14, 6, 2, 28],10,130,5,9
3,52.4273146,13.4919611,[14, 6, 2, 36],75,195,5,10
4,52.6056468,13.241672,[7, 2, 1, 12],6,126,5,11
5,52.609376,13.2310102,[14, 6, 2, 24],0,98,5,12
6,52.5763944,13.278284,[14, 6, 2, 34],0,116,5,13
7,52.6130445,13.4920954,[14, 6, 2, 8],63,183,5,14
8,52.5096045,13.5495112,[-7, -2, -1, -8],33,153,5,1
9,52.5086601,13.5056608,[-14, -6, -2, -28],57,177,5,2
10,52.5687696,13.3779297,[-14, -6, -2, -36],120,215,5,3
11,52.5077177,13.1871842,[-7, -2, -1, -12],40,160,5,4
12,52.5033993,13.308511,[-14, -6, -2, -24],28,148,5,5
13,52.4543636,13.3710025,[-14, -6, -2, -34],36,156,5,6
14,52.4626888,13.3098822,[-14, -6, -2, -8],108,228,5,7
StartID EndID StartX StartY EndX EndY StartT EndT
15,23,52.4160947,13.4991712,52.5534562,13.4463303,0,720
16,24,52.413744,13.2661427,52.4309904,13.3996006,0,444
17,25,52.4835609,13.5003318,52.510713,13.4533062,86,476
18,26,52.4478418,13.4766442,52.4757545,13.1286745,0,516
19,27,52.4293697,13.2811135,52.4510461,13.5258691,74,497
20,28,52.4168526,13.4908914,52.4313708,13.4937962,139,442
21,29,52.4255718,13.4717532,52.5523995,13.4351778,21,483
22,30,52.3884905,13.6326021,52.5401725,13.4423309,96,456
edge
0,19,31,20,31,31,25,41,33,30,26,25,12,7,5,22,13,25,17,10,21,20,33,27,14,23,32,24,18,26,24
20,0,40,4,40,40,35,43,21,21,33,35,22,16,21,6,30,15,6,25,5,6,18,29,16,21,41,10,2,28,26
30,39,0,40,7,5,13,38,42,38,21,33,23,31,26,42,36,42,38,33,42,40,53,29,40,33,39,44,38,28,29
21,4,41,0,41,41,36,44,23,22,34,36,23,18,22,5,31,16,9,27,5,6,20,31,16,22,43,11,3,30,27
30,39,7,40,0,4,12,37,42,38,20,29,23,31,26,42,36,41,37,33,41,40,53,29,39,33,35,44,38,27,29
30,39,5,41,3,0,12,38,42,39,21,29,23,32,26,42,36,42,38,33,42,40,53,29,40,33,35,44,38,28,29
24,34,13,35,12,12,0,32,37,33,15,24,18,26,21,37,31,36,32,28,36,35,48,24,34,28,29,39,33,22,24
42,44,38,45,37,38,32,0,32,28,19,47,36,38,40,47,50,32,41,47,47,45,54,17,46,27,53,41,43,17,20
34,22,42,23,42,42,36,30,0,6,26,45,30,30,34,25,43,12,21,39,24,24,30,17,34,12,51,19,21,19,15
31,20,40,22,40,40,34,29,6,0,24,42,28,27,32,23,41,9,19,36,23,23,30,15,32,10,49,17,19,17,13
25,33,20,34,20,20,15,19,26,23,0,29,18,25,21,36,32,26,31,28,36,34,45,12,33,17,35,32,32,10,12
24,33,33,35,29,29,23,46,45,41,28,0,17,26,20,36,30,40,32,27,36,35,48,34,34,36,11,39,32,33,35
12,22,23,23,23,23,18,35,31,27,18,18,0,14,8,25,19,28,20,15,24,23,36,23,22,22,25,27,21,22,21
7,16,33,17,33,33,28,38,30,27,25,27,14,0,10,19,17,22,15,14,19,16,30,24,11,20,34,21,15,23,21
