Name: ber-n10-m4-c3-OD-large
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 3
CapacityHD: 100
VehicleHDs: 2
CapacityOD: 50
VehicleODs: 12
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,52.4517877,13.3258861,[0, 0, 0, 0],0,240,0,0
1,52.4804206,13.5219344,[7, 2, 1, 13],76,196,5,6
2,52.5073389,13.5182123,[3, 1, 0, 6],0,113,5,7
3,52.4168526,13.4908914,[14, 6, 2, 20],139,240,5,8
4,52.4883287,13.2859527,[14, 6, 2, 8],0,83,5,9
5,52.5594006,13.4977269,[3, 1, 0, 6],81,201,5,10
6,52.4389535,13.4466995,[-7, -2, -1, -13],102,222,5,1
7,52.5005844,13.5240143,[-3, -1, 0, -6],9,129,5,2
8,52.4313708,13.4937962,[-14, -6, -2, -20],149,220,5,3
9,52.5399415,13.4418086,[-14, -6, -2, -8],38,158,5,4
10,52.4347539,13.7157242,[-3, -1, 0, -6],127,194,5,5
StartID EndID StartX StartY EndX EndY StartT EndT
11,23,52.5696014,13.4691577,52.5486789,13.2242375,27,531
12,24,52.4852061,13.5578268,52.6238655,13.3107912,75,480
13,25,52.4317645,13.4885052,52.4879873,13.5408243,72,483
14,26,52.4257025,13.494234,52.4274721,13.4864184,72,456
15,27,52.3959905,13.41716,52.4388054,13.47731,52,481
16,28,52.4292959,13.2650362,52.5619094,13.3621489,0,462
17,29,52.5187586,13.4887459,52.4560076,13.363978,37,487
18,30,52.5855199,13.4073566,52.526416,13.1948665,84,480
19,31,52.450453,13.4470665,52.4556379,13.5817774,56,509
20,32,52.5827796,13.4203959,52.5364996,13.1954952,45,516
21,33,52.4220365,13.4834054,52.5753959,13.482817,84,453
22,34,52.6096924,13.252677,52.4260036,13.6739588,0,579
edge
0,25,30,21,11,31,17,29,18,24,45,32,32,19,20,19,11,28,31,16,32,21,31,23,30,30,19,17,24,7,25,30,24,32,42
26,0,9,16,27,17,17,7,13,19,28,22,11,14,15,27,32,13,30,16,30,16,45,39,42,7,14,15,28,22,40,13,39,21,27
32,8,0,22,33,12,23,4,18,15,32,17,11,20,20,33,38,8,26,21,26,22,42,39,39,9,20,20,25,28,42,17,41,16,32
23,16,22,0,24,30,8,20,5,28,34,35,22,5,4,17,29,26,38,10,39,4,43,35,42,20,4,7,34,19,37,19,36,34,29
11,27,32,23,0,31,20,31,20,24,47,30,35,21,22,26,13,29,24,18,25,23,24,16,23,32,21,19,17,13,18,32,17,31,44
33,17,11,31,32,0,31,12,27,10,41,7,19,28,29,41,40,12,18,29,17,31,37,35,33,18,29,29,19,30,39,26,38,6,41
17,17,23,8,19,31,0,22,8,24,37,32,25,8,8,14,24,24,34,5,35,8,39,31,38,22,7,6,30,13,32,22,31,32,33
31,7,5,21,32,13,22,0,18,16,31,18,12,19,20,32,37,9,27,20,27,21,42,40,39,9,19,20,26,27,43,16,42,17,31
20,13,19,4,21,27,8,17,0,25,31,32,19,2,3,17,26,23,35,9,36,4,40,32,39,17,2,5,31,16,34,17,33,32,27
25,19,14,30,24,9,25,15,26,0,44,10,22,27,28,33,31,9,13,23,13,30,30,27,25,21,28,25,11,21,32,28,30,10,43
46,28,33,35,47,41,37,31,31,43,0,46,25,32,33,46,52,37,53,35,54,34,66,59,66,29,32,34,52,42,60,16,59,45,30
32,22,16,35,29,7,32,17,31,9,46,0,24,33,33,40,39,13,14,30,12,35,34,32,29,23,33,31,16,29,37,31,35,4,46
33,12,11,23,34,19,25,12,19,22,25,24,0,20,21,34,40,15,33,23,33,22,49,46,46,12,20,21,32,30,47,10,46,23,25
20,13,20,5,21,28,8,18,2,26,31,33,20,0,3,17,27,24,36,9,37,5,41,33,40,18,3,4,32,17,34,17,33,32,27
21,14,20,4,22,29,9,18,3,27,32,33,20,3,0,17,27,24,36,10,38,5,41,34,41,19,3,6,32,17,35,18,34,33,28
19,27,33,17,26,40,14,31,17,33,46,41,33,17,17,0,24,34,42,17,43,17,46,38,45,31,16,14,36,15,39,31,38,41,42
11,32,37,28,13,38,24,36,24,30,52,38,39,26,26,23,0,35,35,23,36,28,35,27,34,36,26,24,28,15,29,36,28,39,48
29,13,7,26,29,11,23,8,22,9,37,12,15,23,24,32,35,0,20,21,19,26,37,35,33,14,24,22,19,25,38,22,37,12,37
30,31,25,39,23,17,34,27,35,12,55,13,33,37,37,42,35,20,0,33,4,39,25,26,18,32,37,35,9,30,30,40,29,13,53
16,15,21,10,17,29,6,19,7,21,35,30,22,9,10,16,23,22,31,0,32,10,37,29,36,19,9,7,28,11,30,20,29,30,31
32,29,24,39,24,15,34,25,36,12,53,11,32,37,38,42,36,18,4,33,0,39,27,27,20,31,37,35,10,31,32,38,30,12,53
21,14,20,3,22,29,7,18,3,27,32,33,20,3,3,16,27,24,36,9,38,0,41,34,41,19,2,5,32,17,35,18,34,33,28
30,46,41,42,23,36,38,42,39,29,66,34,49,40,41,45,35,37,25,37,27,42,0,23,15,48,40,38,19,32,28,51,27,35,62
23,38,39,34,15,34,31,40,31,27,58,32,46,32,33,37,27,35,27,29,28,34,24,0,24,43,32,30,19,24,8,43,7,33,55
30,43,38,41,22,32,38,39,38,25,65,29,46,39,40,44,34,33,18,36,20,41,15,24,0,45,39,37,15,31,29,50,27,30,62
31,7,10,21,32,18,22,8,18,21,29,23,12,19,20,32,37,14,32,21,32,21,48,44,45,0,19,20,31,28,45,14,44,23,29
21,14,20,3,22,28,7,18,3,26,32,33,20,3,3,16,27,24,36,9,37,3,41,33,40,18,0,5,32,17,35,17,34,33,27
18,14,20,7,19,29,6,18,5,24,33,32,21,4,6,15,25,23,34,7,35,7,39,31,38,19,5,0,30,15,32,18,31,32,29
23,29,24,34,16,18,30,25,30,11,53,16,32,32,32,36,27,19,9,29,10,34,19,19,15,31,32,30,0,23,23,37,22,17,50
7,23,27,19,14,29,13,27,15,21,42,29,30,16,17,16,15,26,30,12,31,19,33,25,32,27,17,15,24,0,27,27,26,30,39
24,39,41,35,16,38,32,42,32,31,59,36,47,33,34,38,27,38,30,30,31,35,28,8,28,44,33,31,23,25,0,44,3,37,56
