Name: bar-n10-m4-c3-OD-large
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 3
CapacityHD: 100
VehicleHDs: 2
CapacityOD: 50
VehicleODs: 12
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.3719594,2.1121604,[7, 2, 1, 9],43,163,10,6
2,41.4072565,2.1217426,[14, 6, 2, 18],0,102,10,7
3,41.4625923,2.2045488,[14, 6, 2, 13],101,221,10,8
4,41.451625,2.2341474,[7, 2, 1, 11],110,230,10,9
5,41.3804674,2.0809159,[14, 6, 2, 9],0,120,10,10
6,41.4087687,2.1412546,[-7, -2, -1, -9],65,185,10,1
7,41.4415796,2.2192121,[-14, -6, -2, -18],32,152,10,2
8,41.4082703,2.1708935,[-14, -6, -2, -13],124,230,10,3
9,41.4495961,2.2180694,[-7, -2, -1, -11],126,222,10,4
10,41.4113774,2.2072199,[-14, -6, -2, -9],37,157,10,5
StartID EndID StartX StartY EndX EndY StartT EndT
11,23,41.4404673,2.2378337,41.4449382,2.2241955,0,411
12,24,41.3773527,2.1744796,41.3601525,2.1023202,115,475
13,25,41.4337282,2.2172295,41.4382381,2.22407,44,443
14,26,41.4130442,2.1544329,41.3769211,2.1677816,140,440
15,27,41.457734,2.212668,41.4532509,2.0740358,64,523
16,28,41.3532624,2.095218,41.3681459,2.1014342,85,493
17,29,41.4516487,2.2359664,41.4345712,2.2231087,0,720
18,30,41.4074951,2.1878004,41.3986325,2.1499611,93,510
19,31,41.4497458,2.2077945,41.4625924,2.2398991,118,478
20,32,41.469147,2.2341853,41.4105332,2.208314,95,494
21,33,41.448492,2.226258,41.4012418,2.1629208,87,519
22,34,41.4520389,2.2273956,41.4168684,2.179132,93,498
edge
0,12,12,19,17,16,14,18,11,18,13,16,3,15,13,18,13,17,11,17,19,18,18,19,13,16,3,22,14,15,9,18,13,9,13
11,0,9,20,25,7,12,23,15,21,19,24,13,21,15,20,7,24,15,19,22,23,22,23,6,23,13,19,4,22,12,22,19,13,16
12,9,0,14,19,9,6,17,9,15,16,19,12,15,9,13,9,18,12,13,16,17,16,17,11,17,13,13,10,16,7,15,16,10,11
19,20,13,0,10,20,14,9,13,7,11,11,17,9,15,4,20,9,13,4,7,8,8,9,22,9,18,24,21,10,15,7,12,15,12
18,24,17,9,0,24,18,8,15,6,10,8,16,7,18,7,24,2,12,7,6,5,4,7,25,6,17,28,25,7,19,5,10,16,14
14,7,10,21,26,0,13,24,16,22,22,25,16,22,16,20,8,25,18,20,23,24,23,24,9,24,16,20,7,23,14,22,22,15,18
13,13,7,16,20,14,0,19,8,17,14,19,13,16,8,15,15,20,11,15,18,19,18,19,16,18,13,19,15,18,6,17,15,9,9
17,23,15,9,6,22,17,0,12,6,9,6,15,4,16,7,23,7,11,6,9,5,5,4,24,2,16,27,23,4,17,8,10,15,12
10,13,9,13,14,16,8,13,0,14,8,13,9,10,5,13,16,14,5,11,15,15,15,15,16,12,10,20,15,11,6,14,8,3,4
18,21,14,6,7,21,15,6,12,0,11,7,16,7,15,4,21,6,13,3,7,4,4,5,23,6,17,25,22,7,16,7,11,15,12
11,19,15,12,10,22,15,9,8,11,0,9,9,6,12,11,18,10,5,10,12,11,11,11,18,8,10,27,21,8,12,10,1,10,8
17,24,17,11,4,24,19,6,14,7,9,0,15,6,17,8,24,5,11,8,8,5,6,6,24,5,16,29,25,5,18,6,9,15,13
6,14,14,18,16,18,14,17,11,17,12,15,0,14,12,17,14,16,10,16,18,17,17,18,14,15,4,25,16,14,10,17,12,9,12
14,20,14,8,6,20,15,4,9,6,6,5,12,0,13,7,20,6,8,6,9,6,6,6,21,3,13,25,22,2,14,7,6,11,9
