Name: bar-n45-m4-c2-OD-small
Type: GPDPOD-IMC
Commodity type: 4
Compartment num: 2
CapacityHD: 100
VehicleHDs: 13
CapacityOD: 50
VehicleODs: 9
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0],0,240,0,0
1,41.4319909,2.2300518,[14, 6, 2, 28],20,140,10,23
2,41.3317926,2.0992391,[14, 6, 2, 31],79,199,10,24
3,41.4119643,2.1535583,[7, 2, 1, 12],53,173,10,25
4,41.4659771,2.051335,[7, 2, 1, 5],64,184,10,26
5,41.354318,2.0671293,[14, 6, 2, 22],0,240,10,27
6,41.3742058,2.1417345,[14, 6, 2, 27],0,98,10,28
7,41.4439526,2.0660729,[3, 1, 0, 7],0,93,10,29
8,41.3249642,2.1020255,[7, 2, 1, 16],0,111,10,30
9,41.3830452,2.0762528,[14, 6, 2, 34],56,176,10,31
10,41.4567419,2.2083613,[14, 6, 2, 18],100,220,10,32
11,41.4502702,2.2114644,[14, 6, 2, 23],0,108,10,33
12,41.439989,2.2290181,[14, 6, 2, 33],38,158,10,34
13,41.3774977,2.1176535,[14, 6, 2, 31],103,223,10,35
14,41.3773527,2.1744796,[14, 6, 2, 36],115,235,10,36
15,41.4277157,2.134492,[14, 6, 2, 32],91,211,10,37
16,41.4166572,2.1910521,[14, 6, 2, 10],112,232,10,38
17,41.4479353,2.2194344,[3, 6, 1, 4],19,139,10,39
18,41.3551318,2.1338972,[3, 6, 1, 4],0,112,10,40
19,41.4520616,2.2095902,[7, 2, 1, 12],81,201,10,41
20,41.4569328,2.0624987,[14, 6, 2, 22],90,210,10,42
21,41.4062484,2.1650543,[14, 6, 2, 33],122,240,10,43
22,41.3609936,2.0825021,[14, 6, 2, 28],4,124,10,44
23,41.4497006,2.2229892,[-14, -6, -2, -28],38,158,10,1
24,41.3847151,2.066434,[-14, -6, -2, -31],108,222,10,2
25,41.4368711,2.234578,[-7, -2, -1, -12],78,198,10,3
26,41.3844065,2.1627032,[-7, -2, -1, -5],92,212,10,4
27,41.4514197,2.2251463,[-14, -6, -2, -22],0,240,10,5
28,41.3764913,2.085174,[-14, -6, -2, -27],20,140,10,6
29,41.4510034,2.1897076,[-3, -1, 0, -7],29,149,10,7
30,41.4426171,2.2117085,[-7, -2, -1, -16],36,156,10,8
31,41.4008741,2.1610253,[-14, -6, -2, -34],88,208,10,9
32,41.3853736,2.1685885,[-14, -6, -2, -18],130,234,10,10
33,41.4373567,2.2074204,[-14, -6, -2, -23],16,136,10,11
34,41.3720005,2.100837,[-14, -6, -2, -33],71,191,10,12
35,41.375952,2.1157719,[-14, -6, -2, -31],115,232,10,13
36,41.3601525,2.1023202,[-14, -6, -2, -36],141,229,10,14
37,41.3781464,2.1438984,[-14, -6, -2, -32],115,235,10,15
38,41.386186,2.1769304,[-14, -6, -2, -10],133,234,10,16
39,41.3835998,2.1734228,[-3, -6, -1, -4],48,168,10,17
40,41.4645297,2.0827599,[-3, -6, -1, -4],32,152,10,18
41,41.4501622,2.2232451,[-7, -2, -1, -12],94,214,10,19
42,41.3711077,2.1131479,[-14, -6, -2, -22],122,230,10,20
43,41.4201793,2.2027689,[-14, -6, -2, -33],140,226,10,21
44,41.4496721,2.2373738,[-14, -6, -2, -28],48,168,10,22
StartID EndID StartX StartY EndX EndY StartT EndT
45,54,41.442579,2.2111895,41.374026,2.113582,0,453
46,55,41.4465068,2.237916,41.4190316,2.182984,0,720
47,56,41.4322631,2.2139613,41.4301121,2.1404225,48,474
48,57,41.4258103,2.2260865,41.374596,2.116264,112,472
49,58,41.3297511,2.0991478,41.4146917,2.162891,127,466
50,59,41.3819329,2.0795768,41.3238794,2.0912046,0,438
51,60,41.3630995,2.0686934,41.376774,2.1326213,127,466
52,61,41.4278079,2.169431,41.4369304,2.2198839,78,501
53,62,41.401785,2.1156419,41.3723636,2.1601655,43,478
edge
0,14,14,12,21,15,6,18,14,17,16,17,15,11,3,16,12,17,9,18,21,11,16,18,19,15,6,18,15,19,16,10,6,16,15,10,13,6,7,8,23,18,12,14,16,16,17,15,13,15,16,19,14,12,11,13,16,10,12,16,8,16,3
15,0,22,15,26,23,19,23,22,23,8,8,4,22,13,15,10,8,19,9,26,14,23,7,25,4,15,7,22,10,6,14,15,6,23,21,22,18,12,17,24,8,23,6,7,5,6,4,2,23,22,26,12,17,22,10,13,21,13,24,20,5,17
12,20,0,18,24,9,10,20,3,14,22,23,21,13,11,19,19,23,8,24,23,18,10,23,16,21,14,23,12,23,21,17,14,22,11,12,8,12,14,15,25,24,12,20,22,21,22,20,19,1,13,13,21,13,12,20,17,12,18,5,12,21,12
12,14,16,0,17,18,11,14,18,14,13,13,15,11,11,8,8,15,13,15,17,4,14,16,16,15,7,16,13,13,14,6,8,13,14,10,15,10,9,11,19,15,13,10,15,14,16,13,15,17,14,17,8,8,11,7,8,10,4,20,10,14,11
22,26,23,19,0,21,20,8,24,18,21,22,26,18,21,17,23,24,21,23,5,19,18,24,20,27,18,25,17,22,22,19,19,23,18,17,20,19,21,22,6,24,19,25,27,22,28,24,26,23,18,21,19,12,18,22,16,18,18,25,18,25,21
15,22,10,19,20,0,15,19,11,9,22,23,24,12,14,17,22,25,13,24,22,19,5,25,11,24,17,25,8,22,23,19,17,24,10,10,8,16,17,18,23,25,12,22,24,23,25,23,22,11,9,5,19,11,11,22,16,11,18,11,14,24,17
5,17,10,11,19,14,0,15,11,12,19,19,18,6,7,14,11,20,6,20,18,10,12,20,14,18,6,20,10,19,18,9,6,16,10,5,9,3,8,9,20,21,7,13,18,18,19,15,17,11,11,14,13,8,6,12,13,6,11,14,3,17,4
19,24,20,16,8,19,17,0,21,15,19,20,24,15,18,14,20,22,18,21,5,16,15,22,17,25,15,23,14,19,20,16,16,21,15,15,17,16,18,19,8,22,16,22,25,20,26,22,24,20,15,18,16,9,15,19,13,15,15,22,15,23,18
13,20,3,19,24,10,11,21,0,14,23,24,22,14,12,19,20,24,9,24,24,19,11,24,17,22,14,24,13,24,22,18,15,23,12,13,9,12,15,16,26,25,12,20,22,22,23,21,19,2,14,13,22,13,13,21,18,13,19,4,12,22,13
16,25,14,17,20,11,12,17,15,0,20,21,26,9,17,16,20,23,15,22,20,17,9,24,4,26,15,24,4,20,22,17,16,22,8,8,10,13,18,19,22,23,9,22,27,22,27,23,25,14,2,9,18,10,8,20,14,8,17,16,11,24,15
17,9,23,13,21,23,20,19,25,19,0,3,7,19,15,11,11,4,21,2,22,13,18,5,21,8,17,5,18,6,5,14,17,6,19,18,20,19,15,19,19,4,20,8,8,5,8,7,9,24,18,22,10,13,19,9,9,18,12,26,18,8,19
17,7,24,14,23,24,21,20,24,20,3,0,5,20,15,13,11,2,21,2,23,13,20,3,22,6,17,3,19,7,3,14,17,6,20,20,22,19,14,19,21,2,21,8,7,3,7,6,9,25,20,23,10,14,20,9,10,20,12,26,20,6,19
15,3,23,15,26,24,19,23,23,23,7,6,0,22,13,15,9,5,19,7,26,14,23,4,25,2,15,4,22,10,5,14,15,6,23,21,23,18,13,17,24,5,23,6,4,5,3,4,5,23,22,26,12,17,22,10,13,21,13,25,20,3,17
9,20,12,12,19,13,6,15,14,9,18,19,21,0,11,14,15,21,9,20,18,12,10,22,11,21,9,22,7,18,20,12,10,20,7,2,8,7,12,13,20,21,5,16,22,20,23,19,21,13,8,11,16,8,3,15,12,2,12,16,5,20,8
6,13,14,12,24,15,9,21,14,19,16,16,14,14,0,16,12,16,11,17,23,11,16,17,21,14,7,17,18,18,15,10,6,15,17,13,14,9,6,7,25,17,14,13,15,15,16,14,12,15,19,19,14,14,14,12,15,13,12,16,11,15,8
