Name: ber-n15-m6-c2-OD1.0
Type: GPDPOD-IMC
Commodity type: 6
Compartment num: 2
CapacityHD: 100
VehicleHDs: 12
CapacityOD: 50
VehicleODs: 1
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,52.4517877,13.3258861,[0, 0, 0, 0, 0, 0],0,240,0,0
1,52.4200918,13.492152,[21, 7, 12, 5, 0, 35],0,82,5,8
2,52.6105417,13.2394849,[21, 7, 12, 5, 0, 35],42,162,5,9
3,52.4326493,13.4969351,[5, 1, 2, 1, 5, 6],5,125,5,10
4,52.4905608,13.5364526,[10, 3, 6, 2, 11, 13],96,216,5,11
5,52.4927163,13.5137877,[10, 3, 6, 2, 11, 12],23,143,5,12
6,52.5594006,13.4977269,[5, 1, 2, 1, 6, 0],81,201,5,13
7,52.6087709,13.4335265,[5, 1, 2, 1, 1, 4],76,196,5,14
8,52.4825644,13.5193375,[-21, -7, -12, -5, 0, -35],21,141,5,1
9,52.4260394,13.587318,[-21, -7, -12, -5, 0, -35],99,207,5,2
10,52.5707958,13.4425,[-5, -1, -2, -1, -5, -6],40,160,5,3
11,52.5741403,13.5151341,[-10, -3, -6, -2, -11, -13],121,203,5,4
12,52.445441,13.4986863,[-10, -3, -6, -2, -11, -12],44,164,5,5
13,52.4347539,13.7157242,[-5, -1, -2, -1, -6, 0],127,194,5,6
14,52.4522848,13.1454437,[-5, -1, -2, -1, -1, -4],131,205,5,7
StartID EndID StartX StartY EndX EndY StartT EndT
15,30,52.4217253,13.5388728,52.4221335,13.3417295,0,480
16,31,52.573885,13.2213694,52.4750367,13.548083,8,548
17,32,52.6118749,13.2366104,52.4932429,13.1813556,27,519
18,33,52.5497747,13.1712069,52.4400522,13.2393985,92,494
19,34,52.3884905,13.6326021,52.5401725,13.4423309,96,456
20,35,52.5215931,13.2562716,52.5470126,13.5694664,64,478
21,36,52.4878607,13.5201731,52.6117818,13.2371153,17,536
22,37,52.4354195,13.4733428,52.607578,13.2383568,0,720
23,38,52.6025727,13.4088858,52.5973753,13.3798194,20,422
24,39,52.4626789,13.5239581,52.5072158,13.6102962,0,435
25,40,52.6161155,13.2284906,52.5085312,13.235683,122,476
26,41,52.6004651,13.2417933,52.5845909,13.3340929,77,494
27,42,52.4352535,13.4622307,52.5697274,13.3219033,0,483
28,43,52.4257025,13.494234,52.4274721,13.4864184,72,456
29,44,52.4839823,13.5293803,52.4534737,13.5180366,98,458
edge
0,21,31,18,29,30,31,37,26,32,29,37,20,45,36,22,30,30,29,33,16,27,18,36,23,32,29,18,20,26,10,35,28,14,24,37,30,31,32,40,18,25,21,19,22
22,0,42,4,18,20,29,41,16,19,33,34,7,33,47,9,41,41,40,20,27,17,5,42,12,43,40,6,3,16,22,25,39,31,28,30,41,42,41,30,29,36,33,3,10
30,41,0,38,45,43,36,30,45,52,30,40,40,65,40,43,16,1,24,53,22,44,38,27,43,5,4,38,40,44,38,52,32,32,29,44,1,2,21,49,26,15,14,40,42
19,5,39,0,15,16,26,37,13,15,30,31,4,30,44,6,38,38,37,17,24,14,6,38,9,40,37,7,4,13,22,21,36,28,25,27,38,39,38,26,26,33,29,3,6
30,20,45,17,0,6,16,31,7,19,23,20,15,29,55,19,49,44,48,27,35,5,19,34,10,46,44,20,19,4,34,11,47,39,18,16,44,45,34,16,37,35,34,18,13
31,21,43,18,7,0,15,30,8,21,22,20,16,31,56,20,48,42,47,28,36,5,20,32,11,44,41,21,20,6,35,14,48,40,17,15,42,43,32,15,38,33,31,19,14
33,30,37,28,16,15,0,18,18,31,10,7,25,41,53,30,42,36,41,38,31,15,30,20,20,38,35,31,29,15,38,23,45,42,11,12,36,37,23,20,35,25,25,29,23
36,41,30,38,31,29,17,0,31,45,10,16,37,56,50,42,38,30,38,49,28,30,38,6,35,31,28,37,40,30,41,38,42,39,14,25,29,30,12,35,32,18,19,39,35
27,17,44,14,7,8,18,32,0,17,23,22,12,29,52,17,47,43,46,24,32,6,16,34,7,45,43,17,16,4,31,13,44,36,18,18,43,44,33,18,34,34,33,15,10
33,20,53,17,19,22,31,45,18,0,37,36,16,22,59,14,53,53,52,19,39,19,21,47,14,55,52,21,19,17,37,23,51,43,32,28,53,54,47,23,41,47,44,18,12
30,34,30,32,23,21,9,10,23,38,0,12,30,48,48,35,36,29,35,42,25,22,31,12,27,31,28,31,34,22,35,30,40,36,8,19,29,30,15,27,29,18,19,33,28
37,35,40,32,21,19,7,16,22,35,12,0,30,45,57,35,46,39,44,42,35,20,34,17,25,41,38,35,34,20,42,28,49,45,14,13,39,40,22,24,39,28,29,33,28
21,8,41,5,14,15,25,38,11,15,30,29,0,30,46,10,40,40,39,19,26,12,7,39,7,42,39,8,7,11,24,20,38,30,24,25,40,41,39,25,28,34,31,6,5
