Name: bar-n15-m6-c2-OD1.0
Type: GPDPOD-IMC
Commodity type: 6
Compartment num: 2
CapacityHD: 100
VehicleHDs: 6
CapacityOD: 50
VehicleODs: 1
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0, 0, 0],0,240,0,0
1,41.4258103,2.2260865,[10, 3, 6, 2, 11, 10],112,232,10,8
2,41.4465834,2.2143408,[5, 1, 2, 1, 5, 6],0,102,10,9
3,41.3622974,2.0931396,[10, 3, 6, 2, 32, 3],0,240,10,10
4,41.3830452,2.0762528,[21, 7, 12, 5, 0, 39],56,176,10,11
5,41.4487614,2.2160931,[10, 3, 3, 2, 2, 10],117,237,10,12
6,41.3736968,2.1209403,[21, 7, 12, 5, 0, 44],66,186,10,13
7,41.4166572,2.1910521,[10, 3, 6, 2, 11, 16],112,232,10,14
8,41.374596,2.116264,[-10, -3, -6, -2, -11, -10],145,231,10,1
9,41.4225051,2.1790776,[-5, -1, -2, -1, -5, -6],24,144,10,2
10,41.3948773,2.1903514,[-10, -3, -6, -2, -32, -3],0,240,10,3
11,41.4008741,2.1610253,[-21, -7, -12, -5, 0, -39],88,208,10,4
12,41.4029761,2.1475665,[-10, -3, -3, -2, -2, -10],142,231,10,5
13,41.4077817,2.1493673,[-21, -7, -12, -5, 0, -44],86,206,10,6
14,41.386186,2.1769304,[-10, -3, -6, -2, -11, -16],133,234,10,7
StartID EndID StartX StartY EndX EndY StartT EndT
15,30,41.4552567,2.2151101,41.3626952,2.0778621,85,502
16,31,41.388833,2.0858048,41.3914257,2.1634969,89,521
17,32,41.4623355,2.2014148,41.3832447,2.074934,75,522
18,33,41.4582638,2.0713341,41.4065696,2.1451119,0,441
19,34,41.4439526,2.0660729,41.4510034,2.1897076,0,447
20,35,41.3812716,2.1648239,41.3746145,2.1643053,0,720
21,36,41.3833251,2.0764792,41.4322033,2.1872315,0,477
22,37,41.4567419,2.2083613,41.3853736,2.1685885,100,502
23,38,41.3995238,2.1961495,41.3857565,2.0988148,83,512
24,39,41.4446179,2.2398851,41.3182357,2.0824932,33,501
25,40,41.455319,2.2086932,41.4173957,2.2100637,0,720
26,41,41.4436929,2.2246727,41.4349816,2.1930256,0,720
27,42,41.3544296,2.0735694,41.3906531,2.0730443,25,454
28,43,41.452299,2.2327227,41.444196,2.2231824,128,464
29,44,41.4569328,2.0624987,41.3711077,2.1131479,90,510
edge
0,13,16,14,17,17,10,12,10,13,9,10,10,10,7,19,18,18,22,18,5,17,16,9,17,17,19,16,18,21,17,7,17,12,19,2,16,6,14,16,13,17,19,19,12
14,0,6,21,22,7,20,9,21,10,10,13,15,14,11,9,24,9,25,22,15,22,7,10,7,8,8,24,8,25,23,13,22,15,9,14,10,14,20,23,5,8,24,8,22
16,8,0,19,20,2,20,10,20,11,13,14,15,14,13,3,21,5,23,20,17,20,4,12,8,4,5,24,6,23,20,14,20,14,7,16,9,16,17,25,7,6,22,5,21
14,22,19,0,8,19,7,18,7,16,18,14,12,12,15,19,11,19,18,14,14,8,17,19,25,18,23,6,23,17,4,13,8,12,17,14,19,14,7,10,21,19,10,23,6
16,25,22,8,0,22,9,20,8,19,21,17,15,15,18,22,7,22,21,17,16,1,20,21,28,21,26,11,26,20,8,16,2,15,20,15,22,16,6,14,23,22,4,26,9
16,8,1,19,20,0,20,11,20,11,13,14,15,14,14,3,22,5,23,20,18,21,4,12,8,3,5,24,6,23,21,15,20,15,7,17,10,16,18,25,8,7,22,5,21
9,20,21,9,9,21,0,14,2,14,15,12,10,10,12,21,12,20,19,16,9,9,19,15,23,20,24,12,23,19,11,9,9,11,19,9,18,10,8,14,17,19,11,24,4
14,9,10,18,19,10,15,0,15,4,9,6,9,7,10,11,20,10,22,19,11,19,9,8,12,10,13,23,12,22,20,8,19,8,9,12,5,10,17,23,6,6,21,13,17
9,20,20,8,8,20,2,14,0,14,15,11,10,10,12,20,10,19,18,15,9,8,18,15,22,19,23,11,23,18,9,9,8,10,18,8,18,10,6,13,17,19,10,23,3
13,10,10,16,18,9,14,4,14,0,9,6,8,6,10,10,19,10,21,17,11,18,8,9,13,9,13,21,13,20,18,8,18,8,8,12,5,10,15,22,7,7,20,13,17
9,11,12,17,19,13,13,6,14,7,0,7,9,8,5,15,20,14,23,19,8,19,13,4,13,13,15,19,14,22,20,6,19,9,14,9,10,6,16,19,9,11,21,15,15
9,14,15,15,15,15,10,7,10,7,9,0,5,5,6,16,17,15,20,16,7,16,14,9,16,14,18,19,17,19,16,4,15,7,14,8,10,5,13,19,11,11,17,18,13
9,15,15,13,14,15,9,9,9,9,10,5,0,3,7,16,15,15,16,13,7,14,14,10,18,14,19,18,18,16,14,4,14,4,13,8,12,6,11,17,12,14,16,19,11
10,14,14,11,13,14,9,8,9,6,9,5,3,0,8,14,14,13,16,12,8,13,12,10,17,12,17,16,17,15,13,5,13,3,12,9,10,7,10,17,11,12,15,17,12
6,10,13,15,17,14,11,8,12,8,5,5,7,7,0,16,18,15,21,18,5,17,14,6,14,14,16,17,15,21,17,4,17,9,15,6,12,3,14,16,10,12,19,16,13
19,10,4,21,22,3,21,12,21,12,15,16,16,16,16,0,23,6,25,22,20,22,4,15,8,4,6,26,6,25,22,17,22,16,9,19,11,19,19,26,10,9,24,6,23
16,25,22,9,4,22,10,20,9,19,21,17,15,14,18,22,0,22,21,17,17,4,20,21,28,21,26,13,26,20,10,15,4,15,20,16,22,16,6,15,23,22,5,26,10
18,10,5,19,20,5,19,12,19,11,15,15,14,14,16,5,21,0,23,20,20,20,3,14,10,4,9,24,9,23,20,17,20,14,7,18,11,18,17,24,10,8,22,9,21
22,24,21,18,19,21,18,23,18,21,24,19,17,17,21,22,20,21,0,6,20,19,20,24,27,20,25,23,25,4,19,19,19,17,20,21,24,20,16,23,23,22,21,25,20
19,24,21,14,15,21,15,20,15,18,21,16,13,13,18,21,17,20,6,0,17,15,19,21,26,20,24,19,24,5,16,15,15,14,19,18,20,16,13,20,23,21,17,24,16
6,13,16,15,17,17,11,11,11,12,9,9,9,9,7,19,19,18,22,19,0,17,17,10,17,17,19,17,18,22,18,6,17,11,19,5,15,5,15,17,14,16,19,19,12
15,25,22,8,2,22,9,20,8,19,21,17,15,15,18,22,7,22,21,17,16,0,20,21,28,21,26,11,26,20,8,16,2,15,20,15,22,16,6,14,23,22,4,26,9
17,9,3,18,19,3,18,11,18,10,14,14,13,13,15,3,20,3,22,19,19,19,0,13,9,1,7,23,7,22,19,16,19,13,6,17,10,17,16,23,9,7,21,7,20
10,9,11,18,21,12,15,6,15,7,3,8,10,9,7,14,22,13,24,21,9,21,12,0,12,12,14,20,13,24,21,7,20,10,13,10,10,7,18,20,7,10,22,13,17
17,7,7,23,24,7,22,11,23,13,13,15,17,16,14,7,26,10,27,24,18,25,9,12,0,8,6,26,3,27,25,15,24,17,12,17,13,16,22,26,7,11,26,6,24
19,11,4,20,21,3,20,12,21,11,15,15,16,15,16,4,22,5,24,21,20,21,3,15,9,0,7,25,7,24,21,17,21,15,8,19,10,19,18,26,10,8,23,7,22
17,6,5,23,24,5,23,11,23,12,13,15,17,16,14,5,25,8,27,24,18,24,7,12,4,6,0,26,5,27,24,15,24,17,10,17,11,17,21,26,8,9,26,3,24
16,22,22,5,10,22,11,21,10,20,19,18,15,15,18,23,14,22,21,18,17,10,21,20,27,21,26,0,26,21,5,16,10,15,20,17,22,17,10,11,23,22,12,26,10
16,7,6,23,24,6,22,11,22,13,13,15,17,16,14,6,25,9,27,23,18,24,7,12,4,7,7,26,0,26,24,15,24,17,11,16,13,16,21,26,7,11,26,7,24
21,26,23,17,18,23,17,22,17,20,23,18,15,16,20,23,19,23,3,5,19,18,21,23,29,22,27,21,27,0,18,18,18,16,21,20,23,19,15,22,25,23,20,27,19
16,24,22,4,7,22,9,20,9,19,20,17,15,14,18,22,11,21,20,17,16,7,20,21,27,21,25,6,25,20,0,15,6,15,20,16,21,16,9,11,23,22,8,25,10
7,12,13,13,14,14,9,6,9,7,7,4,5,4,4,16,16,15,19,15,5,15,14,7,15,14,16,18,15,18,15,0,14,6,14,6,10,3,12,16,9,11,16,16,11
16,26,23,9,1,23,9,21,9,20,21,17,15,15,18,23,7,22,21,18,16,1,21,22,28,22,26,12,26,21,9,16,0,15,21,16,22,17,6,14,24,23,5,26,10
11,16,15,12,14,15,9,9,9,8,11,6,3,2,8,15,15,14,17,13,9,14,13,11,18,13,18,17,18,16,14,6,14,0,13,9,11,7,11,18,12,13,16,18,12
17,9,7,17,18,7,17,9,17,8,14,12,12,12,15,7,19,6,21,18,17,18,5,13,12,5,10,21,10,20,18,14,18,12,0,17,8,16,15,22,9,6,20,10,19
2,13,16,15,17,17,10,12,10,13,9,10,10,11,7,19,18,18,22,18,6,17,17,10,18,17,19,17,18,21,17,7,17,12,19,0,16,6,14,16,14,17,19,19,12
16,9,8,19,20,8,17,6,17,5,11,9,11,9,13,9,21,9,23,20,14,20,7,11,13,8,12,24,12,23,20,11,20,10,7,15,0,12,17,25,8,4,22,12,19
6,12,14,15,16,15,10,8,11,9,6,6,7,6,3,17,17,16,20,17,4,16,15,6,15,15,17,18,16,20,17,2,16,8,15,5,12,0,13,17,11,13,18,17,12
14,22,19,8,6,19,8,17,7,16,18,14,11,12,15,19,6,19,18,14,14,6,17,18,25,18,23,13,23,17,10,12,6,12,17,14,19,13,0,14,20,19,8,23,8
