Name: bar-n15-m5-c2-OD0.5
Type: GPDPOD-IMC
Commodity type: 5
Compartment num: 2
CapacityHD: 100
VehicleHDs: 6
CapacityOD: 50
VehicleODs: 0
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,41.3722496,2.1636008,[0, 0, 0, 0, 0],0,240,0,0
1,41.4258103,2.2260865,[10, 3, 6, 2, 14],112,232,10,8
2,41.4465834,2.2143408,[5, 1, 2, 1, 7],0,102,10,9
3,41.3622974,2.0931396,[10, 3, 6, 2, 25],0,240,10,10
4,41.3830452,2.0762528,[21, 7, 12, 5, 25],56,176,10,11
5,41.4487614,2.2160931,[5, 1, 2, 1, 16],117,237,10,12
6,41.3736968,2.1209403,[21, 7, 12, 5, 29],66,186,10,13
7,41.4166572,2.1910521,[10, 3, 6, 2, 19],112,232,10,14
8,41.374596,2.116264,[-10, -3, -6, -2, -14],145,231,10,1
9,41.4225051,2.1790776,[-5, -1, -2, -1, -7],24,144,10,2
10,41.3948773,2.1903514,[-10, -3, -6, -2, -25],0,240,10,3
11,41.4008741,2.1610253,[-21, -7, -12, -5, -25],88,208,10,4
12,41.4029761,2.1475665,[-5, -1, -2, -1, -16],142,231,10,5
13,41.4077817,2.1493673,[-21, -7, -12, -5, -29],86,206,10,6
14,41.386186,2.1769304,[-10, -3, -6, -2, -19],133,234,10,7
StartID EndID StartX StartY EndX EndY StartT EndT
15,23,41.4552567,2.2151101,41.3626952,2.0778621,85,502
16,24,41.388833,2.0858048,41.3914257,2.1634969,89,521
17,25,41.4623355,2.2014148,41.3832447,2.074934,75,522
18,26,41.4582638,2.0713341,41.4065696,2.1451119,0,441
19,27,41.4439526,2.0660729,41.4510034,2.1897076,0,447
20,28,41.3812716,2.1648239,41.3746145,2.1643053,0,720
21,29,41.3833251,2.0764792,41.4322033,2.1872315,0,477
22,30,41.4567419,2.2083613,41.3853736,2.1685885,100,502
edge
0,13,16,14,17,17,10,12,10,13,9,10,10,10,7,19,18,18,22,18,5,17,16,17,7,17,12,19,2,16,6
14,0,6,21,22,7,20,9,21,10,10,13,15,14,11,9,24,9,25,22,15,22,7,23,13,22,15,9,14,10,14
16,8,0,19,20,2,20,10,20,11,13,14,15,14,13,3,21,5,23,20,17,20,4,20,14,20,14,7,16,9,16
14,22,19,0,8,19,7,18,7,16,18,14,12,12,15,19,11,19,18,14,14,8,17,4,13,8,12,17,14,19,14
16,25,22,8,0,22,9,20,8,19,21,17,15,15,18,22,7,22,21,17,16,1,20,8,16,2,15,20,15,22,16
16,8,1,19,20,0,20,11,20,11,13,14,15,14,14,3,22,5,23,20,18,21,4,21,15,20,15,7,17,10,16
9,20,21,9,9,21,0,14,2,14,15,12,10,10,12,21,12,20,19,16,9,9,19,11,9,9,11,19,9,18,10
14,9,10,18,19,10,15,0,15,4,9,6,9,7,10,11,20,10,22,19,11,19,9,20,8,19,8,9,12,5,10
9,20,20,8,8,20,2,14,0,14,15,11,10,10,12,20,10,19,18,15,9,8,18,9,9,8,10,18,8,18,10
13,10,10,16,18,9,14,4,14,0,9,6,8,6,10,10,19,10,21,17,11,18,8,18,8,18,8,8,12,5,10
9,11,12,17,19,13,13,6,14,7,0,7,9,8,5,15,20,14,23,19,8,19,13,20,6,19,9,14,9,10,6
9,14,15,15,15,15,10,7,10,7,9,0,5,5,6,16,17,15,20,16,7,16,14,16,4,15,7,14,8,10,5
9,15,15,13,14,15,9,9,9,9,10,5,0,3,7,16,15,15,16,13,7,14,14,14,4,14,4,13,8,12,6
10,14,14,11,13,14,9,8,9,6,9,5,3,0,8,14,14,13,16,12,8,13,12,13,5,13,3,12,9,10,7
6,10,13,15,17,14,11,8,12,8,5,5,7,7,0,16,18,15,21,18,5,17,14,17,4,17,9,15,6,12,3
