Name: ber-n15-m5-c2-OD0.5
Type: GPDPOD-IMC
Commodity type: 5
Compartment num: 2
CapacityHD: 100
VehicleHDs: 10
CapacityOD: 50
VehicleODs: 0
ID Xc Yc DEMAND StartT EndT SerT PairedID
0,52.4517877,13.3258861,[0, 0, 0, 0, 0],0,240,0,0
1,52.4200918,13.492152,[21, 7, 12, 5, 21],0,82,5,8
2,52.6105417,13.2394849,[21, 7, 12, 5, 21],42,162,5,9
3,52.4326493,13.4969351,[5, 1, 2, 1, 7],5,125,5,10
4,52.4905608,13.5364526,[10, 3, 6, 2, 16],96,216,5,11
5,52.4927163,13.5137877,[10, 3, 6, 2, 15],23,143,5,12
6,52.5594006,13.4977269,[2, 0, 1, 6, 3],81,201,5,13
7,52.6087709,13.4335265,[2, 0, 1, 0, 8],76,196,5,14
8,52.4825644,13.5193375,[-21, -7, -12, -5, -21],21,141,5,1
9,52.4260394,13.587318,[-21, -7, -12, -5, -21],99,207,5,2
10,52.5707958,13.4425,[-5, -1, -2, -1, -7],40,160,5,3
11,52.5741403,13.5151341,[-10, -3, -6, -2, -16],121,203,5,4
12,52.445441,13.4986863,[-10, -3, -6, -2, -15],44,164,5,5
13,52.4347539,13.7157242,[-2, 0, -1, -6, -3],127,194,5,6
14,52.4522848,13.1454437,[-2, 0, -1, 0, -8],131,205,5,7
StartID EndID StartX StartY EndX EndY StartT EndT
15,23,52.4217253,13.5388728,52.4221335,13.3417295,0,480
16,24,52.573885,13.2213694,52.4750367,13.548083,8,548
17,25,52.6118749,13.2366104,52.4932429,13.1813556,27,519
18,26,52.5497747,13.1712069,52.4400522,13.2393985,92,494
19,27,52.3884905,13.6326021,52.5401725,13.4423309,96,456
20,28,52.5215931,13.2562716,52.5470126,13.5694664,64,478
21,29,52.4878607,13.5201731,52.6117818,13.2371153,17,536
22,30,52.4354195,13.4733428,52.607578,13.2383568,0,720
edge
0,21,31,18,29,30,31,37,26,32,29,37,20,45,36,22,30,30,29,33,16,27,18,10,35,28,14,24,37,30,31
22,0,42,4,18,20,29,41,16,19,33,34,7,33,47,9,41,41,40,20,27,17,5,22,25,39,31,28,30,41,42
30,41,0,38,45,43,36,30,45,52,30,40,40,65,40,43,16,1,24,53,22,44,38,38,52,32,32,29,44,1,2
19,5,39,0,15,16,26,37,13,15,30,31,4,30,44,6,38,38,37,17,24,14,6,22,21,36,28,25,27,38,39
30,20,45,17,0,6,16,31,7,19,23,20,15,29,55,19,49,44,48,27,35,5,19,34,11,47,39,18,16,44,45
31,21,43,18,7,0,15,30,8,21,22,20,16,31,56,20,48,42,47,28,36,5,20,35,14,48,40,17,15,42,43
33,30,37,28,16,15,0,18,18,31,10,7,25,41,53,30,42,36,41,38,31,15,30,38,23,45,42,11,12,36,37
36,41,30,38,31,29,17,0,31,45,10,16,37,56,50,42,38,30,38,49,28,30,38,41,38,42,39,14,25,29,30
27,17,44,14,7,8,18,32,0,17,23,22,12,29,52,17,47,43,46,24,32,6,16,31,13,44,36,18,18,43,44
33,20,53,17,19,22,31,45,18,0,37,36,16,22,59,14,53,53,52,19,39,19,21,37,23,51,43,32,28,53,54
30,34,30,32,23,21,9,10,23,38,0,12,30,48,48,35,36,29,35,42,25,22,31,35,30,40,36,8,19,29,30
37,35,40,32,21,19,7,16,22,35,12,0,30,45,57,35,46,39,44,42,35,20,34,42,28,49,45,14,13,39,40
21,8,41,5,14,15,25,38,11,15,30,29,0,30,46,10,40,40,39,19,26,12,7,24,20,38,30,24,25,40,41
46,34,66,31,29,31,41,56,28,22,47,45,30,0,71,28,65,65,64,33,51,29,34,50,33,63,55,42,37,65,66
35,47,40,44,54,56,52,51,51,57,48,56,45,71,0,48,28,41,23,59,24,53,43,43,61,11,37,46,58,41,40
24,9,44,7,19,20,30,42,16,12,35,34,10,27,49,0,43,43,42,14,29,17,12,27,23,41,33,29,27,43,44
30,41,16,38,49,49,41,38,46,52,37,45,40,65,28,43,0,17,12,53,18,48,38,38,55,20,32,35,50,17,16
29,41,1,38,45,42,35,29,44,51,29,39,39,65,41,42,16,0,25,53,21,44,37,37,52,33,32,29,43,1,2
27,39,24,36,46,46,39,37,44,49,34,43,37,63,22,40,11,24,0,51,13,45,36,35,53,14,29,32,47,24,23
34,21,54,18,26,27,37,51,24,18,43,42,19,33,60,14,54,54,53,0,40,25,22,38,30,52,43,37,35,54,54
16,27,22,25,35,35,30,29,32,38,26,34,26,51,24,29,18,21,14,39,0,34,24,24,41,16,18,24,38,21,22
28,18,45,15,5,6,15,31,6,19,22,20,13,29,54,18,48,44,47,26,34,0,18,32,12,46,37,18,16,44,45
19,5,39,6,18,19,29,38,16,20,30,34,7,34,44,11,39,38,38,22,25,17,0,20,24,37,28,25,30,38,39
10,22,39,22,33,35,37,42,30,36,35,42,24,50,45,27,39,38,38,38,25,32,20,0,40,37,17,29,42,38,39
36,26,52,23,10,14,23,39,13,23,30,28,21,33,62,24,56,52,55,31,42,12,26,40,0,54,45,26,24,52,53
27,39,32,36,46,48,44,43,43,49,40,48,37,63,11,40,20,33,15,51,16,45,35,35,53,0,29,38,50,33,32
14,30,33,28,38,39,41,39,35,41,36,45,29,54,38,32,32,32,31,43,18,37,27,17,44,30,0,34,46,32,33
25,29,29,26,19,17,9,15,19,33,7,14,25,44,45,30,34,28,33,37,23,18,26,29,26,37,34,0,16,28,29
38,31,44,29,17,16,12,24,19,27,20,12,26,37,59,29,49,44,48,36,39,16,31,43,24,51,47,16,0,44,44
29,40,1,38,45,42,35,29,44,51,29,39,39,65,41,42,16,1,25,53,21,43,37,37,52,33,32,29,43,0,2
30,41,2,39,45,43,36,29,45,52,30,40,40,65,40,43,15,2,24,53,22,44,38,38,52,32,32,29,44,2,0
